team,Est_WAB,WAB,WAB_diff
High Point,-2.681692114265949,-2.81,0.12830788573405094
Hofstra,-14.425394677938415,-14.57,0.14460532206158483
Holy Cross,-16.326083938409017,-16.48,0.1539160615909836
Houston,10.661607893894413,10.66,0.0016078938944126264
Houston Christian,-15.51491357489598,-15.67,0.15508642510402026
Howard,-14.210299799659,-14.32,0.10970020034100081
IU Indy,-18.476088148584658,-18.6,0.12391185141534322
Idaho,-15.131911591270944,-15.28,0.1480884087290555
Idaho St.,-11.614409848481118,-11.79,0.1755901515188807
Illinois,3.2921990176475004,3.44,-0.1478009823524995
Illinois St.,-9.094251086852992,-9.28,0.18574891314700714
Indiana,0.06300596172984757,0.17,-0.10699403827015244
Indiana St.,-13.177673920829168,-13.36,0.18232607917083143
Iona,-14.650211952122875,-14.82,0.16978804787712498
Iowa,-2.5486666895399983,-2.59,0.04133331046000155
Iowa St.,4.581294550109679,4.49,0.09129455010967913
Jackson St.,-11.287811233460308,-11.56,0.27218876653969204
Jacksonville,-8.403121256856018,-8.59,0.186878743143982
Jacksonville St.,-6.916470276347679,-7.07,0.15352972365232098
James Madison,-8.257249980409982,-8.38,0.12275001959001841
Kansas,3.392901198571888,3.33,0.06290119857188792
Kansas City,-16.14216751922497,-16.25,0.1078324807750306
Kansas St.,-3.3589828756431594,-3.39,0.031017124356840675
Kennesaw St.,-8.797529842385401,-8.94,0.14247015761459814
Kent St.,-6.634452862639641,-6.71,0.0755471373603589
Kentucky,5.674180092850586,6.16,-0.4858199071494145
LIU,-13.285111873963075,-13.4,0.11488812603692544
LMU (CA),-7.740986916333282,-7.77,0.029013083666717954
LSU,-3.966652524490115,-3.65,-0.3166525244901153
La Salle,-12.397267371346333,-12.6,0.20273262865366704
Lafayette,-17.627079169833998,-17.79,0.16292083016600145
Lamar University,-8.285673098647974,-8.48,0.19432690135202613
Le Moyne,-20.063611938193667,-20.25,0.18638806180633338
Lehigh,-15.726926447397531,-15.94,0.2130735526024683
Liberty,-1.8510501998923248,-1.99,0.13894980010767521
Lindenwood,-13.526810782476339,-13.63,0.10318921752366172
Lipscomb,-5.052657028262026,-5.19,0.13734297173797483
Little Rock,-10.87179455399345,-11.01,0.13820544600655005
Long Beach St.,-19.49468714816411,-19.53,0.03531285183589006
Longwood,-10.486940458419284,-10.71,0.22305954158071728
Louisiana,-16.84183296841581,-16.98,0.13816703158418875
Louisiana Tech,-7.7316672097022145,-7.88,0.14833279029778534
Louisville,4.617730184585715,4.6,0.01773018458571496
Loyola Chicago,-5.42767138149558,-5.57,0.14232861850442013
Loyola Maryland,-16.77438019122063,-16.92,0.1456198087793723
Maine,-11.179234984972183,-11.3,0.12076501502781767
Manhattan,-10.730142347843069,-10.88,0.14985765215693192
Marist,-8.764447295097511,-8.9,0.13555270490248894
Marquette,3.2165403377671664,3.15,0.0665403377671665
Marshall,-9.699376414375143,-9.86,0.16062358562485635
Maryland,4.368487448750031,4.38,-0.011512551249968972
Massachusetts,-14.554663416267253,-14.74,0.18533658373274697
McNeese,-1.8832918871693538,-1.93,0.04670811283064613
Memphis,3.710885141687575,3.7,0.01088514168757504
Mercer,-15.406109279173204,-15.51,0.1038907208267954
Mercyhurst,-13.449197836244032,-13.58,0.13080216375596798
Merrimack,-10.648761315370578,-10.88,0.23123868462942276
Miami (FL),-14.263024472533026,-14.25,-0.013024472533025744
Miami (OH),-5.339692694003646,-5.54,0.20030730599635405
Michigan,5.898805857783585,5.89,0.008805857783585225
Michigan St.,7.667673411147131,7.71,-0.042326588852868774
Middle Tenn.,-5.653536863446882,-5.77,0.11646313655311769
Milwaukee,-7.867866533928828,-8.04,0.17213346607117153
Minnesota,-4.687491925577522,-4.67,-0.017491925577521883
Mississippi St.,2.799858577815402,3.05,-0.2501414221845977
Mississippi Val.,-21.76781363971499,-21.98,0.2121863602850098
Missouri,3.112271169423811,3.51,-0.3977288305761886
Missouri St.,-18.15118621784755,-18.37,0.21881378215245206
Monmouth,-15.349470964214593,-15.49,0.14052903578540743
Montana,-3.8236718770708182,-3.99,0.16632812292918198
Montana St.,-13.24464857133593,-13.49,0.24535142866407078
Morehead St.,-14.007751087543749,-14.16,0.15224891245625116
Morgan St.,-15.14020349384217,-15.28,0.13979650615782901
Mount St. Mary's,-8.851113911118473,-9.06,0.2088860888815276
Murray St.,-11.32608454695563,-11.61,0.2839154530443686
N.C. A&T,-21.109356652050778,-21.22,0.11064334794922104
N.C. Central,-16.15112227645278,-16.38,0.22887772354721747
NC State,-9.787988046782583,-9.78,-0.007988046782584135
NIU,-21.842110137112808,-22.07,0.22788986288719215
NJIT,-22.438574298532256,-22.57,0.13142570146774446
Navy,-16.9377290429616,-17.15,0.21227095703839893
Nebraska,-1.6634478578095353,-1.63,-0.03344785780953541
Nevada,-7.316443123886524,-7.4,0.08355687611347662
New Hampshire,-21.179945417472705,-21.3,0.1200545825272954
New Mexico,2.0685482928033436,1.88,0.18854829280334373
New Mexico St.,-9.57653771247959,-9.74,0.16346228752041014
New Orleans,-20.980609524316442,-21.2,0.21939047568355718
Niagara,-17.416118306649288,-17.58,0.16388169335071012
Nicholls,-8.369898901410252,-8.53,0.16010109858974708
Norfolk St.,-6.054384314335625,-6.25,0.19561568566437515
North Ala.,-6.356038854682452,-6.56,0.20396114531754783
North Carolina,0.6610511988889487,0.79,-0.12894880111105134
North Dakota,-16.68323425543972,-16.72,0.03676574456027737
North Dakota St.,-7.73377318754786,-7.88,0.14622681245213975
North Florida,-12.253147887161854,-12.46,0.2068521128381473
North Texas,-2.6727600249152497,-2.97,0.29723997508475053
Northeastern,-12.004665314077455,-12.14,0.13533468592254572
Northern Ariz.,-12.646711579025919,-12.84,0.19328842097408128
Northern Colo.,-5.422443147178198,-5.59,0.16755685282180188
Northern Ky.,-11.996391068090524,-12.15,0.153608931909476
Northwestern,-3.1441339306534797,-3.15,0.005866069346520231
Northwestern St.,-10.523486819363173,-10.73,0.20651318063682744
Notre Dame,-8.095860890126376,-8.19,0.09413910987362328
Oakland,-11.744539802249886,-11.84,0.09546019775011416
Ohio,-12.661035045120062,-12.82,0.1589649548799379
Ohio St.,-0.9429077568034048,-0.96,0.01709224319659519
Oklahoma,2.1435974042106816,2.43,-0.2864025957893186
Oklahoma St.,-4.336566782859311,-4.45,0.1134332171406891
Old Dominion,-16.517168832573535,-16.68,0.16283116742646442
Ole Miss,4.782203321604004,5.08,-0.2977966783959962
Omaha,-7.790776676626712,-7.99,0.19922332337328807
Oral Roberts,-17.659520206858584,-17.76,0.10047979314141742
Oregon,4.884104807088736,4.87,0.01410480708873596
Oregon St.,-5.031697152834689,-4.98,-0.051697152834688787
Pacific,-16.7248604432408,-16.86,0.1351395567591993
Penn,-14.492358153318943,-14.65,0.15764184668105763
Penn St.,-4.10231849216599,-4.19,0.0876815078340103
Pepperdine,-13.160363535864196,-13.22,0.0596364641358047
Pittsburgh,-4.9032509237352135,-4.92,0.01674907626478639
Portland,-13.450089078687741,-13.49,0.03991092131225926
Portland St.,-10.474758330559196,-10.63,0.1552416694408052
Prairie View,-22.335298833000373,-22.49,0.15470116699962588
Presbyterian,-14.948163018698468,-15.18,0.23183698130153196
Princeton,-7.263098334605968,-7.47,0.20690166539403165
Providence,-9.022116553043759,-9.12,0.0978834469562404
Purdue,4.004441578329522,4.1,-0.09555842167047768
Purdue Fort Wayne,-9.3091960025902,-9.45,0.1408039974097992
Queens (NC),-9.314913804206473,-9.55,0.23508619579352796
Quinnipiac,-9.923631880395945,-10.12,0.19636811960405431
Radford,-8.016936066335466,-8.26,0.2430639336645335
Rhode Island,-8.750037945620385,-8.9,0.14996205437961585
Rice,-13.951867462061207,-14.12,0.16813253793879213
Richmond,-15.91023441294858,-16.03,0.11976558705142182
Rider,-15.559969616976659,-15.72,0.16003038302334183
Robert Morris,-5.139931074100692,-5.29,0.15006892589930843
Rutgers,-3.9861146734066413,-3.86,-0.1261146734066414
SFA,-13.163998734993703,-13.34,0.1760012650062972
SIUE,-8.47170570756905,-8.63,0.15829429243095028
SMU,-1.7333617878500545,-1.82,0.0866382121499456
Sacramento St.,-21.803734847675155,-21.96,0.1562651523248455
Sacred Heart,-15.495758690166557,-15.64,0.1442413098334434
Saint Francis,-12.740263573671958,-12.91,0.16973642632804165
Saint Joseph's,-5.710696966448672,-5.83,0.11930303355132832
Saint Louis,-7.60966151349011,-7.76,0.1503384865098898
Saint Mary's (CA),3.356668861788937,3.19,0.16666886178893714
Saint Peter's,-14.130659832254759,-14.29,0.15934016774524018
Sam Houston,-12.921097777877627,-13.13,0.20890222212237397
Samford,-5.574384703333999,-5.64,0.06561529666600041
San Diego,-20.446029000693546,-20.57,0.12397099930645439
San Diego St.,0.5965685586734228,0.55,0.0465685586734228
San Francisco,-0.5847797819582616,-0.62,0.03522021804173836
San Jose St.,-10.845201368809974,-11.04,0.19479863119002516
Santa Clara,-4.140239325294637,-4.34,0.19976067470536307
Seattle U,-13.19905282959843,-13.35,0.1509471704015688
Seton Hall,-13.660311743517608,-13.8,0.13968825648239225
Siena,-15.37623539122171,-15.52,0.14376460877828912
South Alabama,-7.2637166230222725,-7.5,0.2362833769777275
South Carolina,-5.7932900092332655,-5.4,-0.3932900092332652
South Carolina St.,-9.899112121654628,-10.05,0.15088787834537243
South Dakota,-10.355249800672718,-10.48,0.12475019932728237
South Dakota St.,-7.4617847904677905,-7.61,0.1482152095322098
South Fla.,-13.312983910709466,-13.43,0.11701608929053364
Southeast Mo. St.,-9.26178807879989,-9.45,0.188211921200109
Southeastern La.,-10.62223347383258,-10.81,0.18776652616742062
Southern California,-4.088817100723513,-4.01,-0.078817100723513
Southern Ill.,-13.66205268069354,-13.81,0.14794731930646066
Southern Ind.,-18.334277180335885,-18.48,0.14572281966411538
Southern Miss.,-18.219442228346814,-18.37,0.15055777165318673
Southern U.,-7.921335094200167,-8.06,0.1386649057998337
Southern Utah,-14.86072594310728,-15.02,0.15927405689271978
St. Bonaventure,-4.986768311353942,-5.1,0.11323168864605737
St. John's (NY),7.206926189998455,7.11,0.09692618999845504
St. Thomas (MN),-6.748977168887998,-6.92,0.17102283111200212
Stanford,-3.5239170881007444,-3.58,0.05608291189925563
Stetson,-20.11666454728561,-20.29,0.17333545271439021
Stonehill,-14.40756617386428,-14.57,0.16243382613571988
Stony Brook,-20.432867111032056,-20.56,0.1271328889679424
Syracuse,-8.405312503698992,-8.46,0.054687496301008665
TCU,-2.5927329732421343,-2.61,0.017267026757865622
Tarleton St.,-14.401373472466144,-14.63,0.22862652753385682
Temple,-10.52585135985162,-10.68,0.1541486401483798
Tennessee,9.102699209241036,9.49,-0.38730079075896384
Tennessee St.,-13.747357655900883,-13.89,0.14264234409911758
Tennessee Tech,-13.904791457167766,-14.07,0.16520854283223407
Texas,-0.10264979480554792,0.26,-0.36264979480554793
Texas A&M,5.234663561184993,5.47,-0.23533643881500677
Texas Southern,-12.548125008633363,-12.74,0.1918749913666371
Texas St.,-12.53558853004385,-12.79,0.2544114699561497
Texas Tech,4.912726680331328,4.83,0.08272668033132824
The Citadel,-22.049242871153893,-22.1,0.050757128846107946
Toledo,-9.850189724553653,-9.99,0.13981027544634728
Towson,-6.976696588441098,-7.07,0.0933034115589022
Troy,-5.265520762178943,-5.37,0.1044792378210575
Tulane,-9.5639299165582,-9.75,0.1860700834418001
Tulsa,-15.593295299930134,-15.76,0.16670470006986626
UAB,-6.799709512720377,-6.95,0.1502904872796229
UAlbany,-13.811154845571888,-13.96,0.14884515442811264
UC Davis,-11.81175653033484,-11.97,0.15824346966516067
UC Irvine,-0.6816839817929531,-0.76,0.07831601820704692
UC Riverside,-5.292024145639482,-5.36,0.067975854360518
UC San Diego,0.5766943237514042,0.44,0.13669432375140417
UC Santa Barbara,-8.442079845470255,-8.48,0.037920154529745176
UCF,-2.8440269671262803,-2.86,0.01597303287371954
UCLA,3.1121730783677917,3.16,-0.047826921632208474
UConn,1.9385198637169794,1.79,0.14851986371697934
UIC,-9.166017532705785,-9.37,0.20398246729421388
UIW,-12.777010940922226,-12.92,0.14298905907777382
ULM,-21.966923398657844,-22.16,0.1930766013421561
UMBC,-16.31730603083079,-16.45,0.1326939691692104
UMES,-19.984374803127345,-20.07,0.08562519687265535
UMass Lowell,-12.192601171588924,-12.31,0.1173988284110763
UNC Asheville,-7.2381691917582955,-7.43,0.19183080824170418
UNC Greensboro,-8.268099324956813,-8.4,0.13190067504318748
UNCW,-4.21569175203357,-4.27,0.05430824796642941
UNI,-7.3722591447158035,-7.48,0.10774085528419697
UNLV,-5.356682025509873,-5.55,0.19331797449012722
USC Upstate,-21.992915695250225,-22.23,0.23708430474977504
UT Arlington,-14.116425000585348,-14.35,0.23357499941465143
UT Martin,-16.279013430825987,-16.43,0.15098656917401243
UTEP,-9.771743407937137,-9.9,0.1282565920628631
UTRGV,-10.863291808717168,-11.04,0.176708191282831
UTSA,-13.599560875981464,-13.74,0.14043912401853653
Utah,-3.750792547856523,-3.73,-0.020792547856522958
Utah St.,1.6004368809692497,1.5,0.10043688096924974
Utah Tech,-20.949563432026128,-21.24,0.2904365679738703
Utah Valley,-4.4908941132023985,-4.72,0.22910588679760124
VCU,0.06910468654793411,-0.2,0.2691046865479341
VMI,-15.588391855471258,-15.64,0.05160814452874263
Valparaiso,-13.655075605683114,-13.85,0.19492439431688524
Vanderbilt,1.5180819887382841,1.72,-0.20191801126171582
Vermont,-8.834300806207047,-8.96,0.12569919379295413
Villanova,-3.2626828318550234,-3.39,0.12731716814497673
Virginia,-6.26421646534058,-6.25,-0.014216465340579632
Virginia Tech,-10.240830966982159,-10.31,0.06916903301784139
Wagner,-13.514696908606556,-13.69,0.17530309139344347
Wake Forest,-0.26081122722355415,-0.23,-0.030811227223554144
Washington,-5.865410930492781,-5.89,0.024589069507218397
Washington St.,-5.55610810352373,-5.63,0.07389189647626981
Weber St.,-18.03195120639519,-18.25,0.21804879360481166
West Ga.,-21.1749571673392,-21.41,0.23504283266079895
West Virginia,0.8398173230563593,0.78,0.05981732305635923
Western Caro.,-17.12393916894792,-17.22,0.0960608310520783
Western Ill.,-17.159143516157993,-17.32,0.16085648384200724
Western Ky.,-9.500169996959718,-9.62,0.11983000304028124
Western Mich.,-15.83564826662993,-16.0,0.16435173337007036
Wichita St.,-8.151594035406735,-8.29,0.13840596459326449
William & Mary,-11.68041426677815,-11.81,0.12958573322184996
Winthrop,-6.87834813415334,-7.15,0.27165186584666046
Wisconsin,5.800840070861967,5.77,0.030840070861967384
Wofford,-10.29641608300928,-10.4,0.10358391699072023
Wright St.,-14.484868501978486,-14.62,0.13513149802151325
Wyoming,-11.45429587969171,-11.61,0.15570412030828962
Xavier,0.04592016211121769,-0.12,0.16592016211121768
Yale,-3.5690512197616147,-3.71,0.1409487802383853
Youngstown St.,-10.062325610183974,-10.17,0.10767438981602595
