team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Boise St.,Clemson,2023-11-19,-1,68,56,7,11,22,85,61,13,12,16
Clemson,Boise St.,2023-11-19,1,85,61,13,12,16,68,56,7,11,22
Brown,Southern California,2023-11-19,-1,70,61,11,10,18,81,56,13,12,32
Southern California,Brown,2023-11-19,1,81,56,13,12,32,70,61,11,10,18
Cal Poly,California Baptist,2023-11-19,-1,58,62,11,6,11,67,55,17,9,31
California Baptist,Cal Poly,2023-11-19,1,67,55,17,9,31,58,62,11,6,11
Cal St. Fullerton,Cornell,2023-11-19,0,70,52,5,21,18,88,64,7,13,18
Cornell,Cal St. Fullerton,2023-11-19,0,88,64,7,13,18,70,52,5,21,18
Manhattan,Central Conn. St.,2023-11-19,-1,67,46,4,15,21,63,56,7,15,10
Central Conn. St.,Manhattan,2023-11-19,1,63,56,7,15,10,67,46,4,15,21
Charlotte,George Mason,2023-11-19,0,54,46,7,11,20,49,48,7,12,15
George Mason,Charlotte,2023-11-19,0,49,48,7,12,15,54,46,7,11,20
Tennessee Tech,Chattanooga,2023-11-19,-1,63,58,6,7,11,68,50,10,12,24
Chattanooga,Tennessee Tech,2023-11-19,1,68,50,10,12,24,63,58,6,7,11
Northern Ky.,Cincinnati,2023-11-19,-1,66,64,11,8,13,90,70,18,8,13
Cincinnati,Northern Ky.,2023-11-19,1,90,70,18,8,13,66,64,11,8,13
Col. of Charleston,Coastal Carolina,2023-11-19,-1,80,64,14,12,20,72,66,12,13,14
Coastal Carolina,Col. of Charleston,2023-11-19,1,72,66,12,13,14,80,64,14,12,20
Colgate,Weber St.,2023-11-19,0,57,46,11,10,15,55,47,7,7,18
Weber St.,Colgate,2023-11-19,0,55,47,7,7,18,57,46,11,10,15
Dayton,Houston,2023-11-19,0,55,47,9,11,16,69,63,17,7,8
Houston,Dayton,2023-11-19,0,69,63,17,7,8,55,47,9,11,16
DePaul,San Francisco,2023-11-19,0,54,47,8,18,15,70,58,11,17,6
San Francisco,DePaul,2023-11-19,0,70,58,11,17,6,54,47,8,18,15
Drake,Oakland,2023-11-19,0,85,65,6,7,15,77,58,7,18,15
Oakland,Drake,2023-11-19,0,77,58,7,18,15,85,65,6,7,15
Queens (NC),Drexel,2023-11-19,-1,52,58,13,11,14,62,55,10,12,14
Drexel,Queens (NC),2023-11-19,1,62,55,10,12,14,52,58,13,11,14
Northeastern,East Carolina,2023-11-19,-1,82,56,13,12,18,76,58,11,8,20
East Carolina,Northeastern,2023-11-19,1,76,58,11,8,20,82,56,13,12,18
Eastern Ill.,Miami (OH),2023-11-19,-1,64,62,12,16,11,76,41,5,13,39
Miami (OH),Eastern Ill.,2023-11-19,1,76,41,5,13,39,64,62,12,16,11
Elon,Winthrop,2023-11-19,-1,70,51,13,14,28,78,54,11,7,35
Winthrop,Elon,2023-11-19,1,78,54,11,7,35,70,51,13,14,28
Furman,Wyoming,2023-11-19,0,71,65,13,13,10,78,59,8,13,12
Wyoming,Furman,2023-11-19,0,78,59,8,13,12,71,65,13,13,10
Ga. Southern,Kennesaw St.,2023-11-19,0,92,65,15,19,25,96,69,18,11,41
Kennesaw St.,Ga. Southern,2023-11-19,0,96,69,18,11,41,92,65,15,19,25
Gardner-Webb,Yale,2023-11-19,0,70,60,10,15,24,71,58,12,18,23
Yale,Gardner-Webb,2023-11-19,0,71,58,12,18,23,70,60,10,15,24
Little Rock,Georgia St.,2023-11-19,-1,77,62,15,7,31,88,60,12,6,30
Georgia St.,Little Rock,2023-11-19,1,88,60,12,6,30,77,62,15,7,31
Georgia,Providence,2023-11-19,0,64,63,9,11,12,71,56,9,15,14
Providence,Georgia,2023-11-19,0,71,56,9,15,14,64,63,9,11,12
Grambling,Iowa St.,2023-11-19,-1,37,49,7,21,7,92,51,9,14,27
Iowa St.,Grambling,2023-11-19,1,92,51,9,14,27,37,49,7,21,7
Grand Canyon,South Carolina,2023-11-19,0,68,51,11,13,27,75,50,4,10,16
South Carolina,Grand Canyon,2023-11-19,0,75,50,4,10,16,68,51,11,13,27
Holy Cross,IUPUI,2023-11-19,0,74,55,7,9,13,61,52,8,11,16
IUPUI,Holy Cross,2023-11-19,0,61,52,8,11,16,74,55,7,9,13
Southern U.,Illinois,2023-11-19,-1,60,61,4,13,14,88,63,15,21,17
Illinois,Southern U.,2023-11-19,1,88,63,15,21,17,60,61,4,13,14
Indiana,UConn,2023-11-19,0,57,45,4,12,28,77,56,15,14,25
UConn,Indiana,2023-11-19,0,77,56,15,14,25,57,45,4,12,28
Jackson St.,Missouri,2023-11-19,-1,73,62,10,13,16,72,55,8,18,11
Missouri,Jackson St.,2023-11-19,1,72,55,8,18,11,73,62,10,13,16
Kansas St.,Miami (FL),2023-11-19,0,83,67,14,12,17,91,60,5,9,18
Miami (FL),Kansas St.,2023-11-19,0,91,60,5,9,18,83,67,14,12,17
Kent St.,Missouri St.,2023-11-19,0,52,67,13,9,12,56,54,15,19,23
Missouri St.,Kent St.,2023-11-19,0,56,54,15,19,23,52,67,13,9,12
LMU (CA),SFA,2023-11-19,0,76,54,8,15,20,86,59,12,11,29
SFA,LMU (CA),2023-11-19,0,86,59,12,11,29,76,54,8,15,20
LSU,Wake Forest,2023-11-19,0,86,71,18,11,31,80,60,9,18,20
Wake Forest,LSU,2023-11-19,0,80,60,9,18,20,86,71,18,11,31
Le Moyne,UC Santa Barbara,2023-11-19,-1,72,61,9,10,14,96,60,12,17,12
UC Santa Barbara,Le Moyne,2023-11-19,1,96,60,12,17,12,72,61,9,10,14
Liberty,Vermont,2023-11-19,0,71,54,6,11,12,61,59,6,8,7
Vermont,Liberty,2023-11-19,0,61,59,6,8,7,71,54,6,11,12
Lindenwood,William & Mary,2023-11-19,0,71,55,6,11,19,60,54,9,14,21
William & Mary,Lindenwood,2023-11-19,0,60,54,9,14,21,71,55,6,11,19
Louisville,Texas,2023-11-19,0,80,53,13,11,31,81,67,17,5,23
Texas,Louisville,2023-11-19,0,81,67,17,5,23,80,53,13,11,31
Loyola Maryland,UMBC,2023-11-19,-1,79,70,9,10,16,94,76,17,14,13
UMBC,Loyola Maryland,2023-11-19,1,94,76,17,14,13,79,70,9,10,16
Marshall,Utah St.,2023-11-19,0,60,60,12,13,21,83,55,7,13,28
Utah St.,Marshall,2023-11-19,0,83,55,7,13,28,60,60,12,13,21
Mississippi St.,Northwestern,2023-11-19,0,66,49,8,15,17,57,61,7,9,7
Northwestern,Mississippi St.,2023-11-19,0,57,61,7,9,7,66,49,8,15,17
North Texas,Towson,2023-11-19,0,65,52,9,13,10,39,43,11,21,14
Towson,North Texas,2023-11-19,0,39,43,11,21,14,65,52,9,13,10
Western Mich.,Ohio St.,2023-11-19,-1,56,62,12,11,9,73,62,9,8,11
Ohio St.,Western Mich.,2023-11-19,1,73,62,9,8,11,56,62,12,11,9
Portland St.,St. Thomas (MN),2023-11-19,0,70,58,10,11,13,76,51,7,14,14
St. Thomas (MN),Portland St.,2023-11-19,0,76,51,7,14,14,70,58,10,11,13
Prairie View,UT Martin,2023-11-19,0,78,64,10,8,24,66,69,11,11,13
UT Martin,Prairie View,2023-11-19,0,66,69,11,11,13,78,64,10,8,24
UAlbany,Quinnipiac,2023-11-19,-1,82,73,14,13,23,85,68,14,11,30
Quinnipiac,UAlbany,2023-11-19,1,85,68,14,11,30,82,73,14,13,23
Rhode Island,Washington St.,2023-11-19,0,57,53,6,12,12,78,64,11,5,16
Washington St.,Rhode Island,2023-11-19,0,78,64,11,5,16,57,53,6,12,12
SIUE,South Alabama,2023-11-19,-1,74,55,4,7,11,86,47,2,6,24
South Alabama,SIUE,2023-11-19,1,86,47,2,6,24,74,55,4,7,11
Saint Louis,Wichita St.,2023-11-19,0,69,65,5,10,18,88,68,11,11,19
Wichita St.,Saint Louis,2023-11-19,0,88,68,11,11,19,69,65,5,10,18
Saint Mary's (CA),Xavier,2023-11-19,0,49,70,20,11,13,66,56,6,8,15
Xavier,Saint Mary's (CA),2023-11-19,0,66,56,6,8,15,49,70,20,11,13
San Diego St.,Washington,2023-11-19,0,100,69,17,8,41,97,68,8,13,21
Washington,San Diego St.,2023-11-19,0,97,68,8,13,21,100,69,17,8,41
South Dakota St.,UCF,2023-11-19,0,80,54,12,16,29,83,59,5,5,24
UCF,South Dakota St.,2023-11-19,0,83,59,5,5,24,80,54,12,16,29
UNI,South Fla.,2023-11-19,-1,65,56,11,11,21,74,55,6,11,18
South Fla.,UNI,2023-11-19,1,74,55,6,11,18,65,56,11,11,21
Southern Miss.,Utah Valley,2023-11-19,0,65,54,9,13,24,67,53,12,21,14
Utah Valley,Southern Miss.,2023-11-19,0,67,53,12,21,14,65,54,9,13,24
St. John's (NY),Utah,2023-11-19,0,91,66,12,16,12,82,68,11,12,16
Utah,St. John's (NY),2023-11-19,0,82,68,11,12,16,91,66,12,16,12
Wofford,Virginia Tech,2023-11-19,-1,76,61,10,15,16,98,58,9,11,26
Virginia Tech,Wofford,2023-11-19,1,98,58,9,11,26,76,61,10,15,16
Abilene Christian,Missouri St.,2023-11-20,0,69,59,7,12,19,87,52,9,16,27
Missouri St.,Abilene Christian,2023-11-20,0,87,52,9,16,27,69,59,7,12,19
Akron,Utah St.,2023-11-20,0,62,53,6,12,20,65,57,9,10,15
Utah St.,Akron,2023-11-20,0,65,57,9,10,15,62,53,6,12,20
Austin Peay,Tarleton St.,2023-11-20,0,59,54,12,15,8,66,57,9,10,9
Tarleton St.,Austin Peay,2023-11-20,0,66,57,9,10,9,59,54,12,15,8
Morehead St.,Bellarmine,2023-11-20,-1,64,59,14,8,7,51,52,8,8,13
Bellarmine,Morehead St.,2023-11-20,1,51,52,8,8,13,64,59,14,8,7
Charleston So.,Bethune-Cookman,2023-11-20,-1,73,50,9,17,19,79,61,16,10,21
Bethune-Cookman,Charleston So.,2023-11-20,1,79,61,16,10,21,73,50,9,17,19
Bradley,Tulane,2023-11-20,0,80,59,15,14,25,77,52,9,8,37
Tulane,Bradley,2023-11-20,0,77,52,9,8,37,80,59,15,14,25
Howard,Bryant,2023-11-20,-1,61,66,14,9,20,67,56,3,7,16
Bryant,Howard,2023-11-20,1,67,56,3,7,16,61,66,14,9,20
Southern Ind.,Bucknell,2023-11-20,-1,56,57,5,14,15,67,47,5,15,27
Bucknell,Southern Ind.,2023-11-20,1,67,47,5,15,27,56,57,5,14,15
Buffalo,Hofstra,2023-11-20,0,68,58,18,19,28,102,62,10,15,12
Hofstra,Buffalo,2023-11-20,0,102,62,10,15,12,68,58,18,19,28
CSU Bakersfield,Sacramento St.,2023-11-20,0,75,61,13,12,14,71,50,11,16,23
Sacramento St.,CSU Bakersfield,2023-11-20,0,71,50,11,16,23,75,61,13,12,14
Cal St. Fullerton,Southern Miss.,2023-11-20,0,74,44,7,13,28,67,55,10,8,22
Southern Miss.,Cal St. Fullerton,2023-11-20,0,67,55,10,8,22,74,44,7,13,28
California,UTEP,2023-11-20,0,72,47,11,21,26,75,53,16,13,37
UTEP,California,2023-11-20,0,75,53,16,13,37,72,47,11,21,26
N.C. Central,Campbell,2023-11-20,-1,78,69,16,15,15,75,53,8,15,29
Campbell,N.C. Central,2023-11-20,1,75,53,8,15,29,78,69,16,15,15
Central Ark.,Southeast Mo. St.,2023-11-20,-1,68,60,8,9,22,70,56,8,14,21
Southeast Mo. St.,Central Ark.,2023-11-20,1,70,56,8,14,21,68,60,8,9,22
Central Mich.,Siena,2023-11-20,0,70,54,9,11,15,56,50,11,21,6
Siena,Central Mich.,2023-11-20,0,56,50,11,21,6,70,54,9,11,15
Charlotte,UCF,2023-11-20,0,71,66,8,10,16,74,67,17,14,24
UCF,Charlotte,2023-11-20,0,74,67,17,14,24,71,66,8,10,16
Colorado,Richmond,2023-11-20,0,64,47,10,12,25,59,51,7,13,11
Richmond,Colorado,2023-11-20,0,59,51,7,13,11,64,47,10,12,25
Cornell,Utah Valley,2023-11-20,0,74,60,13,13,17,61,64,10,8,13
Utah Valley,Cornell,2023-11-20,0,61,64,10,8,13,74,60,13,13,17
Delaware St.,NJIT,2023-11-20,-1,72,64,22,13,41,81,52,7,14,32
NJIT,Delaware St.,2023-11-20,1,81,52,7,14,32,72,64,22,13,41
Drake,SFA,2023-11-20,0,68,54,10,13,25,92,54,7,17,13
SFA,Drake,2023-11-20,0,92,54,7,17,13,68,54,10,13,25
Ga. Southern,East Carolina,2023-11-20,-1,64,52,4,16,13,82,50,7,15,20
East Carolina,Ga. Southern,2023-11-20,1,82,50,7,15,20,64,52,4,16,13
FGCU,Norfolk St.,2023-11-20,0,66,52,17,17,18,69,54,13,7,26
Norfolk St.,FGCU,2023-11-20,0,69,54,13,7,26,66,52,17,17,18
FIU,Marshall,2023-11-20,0,69,69,15,16,12,80,52,8,19,22
Marshall,FIU,2023-11-20,0,80,52,8,19,22,69,69,15,16,12
Oregon,Florida A&M,2023-11-20,-1,67,43,5,8,36,54,53,6,10,13
Florida A&M,Oregon,2023-11-20,1,54,53,6,10,13,67,43,5,8,36
Florida St.,UNLV,2023-11-20,0,83,51,4,15,18,75,51,7,14,24
UNLV,Florida St.,2023-11-20,0,75,51,7,14,24,83,51,4,15,18
Fordham,Kent St.,2023-11-20,0,72,58,17,21,35,79,51,11,20,35
Kent St.,Fordham,2023-11-20,0,79,51,11,20,35,72,58,17,21,35
George Mason,South Dakota St.,2023-11-20,0,73,59,11,11,10,71,60,7,6,12
South Dakota St.,George Mason,2023-11-20,0,71,60,7,6,12,73,59,11,11,10
Gonzaga,Purdue,2023-11-20,0,63,69,13,14,8,73,60,8,13,16
Purdue,Gonzaga,2023-11-20,0,73,60,8,13,16,63,69,13,14,8
Green Bay,Montana St.,2023-11-20,-1,54,47,8,20,14,53,62,10,8,14
Montana St.,Green Bay,2023-11-20,1,53,62,10,8,14,54,47,8,20,14
Hampton,San Jose St.,2023-11-20,0,52,49,10,22,10,71,59,11,10,12
San Jose St.,Hampton,2023-11-20,0,71,59,11,10,12,52,49,10,22,10
High Point,Iona,2023-11-20,0,82,49,10,11,30,68,58,9,8,21
Iona,High Point,2023-11-20,0,68,58,9,8,21,82,49,10,11,30
UTSA,Houston Christian,2023-11-20,-1,89,67,14,12,25,87,68,16,10,35
Houston Christian,UTSA,2023-11-20,1,87,68,16,10,35,89,67,14,12,25
Idaho St.,The Citadel,2023-11-20,0,61,52,5,10,7,62,45,6,13,18
The Citadel,Idaho St.,2023-11-20,0,62,45,6,13,18,61,52,5,10,7
Illinois St.,Long Beach St.,2023-11-20,0,61,57,16,18,27,52,65,18,21,5
Long Beach St.,Illinois St.,2023-11-20,0,52,65,18,21,5,61,57,16,18,27
Indiana,Louisville,2023-11-20,0,74,53,7,11,34,66,56,8,11,29
Louisville,Indiana,2023-11-20,0,66,56,8,11,29,74,53,7,11,34
Kennesaw St.,Northeastern,2023-11-20,0,79,67,13,15,17,77,48,9,22,34
Northeastern,Kennesaw St.,2023-11-20,0,77,48,9,22,34,79,67,13,15,17
Saint Joseph's,Kentucky,2023-11-20,-1,88,75,14,14,12,96,64,6,9,27
Kentucky,Saint Joseph's,2023-11-20,1,96,64,6,9,27,88,75,14,14,12
LMU (CA),Oakland,2023-11-20,0,69,53,9,9,23,74,59,11,8,15
Oakland,LMU (CA),2023-11-20,0,74,59,11,8,15,69,53,9,9,23
Louisiana,Wright St.,2023-11-20,0,85,60,6,11,15,91,63,16,14,28
Wright St.,Louisiana,2023-11-20,0,91,63,16,14,28,85,60,6,11,15
Marquette,UCLA,2023-11-20,0,71,55,6,7,18,69,49,5,14,20
UCLA,Marquette,2023-11-20,0,69,49,5,14,20,71,55,6,7,18
Milwaukee,Stetson,2023-11-20,0,67,70,18,7,12,85,60,11,12,9
Stetson,Milwaukee,2023-11-20,0,85,60,11,12,9,67,70,18,7,12
Mississippi Val.,Santa Clara,2023-11-20,-1,39,59,12,11,10,81,67,16,6,15
Santa Clara,Mississippi Val.,2023-11-20,1,81,67,16,6,15,39,59,12,11,10
Murray St.,UNCW,2023-11-20,0,81,68,11,7,16,83,66,8,7,18
UNCW,Murray St.,2023-11-20,0,83,66,8,7,18,81,68,11,7,16
Navy,San Diego,2023-11-20,-1,59,65,18,12,19,67,51,10,16,23
San Diego,Navy,2023-11-20,1,67,51,10,16,23,59,65,18,12,19
New Orleans,Oklahoma St.,2023-11-20,-1,68,55,6,12,24,96,62,13,12,24
Oklahoma St.,New Orleans,2023-11-20,1,96,62,13,12,24,68,55,6,12,24
North Dakota,Pacific,2023-11-20,-1,73,57,7,10,22,71,55,4,12,13
Pacific,North Dakota,2023-11-20,1,71,55,4,12,13,73,57,7,10,22
Rider,Stony Brook,2023-11-20,-1,48,60,7,14,9,55,53,7,11,24
Stony Brook,Rider,2023-11-20,1,55,53,7,11,24,48,60,7,14,9
SMU,West Virginia,2023-11-20,0,70,60,6,8,6,58,54,13,15,21
West Virginia,SMU,2023-11-20,0,58,54,13,15,21,70,60,6,8,6
UMass Lowell,Saint Peter's,2023-11-20,-1,69,46,8,16,24,61,52,8,14,22
Saint Peter's,UMass Lowell,2023-11-20,1,61,52,8,14,22,69,46,8,16,24
Sam Houston,Troy,2023-11-20,-1,88,63,21,19,42,86,58,16,24,37
Troy,Sam Houston,2023-11-20,1,86,58,16,24,37,88,63,21,19,42
South Carolina St.,Tulsa,2023-11-20,-1,70,67,15,20,20,90,60,14,17,45
Tulsa,South Carolina St.,2023-11-20,1,90,60,14,17,45,70,67,15,20,20
Stonehill,Tex. A&M-Commerce,2023-11-20,-1,86,50,5,19,24,97,59,4,9,26
Tex. A&M-Commerce,Stonehill,2023-11-20,1,97,59,4,9,26,86,50,5,19,24
Syracuse,Tennessee,2023-11-20,0,56,60,6,15,17,73,60,13,16,27
Tennessee,Syracuse,2023-11-20,0,73,60,13,16,27,56,60,6,15,17
Texas,UConn,2023-11-20,0,71,62,7,6,13,81,61,11,6,18
UConn,Texas,2023-11-20,0,81,61,11,6,18,71,62,7,6,13
Virginia,Wisconsin,2023-11-20,0,41,46,3,8,7,65,62,20,9,8
Wisconsin,Virginia,2023-11-20,0,65,62,20,9,8,41,46,3,8,7
Akron,Drake,2023-11-21,0,59,48,6,12,21,79,52,6,10,14
Drake,Akron,2023-11-21,0,79,52,6,10,14,59,48,6,12,21
Alabama A&M,Auburn,2023-11-21,-1,54,57,6,14,17,84,55,13,13,36
Auburn,Alabama A&M,2023-11-21,1,84,55,13,13,36,54,57,6,14,17
Alcorn,TCU,2023-11-21,-1,74,63,13,18,23,93,57,8,15,39
TCU,Alcorn,2023-11-21,1,93,57,8,15,39,74,63,13,18,23
App State,UNCW,2023-11-21,0,86,58,6,8,13,56,62,6,7,9
UNCW,App State,2023-11-21,0,56,62,6,7,9,86,58,6,8,13
Ark.-Pine Bluff,Minnesota,2023-11-21,-1,67,58,8,14,21,86,69,19,15,18
Minnesota,Ark.-Pine Bluff,2023-11-21,1,86,69,19,15,18,67,58,8,14,21
Army West Point,UAlbany,2023-11-21,-1,59,62,13,7,17,62,53,8,13,14
UAlbany,Army West Point,2023-11-21,1,62,53,8,13,14,59,62,13,7,17
USC Upstate,Ball St.,2023-11-21,-1,58,57,5,10,7,75,58,13,10,18
Ball St.,USC Upstate,2023-11-21,1,75,58,13,10,18,58,57,5,10,7
Binghamton,Sacred Heart,2023-11-21,-1,75,67,19,7,25,89,59,8,7,20
Sacred Heart,Binghamton,2023-11-21,1,89,59,8,7,20,75,67,19,7,25
Boston U.,Davidson,2023-11-21,-1,45,56,6,11,4,69,61,10,9,6
Davidson,Boston U.,2023-11-21,1,69,61,10,9,6,45,56,6,11,4
Buffalo,Louisiana,2023-11-21,0,60,54,13,15,12,68,59,15,10,17
Louisiana,Buffalo,2023-11-21,0,68,59,15,10,17,60,54,13,15,12
Le Moyne,CSUN,2023-11-21,-1,80,50,9,14,34,70,69,15,17,5
CSUN,Le Moyne,2023-11-21,1,70,69,15,17,5,80,50,9,14,34
Idaho St.,Campbell,2023-11-21,-1,69,59,17,11,15,55,45,10,19,11
Campbell,Idaho St.,2023-11-21,1,55,45,10,19,11,69,59,17,11,15
Central Mich.,Stetson,2023-11-21,0,61,64,14,6,7,71,53,9,10,12
Stetson,Central Mich.,2023-11-21,0,71,53,9,10,12,61,64,14,6,7
Chicago St.,Northern Colo.,2023-11-21,0,77,57,11,17,19,78,66,16,20,10
Northern Colo.,Chicago St.,2023-11-21,0,78,66,16,20,10,77,57,11,17,19
Colorado,Florida St.,2023-11-21,0,71,72,19,20,21,77,57,5,18,22
Florida St.,Colorado,2023-11-21,0,77,57,5,18,22,71,72,19,20,21
LIU,Columbia,2023-11-21,-1,67,63,9,16,13,77,50,9,14,39
Columbia,LIU,2023-11-21,1,77,50,9,14,39,67,63,9,16,13
Eastern Mich.,Detroit Mercy,2023-11-21,-1,76,44,4,13,14,72,50,5,9,14
Detroit Mercy,Eastern Mich.,2023-11-21,1,72,50,5,9,14,76,44,4,13,14
La Salle,Duke,2023-11-21,-1,66,58,4,9,17,95,67,10,5,20
Duke,La Salle,2023-11-21,1,95,67,10,5,20,66,58,4,9,17
Kennesaw St.,East Carolina,2023-11-21,-1,84,69,13,11,16,85,63,16,11,40
East Carolina,Kennesaw St.,2023-11-21,1,85,63,16,11,40,84,69,13,11,16
Prairie View,Eastern Ky.,2023-11-21,-1,76,65,12,8,21,64,67,21,13,26
Eastern Ky.,Prairie View,2023-11-21,1,64,67,21,13,26,76,65,12,8,21
FIU,LMU (CA),2023-11-21,0,60,64,13,11,6,61,48,12,19,22
LMU (CA),FIU,2023-11-21,0,61,48,12,19,22,60,64,13,11,6
Fresno St.,New Mexico St.,2023-11-21,0,81,53,9,15,31,76,59,7,12,23
New Mexico St.,Fresno St.,2023-11-21,0,76,59,7,12,23,81,53,9,15,31
Ga. Southern,Northeastern,2023-11-21,0,76,61,13,13,12,93,53,10,13,27
Northeastern,Ga. Southern,2023-11-21,0,93,53,10,13,27,76,61,13,13,12
Gonzaga,Syracuse,2023-11-21,0,76,64,17,18,12,57,64,10,13,10
Syracuse,Gonzaga,2023-11-21,0,57,64,10,13,10,76,64,17,18,12
Green Bay,UC Riverside,2023-11-21,0,68,52,5,13,8,74,60,7,5,12
UC Riverside,Green Bay,2023-11-21,0,74,60,7,5,12,68,52,5,13,8
Northern Ariz.,Hawaii,2023-11-21,-1,61,55,10,17,18,70,56,10,14,27
Hawaii,Northern Ariz.,2023-11-21,1,70,56,10,14,27,61,55,10,17,18
High Point,Illinois St.,2023-11-21,0,74,50,7,15,15,72,57,7,6,21
Illinois St.,High Point,2023-11-21,0,72,57,7,6,21,74,50,7,15,15
Hofstra,Wright St.,2023-11-21,0,85,59,8,9,21,76,56,7,13,17
Wright St.,Hofstra,2023-11-21,0,76,56,7,13,17,85,59,8,9,21
Indiana St.,Rice,2023-11-21,0,103,66,6,7,27,88,65,13,18,22
Rice,Indiana St.,2023-11-21,0,88,65,13,18,22,103,66,6,7,27
Iona,Long Beach St.,2023-11-21,0,76,65,13,18,18,80,57,8,15,30
Long Beach St.,Iona,2023-11-21,0,80,57,8,15,30,76,65,13,18,18
James Madison,Southern Ill.,2023-11-21,0,82,59,12,12,28,76,49,6,15,28
Southern Ill.,James Madison,2023-11-21,0,76,49,6,15,28,82,59,12,12,28
Kansas,Marquette,2023-11-21,0,59,54,10,18,16,73,64,12,12,12
Marquette,Kansas,2023-11-21,0,73,64,12,12,12,59,54,10,18,16
Lehigh,Monmouth,2023-11-21,-1,79,62,14,13,21,88,55,10,16,26
Monmouth,Lehigh,2023-11-21,1,88,55,10,16,26,79,62,14,13,21
Southern Utah,Louisiana Tech,2023-11-21,-1,53,59,13,11,14,67,51,9,10,24
Louisiana Tech,Southern Utah,2023-11-21,1,67,51,9,10,24,53,59,13,11,14
Marist,New Hampshire,2023-11-21,-1,71,57,4,11,10,74,50,6,11,27
New Hampshire,Marist,2023-11-21,1,74,50,6,11,27,71,57,4,11,10
Marshall,Oakland,2023-11-21,0,71,73,17,13,14,78,72,13,10,14
Oakland,Marshall,2023-11-21,0,78,72,13,10,14,71,73,17,13,14
UMBC,Maryland,2023-11-21,-1,68,68,14,23,14,92,68,16,13,37
Maryland,UMBC,2023-11-21,1,92,68,16,13,37,68,68,14,23,14
McNeese,Texas St.,2023-11-21,0,59,51,11,11,14,48,48,9,14,9
Texas St.,McNeese,2023-11-21,0,48,48,9,14,9,59,51,11,11,14
UAB,Middle Tenn.,2023-11-21,-1,58,53,11,8,20,57,59,13,8,14
Middle Tenn.,UAB,2023-11-21,1,57,59,13,8,14,58,53,11,8,20
Milwaukee,Siena,2023-11-21,0,61,59,11,9,15,59,57,18,16,15
Siena,Milwaukee,2023-11-21,0,59,57,18,16,15,61,59,11,9,15
Morgan St.,Radford,2023-11-21,0,72,62,12,12,19,82,60,9,11,18
Radford,Morgan St.,2023-11-21,0,82,60,9,11,18,72,62,12,12,19
N.C. Central,The Citadel,2023-11-21,0,61,52,7,10,17,67,60,12,8,11
The Citadel,N.C. Central,2023-11-21,0,67,60,12,8,11,61,52,7,10,17
New Mexico,Toledo,2023-11-21,0,92,68,15,15,27,84,57,2,17,24
Toledo,New Mexico,2023-11-21,0,84,57,2,17,24,92,68,15,15,27
Texas Southern,Oral Roberts,2023-11-21,-1,63,62,10,8,8,65,59,12,7,17
Oral Roberts,Texas Southern,2023-11-21,1,65,59,12,7,17,63,62,10,8,8
Pepperdine,UC Irvine,2023-11-21,0,60,51,9,11,25,76,60,14,14,17
UC Irvine,Pepperdine,2023-11-21,0,76,60,14,14,17,60,51,9,11,25
Purdue,Tennessee,2023-11-21,0,71,54,17,16,48,67,57,10,10,30
Tennessee,Purdue,2023-11-21,0,67,57,10,10,30,71,54,17,16,48
Richmond,UNLV,2023-11-21,0,82,55,4,9,10,65,62,12,8,12
UNLV,Richmond,2023-11-21,0,65,62,12,8,12,82,55,4,9,10
SFA,Utah St.,2023-11-21,0,49,56,10,18,11,79,61,10,16,12
Utah St.,SFA,2023-11-21,0,79,61,10,16,12,49,56,10,18,11
Western Ill.,Valparaiso,2023-11-21,-1,66,59,14,15,14,73,55,6,10,20
Valparaiso,Western Ill.,2023-11-21,1,73,55,6,10,20,66,59,14,15,14
A&M-Corpus Christi,Northern Ky.,2023-11-22,-1,73,53,9,18,23,88,50,4,13,31
Northern Ky.,A&M-Corpus Christi,2023-11-22,1,88,50,4,13,31,73,53,9,18,23
VMI,Air Force,2023-11-22,-1,54,57,10,13,8,64,56,9,11,14
Air Force,VMI,2023-11-22,1,64,56,9,11,14,54,57,10,13,8
Alabama St.,Samford,2023-11-22,-1,67,69,14,12,19,99,62,7,13,15
Samford,Alabama St.,2023-11-22,1,99,62,7,13,15,67,69,14,12,19
Alcorn,UT Arlington,2023-11-22,-1,69,63,6,4,13,82,61,15,11,15
UT Arlington,Alcorn,2023-11-22,1,82,61,15,11,15,69,63,6,4,13
Mount St. Mary's,American,2023-11-22,-1,65,59,15,14,17,68,58,14,12,17
American,Mount St. Mary's,2023-11-22,1,68,58,14,12,17,65,59,15,14,17
App State,Murray St.,2023-11-22,0,67,61,11,10,16,57,58,7,11,16
Murray St.,App State,2023-11-22,0,57,58,7,11,16,67,61,11,10,16
Arkansas,Stanford,2023-11-22,0,77,76,21,13,33,74,65,12,19,24
Stanford,Arkansas,2023-11-22,0,74,65,12,19,24,77,76,21,13,33
Austin Peay,Sacramento St.,2023-11-22,0,74,54,13,12,32,71,52,11,16,32
Sacramento St.,Austin Peay,2023-11-22,0,71,52,11,16,32,74,54,13,12,32
Baylor,Oregon St.,2023-11-22,0,88,63,10,7,25,72,53,5,14,21
Oregon St.,Baylor,2023-11-22,0,72,53,5,14,21,88,63,10,7,25
Boston College,Colorado St.,2023-11-22,0,74,51,6,16,20,86,63,11,14,9
