season,team,conference,state,score,todisplay,bgcolor,fgcolor
NCAA 68",#492F24,#FFC425
2022,UNLV,MWC,Nevada,18,10-8 MWC,#FFFFFF,#000000
2022,Fresno St.,MWC,California,23,8-9 MWC,#FFFFFF,#000000
2022,Utah St.,MWC,Utah,18,8-10 MWC,#FFFFFF,#000000
2022,Nevada,MWC,Nevada,13,6-12 MWC,#FFFFFF,#000000
2022,New Mexico,MWC,New Mexico,13,5-12 MWC,#FFFFFF,#000000
2022,Air Force,MWC,Colorado,11,4-13 MWC,#FFFFFF,#000000
2022,San Jose St.,MWC,California,8,1-17 MWC,#FFFFFF,#000000
2022,Bryant,NEC,Rhode Island,27,"15-2 NEC
NCAA 68",#826E38,#000000
2022,Wagner,NEC,New York,21,13-3 NEC,#FFFFFF,#000000
2022,LIU,NEC,New York,16,12-6 NEC,#FFFFFF,#000000
2022,Mount St. Mary's,NEC,Maryland,14,9-7 NEC,#FFFFFF,#000000
2022,Merrimack,NEC,Massachusetts,14,9-8 NEC,#FFFFFF,#000000
2022,St. Francis Brooklyn,NEC,New York,10,7-11 NEC,#FFFFFF,#000000
2022,Sacred Heart,NEC,Connecticut,10,6-10 NEC,#FFFFFF,#000000
2022,Saint Francis,NEC,Pennsylvania,9,5-13 NEC,#FFFFFF,#000000
2022,FDU,NEC,New Jersey,4,4-11 NEC,#FFFFFF,#000000
2022,Central Conn. St.,NEC,Connecticut,8,4-13 NEC,#FFFFFF,#000000
2022,Murray St.,OVC,Kentucky,46,"18-0 OVC
NCAA 32",#002144,#ECAC00
2022,Belmont,OVC,Tennessee,25,15-3 OVC,#FFFFFF,#000000
2022,Morehead St.,OVC,Kentucky,23,13-5 OVC,#FFFFFF,#000000
2022,Southeast Mo. St.,OVC,Missouri,14,8-9 OVC,#FFFFFF,#000000
2022,Tennessee St.,OVC,Tennessee,14,8-10 OVC,#FFFFFF,#000000
2022,Austin Peay,OVC,Tennessee,12,8-10 OVC,#FFFFFF,#000000
2022,Tennessee Tech,OVC,Tennessee,11,7-10 OVC,#FFFFFF,#000000
2022,SIUE,OVC,Illinois,11,5-13 OVC,#FFFFFF,#000000
2022,UT Martin,OVC,Tennessee,8,4-14 OVC,#FFFFFF,#000000
2022,Eastern Ill.,OVC,Illinois,5,3-15 OVC,#FFFFFF,#000000
2022,Arizona,P12,Arizona,53,"18-2 P12
Sweet 16",#AB0520,#FFFFFF
2022,UCLA,P12,California,47,"15-5 P12
Sweet 16",#2774AE,#FFD100
2022,Southern California,P12,California,36,"14-6 P12
NCAA 64",#990000,#FFCC00
2022,Colorado,P12,Colorado,21,12-8 P12,#FFFFFF,#000000
2022,Washington St.,P12,Washington,22,11-9 P12,#FFFFFF,#000000
2022,Oregon,P12,Oregon,20,11-9 P12,#FFFFFF,#000000
2022,Washington,P12,Washington,17,11-9 P12,#FFFFFF,#000000
2022,Arizona St.,P12,Arizona,14,10-10 P12,#FFFFFF,#000000
2022,Stanford,P12,California,16,8-12 P12,#FFFFFF,#000000
2022,California,P12,California,12,5-15 P12,#FFFFFF,#000000
2022,Utah,P12,Utah,11,4-16 P12,#FFFFFF,#000000
2022,Oregon St.,P12,Oregon,3,1-19 P12,#FFFFFF,#000000
2022,Colgate,Pat,New York,33,"16-2 Pat
NCAA 64",#821019,#FFFFFF
2022,Navy,Pat,Maryland,21,12-6 Pat,#FFFFFF,#000000
2022,Boston U.,Pat,Massachusetts,22,11-7 Pat,#FFFFFF,#000000
2022,Lehigh,Pat,Pennsylvania,13,10-8 Pat,#FFFFFF,#000000
2022,Army West Point,Pat,New York,15,9-9 Pat,#FFFFFF,#000000
2022,Loyola Maryland,Pat,Maryland,14,8-10 Pat,#FFFFFF,#000000
2022,Lafayette,Pat,Pennsylvania,10,7-11 Pat,#FFFFFF,#000000
2022,Holy Cross,Pat,Massachusetts,9,7-11 Pat,#FFFFFF,#000000
2022,American,Pat,D.C.,10,5-13 Pat,#FFFFFF,#000000
2022,Bucknell,Pat,Pennsylvania,9,5-13 Pat,#FFFFFF,#000000
2022,Auburn,SEC,Alabama,43,"15-3 SEC
NCAA 32",#E87722,#0C2340
2022,Tennessee,SEC,Tennessee,42,"14-4 SEC
NCAA 32",#FF8200,#FFFFFF
2022,Kentucky,SEC,Kentucky,36,"14-4 SEC
NCAA 64",#0033A0,#FFFFFF
2022,Arkansas,SEC,Arkansas,53,"13-5 SEC
Elite 8",#9D2235,#FFFFFF
2022,Texas A&M,SEC,Texas,27,9-9 SEC,#FFFFFF,#000000
2022,LSU,SEC,Louisiana,32,"9-9 SEC
NCAA 64",#461D7C,#FDD023
2022,Florida,SEC,Florida,20,9-9 SEC,#FFFFFF,#000000
2022,South Carolina,SEC,South Carolina,18,9-9 SEC,#FFFFFF,#000000
2022,Alabama,SEC,Alabama,29,"9-9 SEC
NCAA 64",#9E1B32,#FFFFFF
2022,Mississippi St.,SEC,Mississippi,18,8-10 SEC,#FFFFFF,#000000
2022,Vanderbilt,SEC,Tennessee,19,7-11 SEC,#FFFFFF,#000000
2022,Missouri,SEC,Missouri,12,5-13 SEC,#FFFFFF,#000000
2022,Ole Miss,SEC,Mississippi,13,4-14 SEC,#FFFFFF,#000000
2022,Georgia,SEC,Georgia,6,1-17 SEC,#FFFFFF,#000000
2022,Chattanooga,SoCon,Tennessee,37,"14-4 SoCon
NCAA 64",#FDB736,#112E51
2022,Furman,SoCon,South Carolina,22,12-6 SoCon,#FFFFFF,#000000
2022,Samford,SoCon,Alabama,21,10-8 SoCon,#FFFFFF,#000000
2022,Wofford,SoCon,South Carolina,19,10-8 SoCon,#FFFFFF,#000000
2022,UNC Greensboro,SoCon,North Carolina,17,9-9 SoCon,#FFFFFF,#000000
2022,VMI,SoCon,Virginia,16,9-9 SoCon,#FFFFFF,#000000
2022,Mercer,SoCon,Georgia,16,8-10 SoCon,#FFFFFF,#000000
2022,ETSU,SoCon,Tennessee,15,7-11 SoCon,#FFFFFF,#000000
2022,The Citadel,SoCon,South Carolina,13,6-12 SoCon,#FFFFFF,#000000
2022,Western Caro.,SoCon,North Carolina,11,5-13 SoCon,#FFFFFF,#000000
2022,Nicholls,SLC,Louisiana,21,11-3 SLC,#FFFFFF,#000000
2022,New Orleans,SLC,Louisiana,18,10-4 SLC,#FFFFFF,#000000
2022,Southeastern La.,SLC,Louisiana,19,10-4 SLC,#FFFFFF,#000000
2022,A&M-Corpus Christi,SLC,Texas,28,"7-7 SLC
NCAA 68",#0067C5,#FFFFFF
2022,Houston Christian,SLC,Texas,11,6-8 SLC,#FFFFFF,#000000
2022,Northwestern St.,SLC,Louisiana,9,5-9 SLC,#FFFFFF,#000000
2022,McNeese,SLC,Louisiana,11,4-10 SLC,#FFFFFF,#000000
2022,UIW,SLC,Texas,7,3-11 SLC,#FFFFFF,#000000
2022,South Dakota St.,Sum,South Dakota,40,"18-0 Sum
NCAA 64",#0033A0,#FFD100
2022,North Dakota St.,Sum,North Dakota,23,13-5 Sum,#FFFFFF,#000000
2022,Kansas City,Sum,Missouri,19,12-6 Sum,#FFFFFF,#000000
2022,Oral Roberts,Sum,Oklahoma,19,12-6 Sum,#FFFFFF,#000000
2022,South Dakota,Sum,South Dakota,19,11-7 Sum,#FFFFFF,#000000
2022,Western Ill.,Sum,Illinois,16,7-11 Sum,#FFFFFF,#000000
2022,Denver,Sum,Colorado,11,7-11 Sum,#FFFFFF,#000000
2022,St. Thomas (MN),Sum,Minnesota,10,4-14 Sum,#FFFFFF,#000000
2022,Omaha,Sum,Nebraska,5,4-14 Sum,#FFFFFF,#000000
2022,North Dakota,Sum,North Dakota,6,2-16 Sum,#FFFFFF,#000000
2022,Texas St.,SB,Texas,21,12-3 SB,#FFFFFF,#000000
2022,App State,SB,North Carolina,19,12-6 SB,#FFFFFF,#000000
2022,Georgia St.,SB,Georgia,28,"9-5 SB
NCAA 64",#0039A6,#FFFFFF
2022,Troy,SB,Alabama,20,10-6 SB,#FFFFFF,#000000
2022,South Alabama,SB,Alabama,21,9-7 SB,#FFFFFF,#000000
2022,Arkansas St.,SB,Arkansas,18,8-7 SB,#FFFFFF,#000000
2022,Coastal Carolina,SB,South Carolina,19,8-8 SB,#FFFFFF,#000000
2022,Louisiana,SB,Louisiana,16,8-9 SB,#FFFFFF,#000000
2022,UT Arlington,SB,Texas,11,7-10 SB,#FFFFFF,#000000
2022,Ga. Southern,SB,Georgia,13,5-11 SB,#FFFFFF,#000000
2022,ULM,SB,Louisiana,13,5-13 SB,#FFFFFF,#000000
2022,Little Rock,SB,Arkansas,9,3-11 SB,#FFFFFF,#000000
2022,Alcorn,SWAC,Mississippi,17,14-4 SWAC,#FFFFFF,#000000
2022,Texas Southern,SWAC,Texas,29,"13-5 SWAC
NCAA 64",#75263B,#FFFFFF
2022,Southern U.,SWAC,Louisiana,17,11-6 SWAC,#FFFFFF,#000000
2022,Florida A&M,SWAC,Florida,13,11-7 SWAC,#FFFFFF,#000000
2022,Alabama A&M,SWAC,Alabama,12,10-8 SWAC,#FFFFFF,#000000
2022,Jackson St.,SWAC,Mississippi,11,9-9 SWAC,#FFFFFF,#000000
2022,Prairie View,SWAC,Texas,8,8-8 SWAC,#FFFFFF,#000000
2022,Grambling,SWAC,Louisiana,12,8-9 SWAC,#FFFFFF,#000000
2022,Alabama St.,SWAC,Alabama,10,8-10 SWAC,#FFFFFF,#000000
2022,Bethune-Cookman,SWAC,Florida,9,7-11 SWAC,#FFFFFF,#000000
2022,Ark.-Pine Bluff,SWAC,Arkansas,7,5-13 SWAC,#FFFFFF,#000000
2022,Mississippi Val.,SWAC,Mississippi,2,2-16 SWAC,#FFFFFF,#000000
2022,Seattle U,WAC,Washington,23,14-4 WAC,#FFFFFF,#000000
2022,SFA,WAC,Texas,22,14-4 WAC,#FFFFFF,#000000
2022,New Mexico St.,WAC,New Mexico,42,"13-4 WAC
NCAA 32",#8C0B42,#FFFFFF
2022,Sam Houston,WAC,Texas,19,13-5 WAC,#FFFFFF,#000000
2022,Grand Canyon,WAC,Arizona,23,12-5 WAC,#FFFFFF,#000000
2022,Abilene Christian,WAC,Texas,25,11-7 WAC,#FFFFFF,#000000
2022,Utah Valley,WAC,Utah,20,10-8 WAC,#FFFFFF,#000000
2022,Tarleton St.,WAC,Texas,14,9-9 WAC,#FFFFFF,#000000
2022,California Baptist,WAC,California,18,7-11 WAC,#FFFFFF,#000000
2022,Utah Tech,WAC,Utah,13,6-12 WAC,#FFFFFF,#000000
2022,UTRGV,WAC,Texas,8,3-15 WAC,#FFFFFF,#000000
2022,Chicago St.,WAC,Illinois,7,3-15 WAC,#FFFFFF,#000000
2022,Lamar University,WAC,Texas,2,0-16 WAC,#FFFFFF,#000000
2022,Gonzaga,WCC,Washington,48,"13-1 WCC
Sweet 16",#041E42,#FFFFFF
2022,Saint Mary's (CA),WCC,California,41,"12-3 WCC
NCAA 32",#D80024,#FFFFFF
2022,Santa Clara,WCC,California,21,10-5 WCC,#FFFFFF,#000000
2022,San Francisco,WCC,California,34,"10-6 WCC
NCAA 64",#052049,#FFFFFF
2022,BYU,WCC,Utah,24,9-6 WCC,#FFFFFF,#000000
2022,Portland,WCC,Oregon,19,7-7 WCC,#FFFFFF,#000000
2022,San Diego,WCC,California,15,7-9 WCC,#FFFFFF,#000000
2022,Pacific,WCC,California,8,3-11 WCC,#FFFFFF,#000000
2022,LMU (CA),WCC,California,11,3-12 WCC,#FFFFFF,#000000
2022,Pepperdine,WCC,California,7,1-15 WCC,#FFFFFF,#000000
2023,Houston,Amer,Texas,53,"17-1 Amer
Sweet 16",#C8102E,#FFFFFF
2023,Memphis,Amer,Tennessee,36,"13-5 Amer
NCAA 64",#004991,#FFFFFF
2023,Tulane,Amer,Louisiana,20,12-6 Amer,#FFFFFF,#000000
2023,Cincinnati,Amer,Ohio,23,11-7 Amer,#FFFFFF,#000000
2023,Temple,Amer,Pennsylvania,16,10-8 Amer,#FFFFFF,#000000
2023,Wichita St.,Amer,Kansas,17,9-9 Amer,#FFFFFF,#000000
2023,UCF,Amer,Florida,19,8-10 Amer,#FFFFFF,#000000
2023,South Fla.,Amer,Florida,14,7-11 Amer,#FFFFFF,#000000
2023,East Carolina,Amer,North Carolina,16,6-12 Amer,#FFFFFF,#000000
2023,SMU,Amer,Texas,10,5-13 Amer,#FFFFFF,#000000
2023,Tulsa,Amer,Oklahoma,5,1-17 Amer,#FFFFFF,#000000
2023,Miami (FL),ACC,Florida,59,"15-5 ACC
Final 4",#005030,#FFFFFF
2023,Virginia,ACC,Virginia,35,"15-5 ACC
NCAA 64",#E57200,#232D4B
2023,Duke,ACC,North Carolina,42,"14-6 ACC
NCAA 32",#00539B,#FFFFFF
2023,Clemson,ACC,South Carolina,23,14-6 ACC,#FFFFFF,#000000
2023,Pittsburgh,ACC,Pennsylvania,39,"14-6 ACC
NCAA 32",#003594,#FFB81C
2023,NC State,ACC,North Carolina,33,"12-8 ACC
NCAA 64",#CC0000,#FFFFFF
2023,North Carolina,ACC,North Carolina,20,11-9 ACC,#FFFFFF,#000000
2023,Wake Forest,ACC,North Carolina,19,10-10 ACC,#FFFFFF,#000000
2023,Syracuse,ACC,New York,17,10-10 ACC,#FFFFFF,#000000
2023,Boston College,ACC,Massachusetts,16,9-11 ACC,#FFFFFF,#000000
2023,Virginia Tech,ACC,Virginia,19,8-12 ACC,#FFFFFF,#000000
2023,Florida St.,ACC,Florida,9,7-13 ACC,#FFFFFF,#000000
2023,Georgia Tech,ACC,Georgia,15,6-14 ACC,#FFFFFF,#000000
2023,Notre Dame,ACC,Indiana,11,3-17 ACC,#FFFFFF,#000000
2023,Louisville,ACC,Kentucky,4,2-18 ACC,#FFFFFF,#000000
2023,Vermont,AEC,Vermont,33,"14-2 AEC
NCAA 64",#007155,#FFFFFF
2023,UMass Lowell,AEC,Massachusetts,26,11-5 AEC,#FFFFFF,#000000
2023,New Hampshire,AEC,New Hampshire,15,9-7 AEC,#FFFFFF,#000000
2023,Bryant,AEC,Rhode Island,17,8-8 AEC,#FFFFFF,#000000
2023,UMBC,AEC,Maryland,18,8-8 AEC,#FFFFFF,#000000
2023,Binghamton,AEC,New York,13,8-8 AEC,#FFFFFF,#000000
2023,Maine,AEC,Maine,13,7-9 AEC,#FFFFFF,#000000
2023,NJIT,AEC,New Jersey,7,4-12 AEC,#FFFFFF,#000000
2023,UAlbany,AEC,New York,8,3-13 AEC,#FFFFFF,#000000
2023,VCU,A10,Virginia,37,"15-3 A10
NCAA 64",#FFB300,#000000
2023,Fordham,A10,New York,25,12-6 A10,#FFFFFF,#000000
2023,Dayton,A10,Ohio,22,12-6 A10,#FFFFFF,#000000
2023,Saint Louis,A10,Missouri,21,12-6 A10,#FFFFFF,#000000
2023,George Mason,A10,Virginia,20,11-7 A10,#FFFFFF,#000000
2023,Duquesne,A10,Pennsylvania,20,10-8 A10,#FFFFFF,#000000
2023,George Washington,A10,D.C.,16,10-8 A10,#FFFFFF,#000000
2023,Davidson,A10,North Carolina,16,8-10 A10,#FFFFFF,#000000
2023,Saint Joseph's,A10,Pennsylvania,16,8-10 A10,#FFFFFF,#000000
2023,St. Bonaventure,A10,New York,14,8-10 A10,#FFFFFF,#000000
2023,Richmond,A10,Virginia,15,7-11 A10,#FFFFFF,#000000
2023,La Salle,A10,Pennsylvania,15,7-11 A10,#FFFFFF,#000000
2023,Massachusetts,A10,Massachusetts,15,6-12 A10,#FFFFFF,#000000
2023,Rhode Island,A10,Rhode Island,9,5-13 A10,#FFFFFF,#000000
2023,Loyola Chicago,A10,Illinois,10,4-14 A10,#FFFFFF,#000000
2023,Liberty,ASun,Virginia,27,15-3 ASun,#FFFFFF,#000000
2023,Kennesaw St.,ASun,Georgia,36,"15-3 ASun
NCAA 64",#FFC629,#231F20
2023,Eastern Ky.,ASun,Kentucky,23,12-6 ASun,#FFFFFF,#000000
2023,Stetson,ASun,Florida,17,12-6 ASun,#FFFFFF,#000000
2023,Lipscomb,ASun,Tennessee,20,11-7 ASun,#FFFFFF,#000000
2023,North Ala.,ASun,Alabama,18,10-8 ASun,#FFFFFF,#000000
2023,Bellarmine,ASun,Kentucky,15,9-9 ASun,#FFFFFF,#000000
2023,North Florida,ASun,Florida,14,9-9 ASun,#FFFFFF,#000000
2023,Queens (NC),ASun,North Carolina,18,7-11 ASun,#FFFFFF,#000000
2023,FGCU,ASun,Florida,17,7-11 ASun,#FFFFFF,#000000
2023,Jacksonville,ASun,Florida,13,6-12 ASun,#FFFFFF,#000000
2023,Jacksonville St.,ASun,Alabama,13,6-12 ASun,#FFFFFF,#000000
2023,Central Ark.,ASun,Arkansas,9,4-14 ASun,#FFFFFF,#000000
2023,Austin Peay,ASun,Tennessee,9,3-15 ASun,#FFFFFF,#000000
2023,Kansas,B12,Kansas,43,"13-5 B12
NCAA 32",#0051BA,#FFFFFF
2023,Texas,B12,Texas,54,"12-6 B12
Elite 8",#BF5700,#FFFFFF
2023,Kansas St.,B12,Kansas,51,"11-7 B12
Elite 8",#512888,#FFFFFF
2023,Baylor,B12,Texas,38,"11-7 B12
NCAA 32",#154734,#FFB81C
2023,TCU,B12,Texas,37,"9-9 B12
NCAA 32",#4D1979,#FFFFFF
2023,Iowa St.,B12,Iowa,29,"9-9 B12
NCAA 64",#C8102E,#F1BE48
2023,Oklahoma St.,B12,Oklahoma,20,8-10 B12,#FFFFFF,#000000
2023,West Virginia,B12,West Virginia,29,"7-11 B12
NCAA 64",#002855,#EAAA00
2023,Texas Tech,B12,Texas,16,5-13 B12,#FFFFFF,#000000
2023,Oklahoma,B12,Oklahoma,15,5-13 B12,#FFFFFF,#000000
2023,Marquette,BE,Wisconsin,44,"17-3 BE
NCAA 32",#FFCC00,#003366
2023,Xavier,BE,Ohio,47,"15-5 BE
Sweet 16",#0C2340,#FFFFFF
2023,Creighton,BE,Nebraska,49,"14-6 BE
Elite 8",#0054A6,#FFFFFF
2023,UConn,BE,Connecticut,131,"13-7 BE
Champion",#000E2F,#FFFFFF
2023,Providence,BE,Rhode Island,31,"13-7 BE
NCAA 64",#8A8D8F,#000000
2023,Seton Hall,BE,New Jersey,17,10-10 BE,#FFFFFF,#000000
2023,Villanova,BE,Pennsylvania,17,10-10 BE,#FFFFFF,#000000
2023,St. John's (NY),BE,New York,18,7-13 BE,#FFFFFF,#000000
2023,Butler,BE,Indiana,14,6-14 BE,#FFFFFF,#000000
2023,DePaul,BE,Illinois,10,3-17 BE,#FFFFFF,#000000
2023,Georgetown,BE,D.C.,7,2-18 BE,#FFFFFF,#000000
2023,Eastern Wash.,BSky,Washington,23,16-2 BSky,#FFFFFF,#000000
2023,Montana St.,BSky,Montana,35,"15-3 BSky
NCAA 64",#003399,#FFFFFF
2023,Weber St.,BSky,Utah,18,12-6 BSky,#FFFFFF,#000000
2023,Montana,BSky,Montana,17,10-7 BSky,#FFFFFF,#000000
2023,Idaho St.,BSky,Idaho,11,8-10 BSky,#FFFFFF,#000000
2023,Sacramento St.,BSky,California,14,7-11 BSky,#FFFFFF,#000000
2023,Portland St.,BSky,Oregon,12,6-11 BSky,#FFFFFF,#000000
2023,Northern Colo.,BSky,Colorado,12,6-12 BSky,#FFFFFF,#000000
2023,Northern Ariz.,BSky,Arizona,12,5-13 BSky,#FFFFFF,#000000
2023,Idaho,BSky,Idaho,10,4-14 BSky,#FFFFFF,#000000
2023,UNC Asheville,BSth,North Carolina,37,"16-2 BSth
NCAA 64",#003DA5,#FFFFFF
2023,Longwood,BSth,Virginia,20,12-6 BSth,#FFFFFF,#000000
2023,Radford,BSth,Virginia,21,12-6 BSth,#FFFFFF,#000000
2023,USC Upstate,BSth,South Carolina,16,10-8 BSth,#FFFFFF,#000000
2023,Gardner-Webb,BSth,North Carolina,15,10-8 BSth,#FFFFFF,#000000
2023,Winthrop,BSth,South Carolina,15,10-8 BSth,#FFFFFF,#000000
2023,Campbell,BSth,North Carolina,16,8-10 BSth,#FFFFFF,#000000
2023,High Point,BSth,North Carolina,14,6-12 BSth,#FFFFFF,#000000
2023,Charleston So.,BSth,South Carolina,10,5-13 BSth,#FFFFFF,#000000
2023,Presbyterian,BSth,South Carolina,5,1-17 BSth,#FFFFFF,#000000
2023,Purdue,B1G,Indiana,39,"15-5 B1G
NCAA 64",#CFB991,#000000
2023,Indiana,B1G,Indiana,38,"12-8 B1G
NCAA 32",#990000,#EDEBEB
2023,Northwestern,B1G,Illinois,37,"12-8 B1G
NCAA 32",#4E2A84,#FFFFFF
2023,Michigan St.,B1G,Michigan,41,"11-8 B1G
Sweet 16",#18453B,#FFFFFF
2023,Maryland,B1G,Maryland,37,"11-9 B1G
NCAA 32",#E21833,#FFFFFF
2023,Illinois,B1G,Illinois,30,"11-9 B1G
NCAA 64",#FF5F05,#13294B
2023,Iowa,B1G,Iowa,29,"11-9 B1G
NCAA 64",#FFCD00,#000000
2023,Michigan,B1G,Michigan,18,11-9 B1G,#FFFFFF,#000000
2023,Penn St.,B1G,Pennsylvania,38,"10-10 B1G
NCAA 32",#001E44,#FFFFFF
2023,Rutgers,B1G,New Jersey,19,10-10 B1G,#FFFFFF,#000000
2023,Wisconsin,B1G,Wisconsin,20,9-11 B1G,#FFFFFF,#000000
2023,Nebraska,B1G,Nebraska,16,9-11 B1G,#FFFFFF,#000000
2023,Ohio St.,B1G,Ohio,16,5-15 B1G,#FFFFFF,#000000
2023,Minnesota,B1G,Minnesota,9,2-17 B1G,#FFFFFF,#000000
2023,UC Santa Barbara,BWst,California,37,"15-5 BWst
NCAA 64",#003660,#FEBC11
2023,UC Irvine,BWst,California,23,15-5 BWst,#FFFFFF,#000000
2023,UC Riverside,BWst,California,22,14-6 BWst,#FFFFFF,#000000
2023,Cal St. Fullerton,BWst,California,20,12-6 BWst,#FFFFFF,#000000
2023,Hawaii,BWst,Hawaii,22,13-7 BWst,#FFFFFF,#000000
2023,UC Davis,BWst,California,18,11-8 BWst,#FFFFFF,#000000
2023,Long Beach St.,BWst,California,17,11-9 BWst,#FFFFFF,#000000
2023,CSU Bakersfield,BWst,California,11,6-14 BWst,#FFFFFF,#000000
2023,UC San Diego,BWst,California,10,5-13 BWst,#FFFFFF,#000000
2023,CSUN,BWst,California,7,4-16 BWst,#FFFFFF,#000000
2023,Cal Poly,BWst,California,8,1-18 BWst,#FFFFFF,#000000
2023,Col. of Charleston,CAA,South Carolina,41,"16-2 CAA
NCAA 64",#660000,#FFFFFF
2023,Hofstra,CAA,New York,25,16-2 CAA,#FFFFFF,#000000
2023,UNCW,CAA,North Carolina,24,12-6 CAA,#FFFFFF,#000000
2023,Towson,CAA,Maryland,21,12-6 CAA,#FFFFFF,#000000
2023,Drexel,CAA,Pennsylvania,17,10-8 CAA,#FFFFFF,#000000
2023,Delaware,CAA,Delaware,17,8-10 CAA,#FFFFFF,#000000
2023,N.C. A&T,CAA,North Carolina,13,8-10 CAA,#FFFFFF,#000000
2023,William & Mary,CAA,Virginia,13,7-11 CAA,#FFFFFF,#000000
2023,Northeastern,CAA,Massachusetts,10,6-12 CAA,#FFFFFF,#000000
2023,Stony Brook,CAA,New York,11,6-12 CAA,#FFFFFF,#000000
2023,Elon,CAA,North Carolina,8,6-12 CAA,#FFFFFF,#000000
2023,Hampton,CAA,Virginia,8,5-13 CAA,#FFFFFF,#000000
2023,Monmouth,CAA,New Jersey,7,5-13 CAA,#FFFFFF,#000000
2023,Fla. Atlantic,CUSA,Florida,65,"18-2 CUSA
Final 4",#003366,#FFFFFF
2023,North Texas,CUSA,Texas,31,16-4 CUSA,#FFFFFF,#000000
2023,UAB,CUSA,Alabama,29,14-6 CUSA,#FFFFFF,#000000
2023,Middle Tenn.,CUSA,Tennessee,19,11-9 CUSA,#FFFFFF,#000000
2023,Charlotte,CUSA,North Carolina,22,9-11 CUSA,#FFFFFF,#000000
2023,Rice,CUSA,Texas,19,8-12 CUSA,#FFFFFF,#000000
2023,Western Ky.,CUSA,Kentucky,17,8-12 CUSA,#FFFFFF,#000000
2023,FIU,CUSA,Florida,14,8-12 CUSA,#FFFFFF,#000000
2023,Louisiana Tech,CUSA,Louisiana,15,7-13 CUSA,#FFFFFF,#000000
2023,UTEP,CUSA,Texas,14,7-13 CUSA,#FFFFFF,#000000
2023,UTSA,CUSA,Texas,10,4-16 CUSA,#FFFFFF,#000000
2023,Youngstown St.,Hrz,Ohio,24,15-5 Hrz,#FFFFFF,#000000
2023,Milwaukee,Hrz,Wisconsin,22,14-6 Hrz,#FFFFFF,#000000
2023,Northern Ky.,Hrz,Kentucky,32,"14-6 Hrz
NCAA 64",#FFC72C,#000000
2023,Cleveland St.,Hrz,Ohio,21,14-6 Hrz,#FFFFFF,#000000
2023,Oakland,Hrz,Michigan,13,11-9 Hrz,#FFFFFF,#000000
2023,Wright St.,Hrz,Ohio,18,10-10 Hrz,#FFFFFF,#000000
2023,Robert Morris,Hrz,Pennsylvania,16,10-10 Hrz,#FFFFFF,#000000
2023,Purdue Fort Wayne,Hrz,Indiana,17,9-11 Hrz,#FFFFFF,#000000
2023,Detroit Mercy,Hrz,Michigan,14,9-11 Hrz,#FFFFFF,#000000
2023,IU Indy,Hrz,Indiana,5,2-18 Hrz,#FFFFFF,#000000
2023,Green Bay,Hrz,Wisconsin,3,2-18 Hrz,#FFFFFF,#000000
2023,Chicago St.,Ind,Illinois,11,11-20,#FFFFFF,#000000
2023,Hartford,Ind,Connecticut,5,5-23,#FFFFFF,#000000
2023,Princeton,Ivy,New Jersey,43,"10-4 Ivy
Sweet 16",#E77500,#FFFFFF
2023,Yale,Ivy,Connecticut,21,10-4 Ivy,#FFFFFF,#000000
2023,Penn,Ivy,Pennsylvania,17,9-5 Ivy,#FFFFFF,#000000
2023,Cornell,Ivy,New York,17,7-7 Ivy,#FFFFFF,#000000
2023,Brown,Ivy,Rhode Island,14,7-7 Ivy,#FFFFFF,#000000
2023,Dartmouth,Ivy,New Hampshire,10,6-8 Ivy,#FFFFFF,#000000
2023,Harvard,Ivy,Massachusetts,14,5-9 Ivy,#FFFFFF,#000000
2023,Columbia,Ivy,New York,7,2-12 Ivy,#FFFFFF,#000000
2023,Iona,MAAC,New York,37,"17-3 MAAC
NCAA 64",#6F2C3E,#F0AB00
2023,Rider,MAAC,New Jersey,16,13-7 MAAC,#FFFFFF,#000000
2023,Quinnipiac,MAAC,Connecticut,20,11-9 MAAC,#FFFFFF,#000000
2023,Siena,MAAC,New York,17,11-9 MAAC,#FFFFFF,#000000
2023,Niagara,MAAC,New York,16,10-10 MAAC,#FFFFFF,#000000
2023,Manhattan,MAAC,New York,12,10-10 MAAC,#FFFFFF,#000000
2023,Fairfield,MAAC,Connecticut,13,9-11 MAAC,#FFFFFF,#000000
2023,Mount St. Mary's,MAAC,Maryland,13,8-12 MAAC,#FFFFFF,#000000
2023,Canisius,MAAC,New York,10,8-12 MAAC,#FFFFFF,#000000
2023,Saint Peter's,MAAC,New Jersey,14,7-13 MAAC,#FFFFFF,#000000
2023,Marist,MAAC,New York,13,6-14 MAAC,#FFFFFF,#000000
2023,Toledo,MAC,Ohio,27,16-2 MAC,#FFFFFF,#000000
2023,Kent St.,MAC,Ohio,38,"15-3 MAC
NCAA 64",#002664,#EAAB00
2023,Akron,MAC,Ohio,22,13-5 MAC,#FFFFFF,#000000
2023,Ball St.,MAC,Indiana,20,11-7 MAC,#FFFFFF,#000000
2023,Ohio,MAC,Ohio,19,10-8 MAC,#FFFFFF,#000000
2023,Buffalo,MAC,New York,15,9-9 MAC,#FFFFFF,#000000
2023,NIU,MAC,Illinois,13,9-9 MAC,#FFFFFF,#000000
2023,Miami (OH),MAC,Ohio,12,6-12 MAC,#FFFFFF,#000000
2023,Bowling Green,MAC,Ohio,11,5-13 MAC,#FFFFFF,#000000
2023,Central Mich.,MAC,Michigan,10,5-13 MAC,#FFFFFF,#000000
