team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Campbell,Weber St.,2025-11-19,-1,85,60,13,13,31,91,62,12,12,23
Saint Mary's (CA),Arkansas St.,2025-11-19,1,85,53,13,13,33,72,69,16,10,13
Weber St.,Campbell,2025-11-19,1,91,62,12,12,23,85,60,13,13,31
Southern Utah,Washington St.,2025-11-19,-1,74,56,5,14,16,98,68,11,7,16
Washington St.,Southern Utah,2025-11-19,1,98,68,11,7,16,74,56,5,14,16
UIW,Southern Ind.,2025-11-20,0,87,59,11,10,29,81,61,7,10,21
Southern Ind.,UIW,2025-11-20,0,81,61,7,10,21,87,59,11,10,29
UIC,High Point,2025-11-20,0,80,59,16,18,24,90,55,11,12,37
High Point,UIC,2025-11-20,0,90,55,11,12,37,80,59,16,18,24
Ark.-Pine Bluff,Marshall,2025-11-20,-1,70,59,10,16,26,98,64,9,11,21
Marshall,Ark.-Pine Bluff,2025-11-20,1,98,64,9,11,21,70,59,10,16,26
Robert Morris,St. Bonaventure,2025-11-20,-1,61,61,13,15,13,75,61,15,14,17
Indiana,Lindenwood,2025-11-20,1,73,61,11,8,27,53,68,20,14,20
Lindenwood,Indiana,2025-11-20,-1,53,68,20,14,20,73,61,11,8,27
Purdue,Memphis,2025-11-20,0,80,65,14,11,11,71,59,15,12,25
Memphis,Purdue,2025-11-20,0,71,59,15,12,25,80,65,14,11,11
St. Bonaventure,Robert Morris,2025-11-20,1,75,61,15,14,17,61,61,13,15,13
Stony Brook,Brown,2025-11-20,1,80,60,11,9,20,70,60,12,13,11
Brown,Stony Brook,2025-11-20,-1,70,60,12,13,11,80,60,11,9,20
Pittsburgh,UCF,2025-11-20,0,67,54,12,12,21,77,61,16,11,12
Northern Ky.,Central Mich.,2025-11-20,-1,90,64,13,11,13,66,53,12,19,18
Central Mich.,Northern Ky.,2025-11-20,1,66,53,12,19,18,90,64,13,11,13
Northeastern,Princeton,2025-11-20,-1,57,59,13,13,18,70,45,11,15,37
Princeton,Northeastern,2025-11-20,1,70,45,11,15,37,57,59,13,13,18
Bucknell,St. John's (NY),2025-11-20,-1,49,51,8,24,22,97,65,17,13,28
St. John's (NY),Bucknell,2025-11-20,1,97,65,17,13,28,49,51,8,24,22
LIU,Fordham,2025-11-20,-1,53,52,9,12,24,69,60,11,10,15
Fordham,LIU,2025-11-20,1,69,60,11,10,15,53,52,9,12,24
Chicago St.,Iowa,2025-11-20,-1,54,50,8,11,15,93,58,12,7,19
Iowa,Chicago St.,2025-11-20,1,93,58,12,7,19,54,50,8,11,15
Mercyhurst,Miami (OH),2025-11-20,-1,71,56,10,12,13,76,49,8,11,31
Miami (OH),Mercyhurst,2025-11-20,1,76,49,8,11,31,71,56,10,12,13
Elon,Miami (FL),2025-11-20,-1,72,51,5,18,18,99,68,15,10,23
Miami (FL),Elon,2025-11-20,1,99,68,15,10,23,72,51,5,18,18
Nebraska,New Mexico,2025-11-20,0,84,57,5,18,25,72,67,8,16,11
New Mexico,Nebraska,2025-11-20,0,72,67,8,16,11,84,57,5,18,25
Texas Southern,Vanderbilt,2025-11-20,-1,74,53,7,14,29,109,73,17,9,22
Vanderbilt,Texas Southern,2025-11-20,1,109,73,17,9,22,74,53,7,14,29
Tennessee St.,Tennessee,2025-11-20,-1,60,56,12,22,25,89,57,10,17,35
Tennessee,Tennessee St.,2025-11-20,1,89,57,10,17,35,60,56,12,22,25
Colgate,Cornell,2025-11-20,-1,94,82,10,13,13,95,68,8,18,30
Cornell,Colgate,2025-11-20,1,95,68,8,18,30,94,82,10,13,13
UNC Greensboro,Queens (NC),2025-11-20,-1,94,57,9,4,36,101,62,12,6,23
Queens (NC),UNC Greensboro,2025-11-20,1,101,62,12,6,23,94,57,9,4,36
UCF,Pittsburgh,2025-11-20,0,77,61,16,11,12,67,54,12,12,21
Fla. Atlantic,Pacific,2025-11-20,1,82,52,7,13,16,59,50,10,15,20
Pacific,Fla. Atlantic,2025-11-20,-1,59,50,10,15,20,82,52,7,13,16
Oklahoma,Oral Roberts,2025-11-20,1,95,69,12,3,23,71,58,13,18,15
Oral Roberts,Oklahoma,2025-11-20,-1,71,58,13,18,15,95,69,12,3,23
Rice,Tarleton St.,2025-11-20,1,74,63,14,14,24,90,58,8,13,25
Western Mich.,Ohio St.,2025-11-20,-1,58,62,11,16,15,91,65,17,12,23
Ohio St.,Western Mich.,2025-11-20,1,91,65,17,12,23,58,62,11,16,15
Tarleton St.,Rice,2025-11-20,-1,90,58,8,13,25,74,63,14,14,24
North Texas,Central Ark.,2025-11-20,1,74,54,11,10,32,56,48,13,19,32
Central Ark.,North Texas,2025-11-20,-1,56,48,13,19,32,74,54,11,10,32
Missouri,South Dakota,2025-11-20,1,102,56,12,17,30,68,58,12,17,21
South Dakota,Missouri,2025-11-20,-1,68,58,12,17,21,102,56,12,17,30
Texas Tech,Wake Forest,2025-11-20,0,84,68,16,14,21,83,66,10,8,22
Wake Forest,Texas Tech,2025-11-20,0,83,66,10,8,22,84,68,16,14,21
Cal Poly,Utah,2025-11-20,-1,92,60,10,19,31,85,63,6,16,22
Utah,Cal Poly,2025-11-20,1,85,63,6,16,22,92,60,10,19,31
Rider,Houston,2025-11-20,-1,45,52,12,23,9,91,66,9,7,7
Houston,Rider,2025-11-20,1,91,66,9,7,7,45,52,12,23,9
Mississippi St.,Kansas St.,2025-11-20,0,77,60,9,14,23,98,73,12,8,11
Kansas St.,Mississippi St.,2025-11-20,0,98,73,12,8,11,77,60,9,14,23
Troy,Southern California,2025-11-20,-1,106,87,25,20,35,107,75,7,13,46
UNLV,Saint Joseph's,2025-11-20,1,99,69,25,12,49,85,65,13,12,34
Saint Joseph's,UNLV,2025-11-20,-1,85,65,13,12,34,99,69,25,12,49
Southern California,Troy,2025-11-20,1,107,75,7,13,46,106,87,25,20,35
Hawaii,Arizona St.,2025-11-20,1,76,54,8,17,26,83,62,12,8,37
Arizona St.,Hawaii,2025-11-20,-1,83,62,12,8,37,76,54,8,17,26
Green Bay,Yale,2025-11-21,0,67,55,12,8,24,73,51,8,9,19
Yale,Green Bay,2025-11-21,0,73,51,8,9,19,67,55,12,8,24
Tulane,Utah St.,2025-11-21,0,75,53,5,13,19,96,58,9,10,18
Utah St.,Tulane,2025-11-21,0,96,58,9,10,18,75,53,5,13,19
IU Indy,Alabama St.,2025-11-21,0,80,67,9,18,8,101,62,8,15,24
Alabama St.,IU Indy,2025-11-21,0,101,62,8,15,24,80,67,9,18,8
South Carolina,Butler,2025-11-21,0,72,62,9,7,22,79,56,15,10,34
Butler,South Carolina,2025-11-21,0,79,56,15,10,34,72,62,9,7,22
Campbell,UT Arlington,2025-11-21,0,71,52,11,17,32,67,61,12,15,20
Col. of Charleston,Massachusetts,2025-11-21,0,69,49,3,9,29,65,56,10,15,13
Massachusetts,Col. of Charleston,2025-11-21,0,65,56,10,15,13,69,49,3,9,29
UT Arlington,Campbell,2025-11-21,0,67,61,12,15,20,71,52,11,17,32
Boston College,Davidson,2025-11-21,0,49,49,12,14,14,59,48,5,7,17
Davidson,Boston College,2025-11-21,0,59,48,5,7,17,49,49,12,14,14
BYU,Wisconsin,2025-11-21,0,98,65,12,8,29,70,61,11,12,26
Wisconsin,BYU,2025-11-21,0,70,61,11,12,26,98,65,12,8,29
Northwestern,Virginia,2025-11-21,0,78,58,6,7,24,83,64,21,11,36
Virginia,Northwestern,2025-11-21,0,83,64,21,11,36,78,58,6,7,24
Iona,Akron,2025-11-21,0,75,62,11,17,20,96,65,11,11,25
Akron,Iona,2025-11-21,0,96,65,11,11,25,75,62,11,17,20
Lafayette,Stonehill,2025-11-21,-1,70,62,16,12,29,74,60,12,15,17
Columbia,Lehigh,2025-11-21,-1,82,60,15,15,19,67,57,8,9,21
Lehigh,Columbia,2025-11-21,1,67,57,8,9,21,82,60,15,15,19
Ga. Southern,Florida St.,2025-11-21,-1,72,63,9,17,24,98,71,12,11,29
Air Force,SIUE,2025-11-21,1,77,54,12,10,33,63,54,9,13,24
SIUE,Air Force,2025-11-21,-1,63,54,9,13,24,77,54,12,10,33
Florida St.,Ga. Southern,2025-11-21,1,98,71,12,11,29,72,63,9,17,24
Stonehill,Lafayette,2025-11-21,1,74,60,12,15,17,70,62,16,12,29
Louisville,Cincinnati,2025-11-21,0,74,56,11,13,28,64,62,11,13,16
Oakland,Eastern Mich.,2025-11-21,-1,91,67,10,8,20,97,59,4,12,15
Eastern Mich.,Oakland,2025-11-21,1,97,59,4,12,15,91,67,10,8,20
Detroit Mercy,Michigan St.,2025-11-21,-1,56,60,11,15,8,84,61,16,12,26
Michigan St.,Detroit Mercy,2025-11-21,1,84,61,16,12,26,56,60,11,15,8
West Virginia,Clemson,2025-11-21,0,67,57,9,8,19,70,52,6,12,19
Clemson,West Virginia,2025-11-21,0,70,52,6,12,19,67,57,9,8,19
Cincinnati,Louisville,2025-11-21,0,64,62,11,13,16,74,56,11,13,28
App State,Charlotte,2025-11-21,1,65,45,9,9,23,63,58,16,10,11
Charlotte,App State,2025-11-21,-1,63,58,16,10,11,65,45,9,9,23
Rutgers,Central Conn. St.,2025-11-21,1,54,58,10,10,10,67,61,13,7,14
Central Conn. St.,Rutgers,2025-11-21,-1,67,61,13,7,14,54,58,10,10,10
UNCW,Radford,2025-11-21,-1,81,58,14,15,21,73,56,8,14,19
Drexel,Penn,2025-11-21,1,68,64,14,9,17,84,54,11,11,28
Penn,Drexel,2025-11-21,-1,84,54,11,11,28,68,64,14,9,17
Memphis,Wake Forest,2025-11-21,0,68,56,16,17,18,69,61,15,14,19
Wake Forest,Memphis,2025-11-21,0,69,61,15,14,19,68,56,16,17,18
ETSU,Morehead St.,2025-11-21,1,77,57,16,9,33,62,46,11,18,24
Morehead St.,ETSU,2025-11-21,-1,62,46,11,18,24,77,57,16,9,33
Coastal Carolina,Western Ill.,2025-11-21,-1,84,68,13,9,20,64,62,10,10,21
Western Ill.,Coastal Carolina,2025-11-21,1,64,62,10,10,21,84,68,13,9,20
Merrimack,Florida,2025-11-21,-1,45,56,7,11,11,80,62,19,12,23
Florida,Merrimack,2025-11-21,1,80,62,19,12,23,45,56,7,11,11
Holy Cross,Sacred Heart,2025-11-21,-1,66,51,8,16,15,79,62,10,10,12
Sacred Heart,Holy Cross,2025-11-21,1,79,62,10,10,12,66,51,8,16,15
Mississippi St.,New Mexico,2025-11-21,0,78,68,8,7,13,80,63,13,10,25
New Mexico,Mississippi St.,2025-11-21,0,80,63,13,10,25,78,68,8,7,13
Siena,UAlbany,2025-11-21,1,73,51,10,11,20,63,45,5,11,18
UAlbany,Siena,2025-11-21,-1,63,45,5,11,18,73,51,10,11,20
Loyola Maryland,Kentucky,2025-11-21,-1,46,62,9,16,8,88,76,18,9,9
Kentucky,Loyola Maryland,2025-11-21,1,88,76,18,9,9,46,62,9,16,8
Radford,UNCW,2025-11-21,1,73,56,8,14,19,81,58,14,15,21
Charleston So.,East Carolina,2025-11-21,-1,77,60,5,9,13,65,60,10,10,24
Niagara,Duke,2025-11-21,-1,42,48,7,17,15,100,55,11,9,24
Duke,Niagara,2025-11-21,1,100,55,11,9,24,42,48,7,17,15
East Carolina,Charleston So.,2025-11-21,1,65,60,10,10,24,77,60,5,9,13
Army West Point,Marist,2025-11-21,-1,65,58,13,12,18,76,68,15,9,12
Marist,Army West Point,2025-11-21,1,76,68,15,9,12,65,58,13,12,18
USC Upstate,West Ga.,2025-11-21,-1,64,69,15,10,16,72,63,14,16,12
West Ga.,USC Upstate,2025-11-21,1,72,63,14,16,12,64,69,15,10,16
UMES,Canisius,2025-11-21,-1,57,53,11,12,12,60,49,8,11,10
Canisius,UMES,2025-11-21,1,60,49,8,11,10,57,53,11,12,12
Old Dominion,Morgan St.,2025-11-21,1,88,60,12,7,27,56,59,14,11,20
Morgan St.,Old Dominion,2025-11-21,-1,56,59,14,11,20,88,60,12,7,27
UAB,South Alabama,2025-11-21,1,80,61,15,9,21,72,53,6,3,27
South Alabama,UAB,2025-11-21,-1,72,53,6,3,27,80,61,15,9,21
Northern Colo.,St. Thomas (MN),2025-11-21,0,72,53,7,18,21,73,64,11,11,16
St. Thomas (MN),Northern Colo.,2025-11-21,0,73,64,11,11,16,72,53,7,18,21
Hampton,Norfolk St.,2025-11-21,-1,60,52,9,12,15,62,52,10,9,22
Purdue Fort Wayne,Saint Louis,2025-11-21,-1,60,61,8,11,14,91,61,15,16,17
Saint Louis,Purdue Fort Wayne,2025-11-21,1,91,61,15,16,17,60,61,8,11,14
Jackson St.,Arkansas,2025-11-21,-1,61,64,12,20,11,115,61,9,6,36
Arkansas,Jackson St.,2025-11-21,1,115,61,9,6,36,61,64,12,20,11
Norfolk St.,Hampton,2025-11-21,1,62,52,10,9,22,60,52,9,12,15
Loyola Chicago,NIU,2025-11-21,1,59,52,7,13,7,76,64,17,10,10
NIU,Loyola Chicago,2025-11-21,-1,76,64,17,10,10,59,52,7,13,7
Oregon St.,Evansville,2025-11-21,0,69,59,14,13,23,73,50,12,12,35
Evansville,Oregon St.,2025-11-21,0,73,50,12,12,35,69,59,14,13,23
Austin Peay,Tulsa,2025-11-21,-1,75,59,8,9,16,84,58,8,11,16
Tulsa,Austin Peay,2025-11-21,1,84,58,8,11,16,75,59,8,9,16
Texas St.,Little Rock,2025-11-21,1,65,50,11,17,16,56,54,12,15,18
Little Rock,Texas St.,2025-11-21,-1,56,54,12,15,18,65,50,11,17,16
Georgia St.,South Dakota St.,2025-11-21,-1,58,51,4,12,27,105,60,9,10,22
South Dakota St.,Georgia St.,2025-11-21,1,105,60,9,10,22,58,51,4,12,27
Omaha,LSU,2025-11-21,-1,73,66,12,12,25,99,63,8,11,24
LSU,Omaha,2025-11-21,1,99,63,8,11,24,73,66,12,12,25
Manhattan,Texas A&M,2025-11-21,-1,68,55,7,16,19,109,67,7,8,17
Texas A&M,Manhattan,2025-11-21,1,109,67,7,8,17,68,55,7,16,19
San Diego,UC Riverside,2025-11-21,1,71,61,13,11,19,85,55,10,11,25
Pepperdine,SFA,2025-11-21,1,60,50,6,15,14,63,68,10,10,1
Georgia,Xavier,2025-11-21,0,78,64,10,11,18,77,70,15,8,19
New Mexico St.,Samford,2025-11-21,1,81,57,9,6,16,72,60,10,3,21
Samford,New Mexico St.,2025-11-21,-1,72,60,10,3,21,81,57,9,6,16
Fresno St.,New Orleans,2025-11-21,1,85,57,9,15,28,76,58,12,18,31
UC Riverside,San Diego,2025-11-21,-1,85,55,10,11,25,71,61,13,11,19
Xavier,Georgia,2025-11-21,0,77,70,15,8,19,78,64,10,11,18
Denver,Colorado St.,2025-11-21,-1,83,57,9,4,19,81,39,12,11,44
UC Davis,Colorado,2025-11-21,-1,79,60,7,12,9,95,57,7,10,21
New Orleans,Fresno St.,2025-11-21,-1,76,58,12,18,31,85,57,9,15,28
SMU,Arkansas St.,2025-11-21,1,100,75,12,8,16,69,63,21,32,16
Arkansas St.,SMU,2025-11-21,-1,69,63,21,32,16,100,75,12,8,16
Northwestern St.,Grand Canyon,2025-11-21,-1,72,52,3,10,24,85,49,12,12,39
Grand Canyon,Northwestern St.,2025-11-21,1,85,49,12,12,39,72,52,3,10,24
Colorado,UC Davis,2025-11-21,1,95,57,7,10,21,79,60,7,12,9
Colorado St.,Denver,2025-11-21,1,81,39,12,11,44,83,57,9,4,19
SFA,Pepperdine,2025-11-21,-1,63,68,10,10,1,60,50,6,15,14
Nebraska,Kansas St.,2025-11-21,0,86,61,8,12,20,85,62,9,13,22
Texas Tech,Purdue,2025-11-21,0,56,60,9,9,14,86,58,10,11,15
Kansas St.,Nebraska,2025-11-21,0,85,62,9,13,22,86,61,8,12,20
Purdue,Texas Tech,2025-11-21,0,86,58,10,11,15,56,60,9,9,14
Long Beach St.,Montana St.,2025-11-21,1,72,60,10,11,17,78,58,7,9,19
Southern U.,San Jose St.,2025-11-21,-1,66,61,11,14,14,80,53,13,15,29
San Jose St.,Southern U.,2025-11-21,1,80,53,13,15,29,66,61,11,14,14
Sacramento St.,California,2025-11-21,-1,67,67,18,11,30,91,65,10,12,19
California,Sacramento St.,2025-11-21,1,91,65,10,12,19,67,67,18,11,30
Grambling,California Baptist,2025-11-21,-1,59,45,5,14,23,72,46,8,18,17
California Baptist,Grambling,2025-11-21,1,72,46,8,18,17,59,45,5,14,23
Stanford,Seattle U,2025-11-21,1,69,63,14,12,25,77,52,6,15,24
Seattle U,Stanford,2025-11-21,-1,77,52,6,15,24,69,63,14,12,25
Cal St. Fullerton,Portland,2025-11-21,-1,85,67,10,13,18,103,63,6,13,17
Portland,Cal St. Fullerton,2025-11-21,1,103,63,6,13,17,85,67,10,13,18
Louisiana,Santa Clara,2025-11-21,-1,43,44,9,18,25,80,72,21,8,19
Santa Clara,Louisiana,2025-11-21,1,80,72,21,8,19,43,44,9,18,25
Montana St.,Long Beach St.,2025-11-21,-1,78,58,7,9,19,72,60,10,11,17
Presbyterian,UCLA,2025-11-21,-1,46,51,8,17,15,86,51,6,11,24
UCLA,Presbyterian,2025-11-21,1,86,51,6,11,24,46,51,8,17,15
NJIT,Navy,2025-11-22,-1,70,60,13,10,25,86,55,11,9,33
Georgetown,Wagner,2025-11-22,1,92,62,10,9,28,75,61,11,16,19
Wagner,Georgetown,2025-11-22,-1,75,61,11,16,19,92,62,10,9,28
Navy,NJIT,2025-11-22,1,86,55,11,9,33,70,60,13,10,25
Fairfield,Le Moyne,2025-11-22,-1,97,67,14,7,23,83,55,14,15,30
Le Moyne,Fairfield,2025-11-22,1,83,55,14,15,30,97,67,14,7,23
Harvard,Boston U.,2025-11-22,0,74,53,4,11,9,75,48,3,15,8
Boston U.,Harvard,2025-11-22,0,75,48,3,15,8,74,53,4,11,9
Oklahoma St.,Nicholls,2025-11-22,1,95,59,5,15,27,81,69,12,16,17
Nicholls,Oklahoma St.,2025-11-22,-1,81,69,12,16,17,95,59,5,15,27
Illinois,LIU,2025-11-22,1,98,65,13,12,15,58,60,9,17,7
LIU,Illinois,2025-11-22,-1,58,60,9,17,7,98,65,13,12,15
Saint Peter's,UMass Lowell,2025-11-22,1,68,66,12,12,12,66,46,13,24,29
UMass Lowell,Saint Peter's,2025-11-22,-1,66,46,13,24,29,68,66,12,12,12
N.C. Central,Dayton,2025-11-22,-1,55,51,9,18,13,74,63,13,7,19
Dayton,N.C. Central,2025-11-22,1,74,63,13,7,19,55,51,9,18,13
Central Mich.,Marquette,2025-11-22,-1,71,69,15,11,14,85,53,8,9,35
Marquette,Central Mich.,2025-11-22,1,85,53,8,9,35,71,69,15,11,14
Cleveland St.,Kent St.,2025-11-22,-1,71,49,4,18,30,91,67,14,19,15
Kent St.,Cleveland St.,2025-11-22,1,91,67,14,19,15,71,49,4,18,30
Mercer,Eastern Ky.,2025-11-22,-1,95,61,14,14,18,83,73,18,11,15
Green Bay,Massachusetts,2025-11-22,0,79,49,7,8,35,75,55,9,10,26
Massachusetts,Green Bay,2025-11-22,0,75,55,9,10,26,79,49,7,8,35
Binghamton,UMES,2025-11-22,0,52,49,15,16,22,63,55,15,12,14
UMES,Binghamton,2025-11-22,0,63,55,15,12,14,52,49,15,16,22
Eastern Ky.,Mercer,2025-11-22,1,83,73,18,11,15,95,61,14,14,18
Providence,Penn St.,2025-11-22,0,77,69,14,7,19,65,66,15,11,16
CSU Bakersfield,Mississippi Val.,2025-11-22,1,86,60,16,10,42,70,58,8,12,29
Northeastern,Duquesne,2025-11-22,0,93,58,9,21,30,86,59,5,19,25
Howard,Niagara,2025-11-22,0,80,50,11,15,43,70,50,9,22,29
Duquesne,Northeastern,2025-11-22,0,86,59,5,19,25,93,58,9,21,30
Mississippi Val.,CSU Bakersfield,2025-11-22,-1,70,58,8,12,29,86,60,16,10,42
Niagara,Howard,2025-11-22,0,70,50,9,22,29,80,50,11,15,43
Penn St.,Providence,2025-11-22,0,65,66,15,11,16,77,69,14,7,19
Chattanooga,North Ala.,2025-11-22,1,71,56,14,12,14,57,50,10,12,17
North Ala.,Chattanooga,2025-11-22,-1,57,50,10,12,17,71,56,14,12,14
Prairie View,UT Martin,2025-11-22,0,68,56,11,11,31,69,47,9,16,30
UT Martin,Prairie View,2025-11-22,0,69,47,9,16,30,68,56,11,11,31
UC Santa Barbara,Nevada,2025-11-22,-1,64,52,10,15,23,77,48,7,13,30
Nevada,UC Santa Barbara,2025-11-22,1,77,48,7,13,30,64,52,10,15,23
Western Caro.,Lipscomb,2025-11-22,-1,62,55,5,18,15,83,70,10,11,6
Lipscomb,Western Caro.,2025-11-22,1,83,70,10,11,6,62,55,5,18,15
Southern Ind.,UIC,2025-11-22,0,73,66,15,14,20,84,54,11,14,33
UIC,Southern Ind.,2025-11-22,0,84,54,11,14,33,73,66,15,14,20
UTRGV,Missouri St.,2025-11-22,-1,67,51,11,14,19,74,55,10,6,26
Missouri St.,UTRGV,2025-11-22,1,74,55,10,6,26,67,51,11,14,19
Cal St. Fullerton,St. Thomas (MN),2025-11-22,0,88,60,6,10,25,80,69,9,9,17
Minnesota,San Francisco,2025-11-22,0,65,46,9,12,30,77,53,10,11,19
San Francisco,Minnesota,2025-11-22,0,77,53,10,11,19,65,46,9,12,30
Iona,Oregon St.,2025-11-22,0,91,78,16,13,22,84,65,12,15,36
Oregon St.,Iona,2025-11-22,0,84,65,12,15,36,91,78,16,13,22
St. Thomas (MN),Cal St. Fullerton,2025-11-22,0,80,69,9,9,17,88,60,6,10,25
Indiana St.,Ball St.,2025-11-22,1,70,58,11,13,9,52,65,15,13,5
Stetson,VMI,2025-11-22,1,99,61,9,10,9,80,65,12,6,15
VMI,Stetson,2025-11-22,-1,80,65,12,6,15,99,61,9,10,9
Morehead St.,ULM,2025-11-22,0,83,60,16,11,29,80,70,15,10,17
ULM,Morehead St.,2025-11-22,0,80,70,15,10,17,83,60,16,11,29
Milwaukee,Wichita St.,2025-11-22,-1,58,59,11,11,16,75,60,14,8,28
Ball St.,Indiana St.,2025-11-22,-1,52,65,15,13,5,70,58,11,13,9
Coastal Carolina,North Dakota,2025-11-22,0,75,58,4,10,18,58,60,16,11,34
North Dakota,Coastal Carolina,2025-11-22,0,58,60,16,11,34,75,58,4,10,18
Richmond,Gardner-Webb,2025-11-22,1,102,73,15,9,18,67,59,7,17,11
High Point,UIW,2025-11-22,0,91,56,15,8,31,80,61,14,10,22
UIW,High Point,2025-11-22,0,80,61,14,10,22,91,56,15,8,31
Gardner-Webb,Richmond,2025-11-22,-1,67,59,7,17,11,102,73,15,9,18
Wichita St.,Milwaukee,2025-11-22,1,75,60,14,8,28,58,59,11,11,16
Coppin St.,VCU,2025-11-22,-1,58,62,10,17,10,101,61,9,8,32
VCU,Coppin St.,2025-11-22,1,101,61,9,8,32,58,62,10,17,10
North Florida,Southern Miss.,2025-11-22,0,83,51,2,18,10,92,64,15,10,26
Southern Miss.,North Florida,2025-11-22,0,92,64,15,10,26,83,51,2,18,10
Portland,Northern Colo.,2025-11-22,1,80,71,12,14,16,86,67,6,11,18
Northern Colo.,Portland,2025-11-22,-1,86,67,6,11,18,80,71,12,14,16
Weber St.,UT Arlington,2025-11-22,1,73,54,7,11,17,74,57,8,12,12
UT Arlington,Weber St.,2025-11-22,-1,74,57,8,12,12,73,54,7,11,17
UC Irvine,UNI,2025-11-22,1,69,59,10,9,26,70,72,12,8,10
UNI,UC Irvine,2025-11-22,-1,70,72,12,8,10,69,59,10,9,26
Georgia,Clemson,2025-11-23,0,94,66,8,15,26,97,69,15,13,29
Ark.-Pine Bluff,Miami (OH),2025-11-23,-1,84,69,10,11,25,111,64,7,9,32
Miami (FL),Delaware St.,2025-11-23,1,97,62,11,11,19,41,54,11,19,17
Delaware St.,Miami (FL),2025-11-23,-1,41,54,11,19,17,97,62,11,11,19
SIUE,Alabama St.,2025-11-23,0,83,61,16,8,30,68,58,16,9,31
Alabama St.,SIUE,2025-11-23,0,68,58,16,9,31,83,61,16,8,30
Canisius,Binghamton,2025-11-23,1,75,49,6,8,21,66,44,7,10,32
Binghamton,Canisius,2025-11-23,-1,66,44,7,10,32,75,49,6,8,21
Clemson,Georgia,2025-11-23,0,97,69,15,13,29,94,66,8,15,26
Miami (OH),Ark.-Pine Bluff,2025-11-23,1,111,64,7,9,32,84,69,10,11,25
Oklahoma,Alcorn,2025-11-23,1,72,66,18,7,28,53,53,7,19,8
Brown,Maine,2025-11-23,-1,58,54,10,16,16,53,49,6,16,11
Maine,Brown,2025-11-23,1,53,49,6,16,11,58,54,10,16,16
West Ga.,Georgia Tech,2025-11-23,-1,66,64,8,9,17,82,61,12,13,19
Georgia Tech,West Ga.,2025-11-23,1,82,61,12,13,19,66,64,8,9,17
Eastern Wash.,Central Ark.,2025-11-23,-1,65,59,14,22,13,92,62,10,12,14
Central Ark.,Eastern Wash.,2025-11-23,1,92,62,10,12,14,65,59,14,22,13
Columbia,Longwood,2025-11-23,1,95,66,13,14,12,70,55,6,15,17
Longwood,Columbia,2025-11-23,-1,70,55,6,15,17,95,66,13,14,12
Alcorn,Oklahoma,2025-11-23,-1,53,53,7,19,8,72,66,18,7,28
Old Dominion,Drexel,2025-11-23,-1,71,62,12,9,16,75,56,12,11,21
Drexel,Old Dominion,2025-11-23,1,75,56,12,11,21,71,62,12,9,16
Cal St. Fullerton,Northern Colo.,2025-11-23,0,93,71,9,4,33,97,60,8,9,40
Northern Colo.,Cal St. Fullerton,2025-11-23,0,97,60,8,9,40,93,71,9,4,33
Butler,Virginia,2025-11-23,0,80,56,14,13,29,73,71,18,9,15
Virginia,Butler,2025-11-23,0,73,71,18,9,15,80,56,14,13,29
South Carolina St.,South Dakota,2025-11-23,-1,81,64,16,13,19,82,61,21,18,28
South Dakota,South Carolina St.,2025-11-23,1,82,61,21,18,28,81,64,16,13,19
North Florida,Prairie View,2025-11-23,0,82,49,9,21,22,85,70,21,10,33
Prairie View,North Florida,2025-11-23,0,85,70,21,10,33,82,49,9,21,22
Delaware,Southern Ill.,2025-11-23,0,59,55,9,19,7,79,60,14,10,25
Southern Ill.,Delaware,2025-11-23,0,79,60,14,10,25,59,55,9,19,7
Robert Morris,Monmouth,2025-11-23,-1,70,72,18,12,8,71,55,13,11,31
Monmouth,Robert Morris,2025-11-23,1,71,55,13,11,31,70,72,18,12,8
Mount St. Mary's,Western Mich.,2025-11-23,-1,60,52,7,17,11,83,64,8,6,14
Western Mich.,Mount St. Mary's,2025-11-23,1,83,64,8,6,14,60,52,7,17,11
Xavier,West Virginia,2025-11-23,0,78,55,4,10,12,68,58,7,11,15
West Virginia,Xavier,2025-11-23,0,68,58,7,11,15,78,55,4,10,12
Norfolk St.,Wyoming,2025-11-23,-1,67,51,11,12,29,75,55,16,14,31
Wyoming,Norfolk St.,2025-11-23,1,75,55,16,14,31,67,51,11,12,29
Howard,Duke,2025-11-23,-1,56,56,8,12,21,93,59,9,11,22
Duke,Howard,2025-11-23,1,93,59,9,11,22,56,56,8,12,21
Lamar University,Montana,2025-11-23,-1,68,73,17,13,8,63,52,11,16,32
Montana,Lamar University,2025-11-23,1,63,52,11,16,32,68,73,17,13,8
ULM,ETSU,2025-11-23,-1,55,57,8,13,14,97,66,11,10,10
Portland,St. Thomas (MN),2025-11-23,1,66,59,10,20,7,76,61,8,9,18
ETSU,ULM,2025-11-23,1,97,66,11,10,10,55,57,8,13,14
St. Thomas (MN),Portland,2025-11-23,-1,76,61,8,9,18,66,59,10,20,7
Quinnipiac,Pittsburgh,2025-11-23,-1,83,49,7,15,24,75,61,17,15,20
Queens (NC),Furman,2025-11-23,-1,79,59,8,4,17,90,60,11,4,21
McNeese,George Washington,2025-11-23,0,92,67,15,8,28,86,54,18,24,30
George Washington,McNeese,2025-11-23,0,86,54,18,24,30,92,67,15,8,28
