team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Southern California,Michigan,2025-01-04,1,74,62,12,12,22,85,55,8,14,21
South Carolina,Mississippi St.,2025-01-04,-1,50,55,11,14,23,85,62,8,10,9
Mississippi St.,South Carolina,2025-01-04,1,85,62,8,10,9,50,55,11,14,23
Morehead St.,Tennessee Tech,2025-01-04,-1,55,63,10,10,11,74,56,7,11,20
Tennessee Tech,Morehead St.,2025-01-04,1,74,56,7,11,20,55,63,10,10,11
South Carolina St.,Morgan St.,2025-01-04,-1,86,60,12,12,26,72,49,6,17,26
Morgan St.,South Carolina St.,2025-01-04,1,72,49,6,17,26,86,60,12,12,26
NC State,Wake Forest,2025-01-04,-1,59,50,9,13,21,77,51,8,11,19
Wake Forest,NC State,2025-01-04,1,77,51,8,11,19,59,50,9,13,21
UCLA,Nebraska,2025-01-04,-1,58,57,6,15,13,66,52,9,13,29
Nebraska,UCLA,2025-01-04,1,66,52,9,13,29,58,57,6,15,13
Vermont,New Hampshire,2025-01-04,-1,60,54,6,8,12,40,46,8,19,10
New Hampshire,Vermont,2025-01-04,1,40,46,8,19,10,60,54,6,8,12
UTRGV,New Orleans,2025-01-04,-1,76,66,21,11,18,64,62,12,8,17
New Orleans,UTRGV,2025-01-04,1,64,62,12,8,17,76,66,21,11,18
Nicholls,Northwestern St.,2025-01-04,-1,66,56,10,10,16,68,57,17,12,24
Northwestern St.,Nicholls,2025-01-04,1,68,57,17,12,24,66,56,10,10,16
UMES,Norfolk St.,2025-01-04,-1,59,65,15,12,12,81,57,9,11,16
Norfolk St.,UMES,2025-01-04,1,81,57,9,11,16,59,65,15,12,12
North Carolina,Notre Dame,2025-01-04,-1,74,51,5,13,18,73,57,12,13,21
Notre Dame,North Carolina,2025-01-04,1,73,57,12,13,21,74,51,5,13,18
Omaha,North Dakota St.,2025-01-04,-1,85,71,15,5,16,80,55,9,10,30
North Dakota St.,Omaha,2025-01-04,1,80,55,9,10,30,85,71,15,5,16
St. Thomas (MN),North Dakota,2025-01-04,-1,88,57,4,11,16,80,73,13,7,13
North Dakota,St. Thomas (MN),2025-01-04,1,80,73,13,7,13,88,57,4,11,16
Weber St.,Northern Ariz.,2025-01-04,-1,77,58,11,9,20,80,57,7,7,18
Northern Ariz.,Weber St.,2025-01-04,1,80,57,7,7,18,77,58,11,9,20
Robert Morris,Oakland,2025-01-04,-1,79,55,14,10,26,71,69,20,10,13
Oakland,Robert Morris,2025-01-04,1,71,69,20,10,13,79,55,14,10,26
Oklahoma St.,West Virginia,2025-01-04,-1,50,54,12,17,20,69,55,12,15,20
West Virginia,Oklahoma St.,2025-01-04,1,69,55,12,15,20,50,54,12,17,20
Southern Miss.,Old Dominion,2025-01-04,-1,71,51,11,16,23,74,54,10,12,29
Old Dominion,Southern Miss.,2025-01-04,1,74,54,10,12,29,71,51,11,16,23
San Diego,Oregon St.,2025-01-04,-1,54,58,13,13,18,81,45,6,13,30
Oregon St.,San Diego,2025-01-04,1,81,45,6,13,30,54,58,13,13,18
Pepperdine,Pacific,2025-01-04,-1,87,54,6,14,20,70,56,10,15,23
Pacific,Pepperdine,2025-01-04,1,70,56,10,15,23,87,54,6,14,20
Stanford,Pittsburgh,2025-01-04,-1,68,51,9,11,26,83,55,10,15,15
Pittsburgh,Stanford,2025-01-04,1,83,55,10,15,15,68,51,9,11,26
Portland St.,Sacramento St.,2025-01-04,-1,53,51,9,12,13,56,51,10,9,22
Sacramento St.,Portland St.,2025-01-04,1,56,51,10,9,22,53,51,9,12,13
Saint Mary's (CA),Portland,2025-01-04,-1,81,68,18,7,19,58,54,12,19,14
Portland,Saint Mary's (CA),2025-01-04,1,58,54,12,19,14,81,68,18,7,19
Youngstown St.,Purdue Fort Wayne,2025-01-04,-1,81,65,7,14,16,90,65,2,9,18
Purdue Fort Wayne,Youngstown St.,2025-01-04,1,90,65,2,9,18,81,65,7,14,16
Winthrop,Radford,2025-01-04,-1,67,59,14,8,29,87,54,14,15,24
Radford,Winthrop,2025-01-04,1,87,54,14,15,24,67,59,14,8,29
UIW,SFA,2025-01-04,-1,55,56,14,11,15,49,51,14,11,27
SFA,UIW,2025-01-04,1,49,51,14,11,27,55,56,14,11,15
Sam Houston,UTEP,2025-01-04,-1,72,56,11,15,18,81,51,6,11,23
UTEP,Sam Houston,2025-01-04,1,81,51,6,11,23,72,56,11,15,18
Samford,Western Caro.,2025-01-04,-1,88,53,9,17,27,69,61,15,20,14
Western Caro.,Samford,2025-01-04,1,69,61,15,20,14,88,53,9,17,27
San Francisco,Washington St.,2025-01-04,-1,82,67,15,12,23,91,51,11,13,41
Washington St.,San Francisco,2025-01-04,1,91,51,11,13,41,82,67,15,12,23
San Jose St.,UNLV,2025-01-04,-1,73,59,16,12,17,79,57,8,5,22
UNLV,San Jose St.,2025-01-04,1,79,57,8,5,22,73,59,16,12,17
Southeast Mo. St.,UT Martin,2025-01-04,-1,63,59,15,10,13,66,49,10,14,21
UT Martin,Southeast Mo. St.,2025-01-04,1,66,49,10,14,21,63,59,15,10,13
Southern U.,Texas Southern,2025-01-04,-1,67,52,9,18,16,58,61,15,15,23
Texas Southern,Southern U.,2025-01-04,1,58,61,15,15,23,67,52,9,18,16
Stetson,West Georgia,2025-01-04,-1,78,48,4,14,26,62,66,13,6,20
West Georgia,Stetson,2025-01-04,1,62,66,13,6,20,78,48,4,14,26
William & Mary,Stony Brook,2025-01-04,-1,83,54,5,5,23,76,55,9,10,22
Stony Brook,William & Mary,2025-01-04,1,76,55,9,10,22,83,54,5,5,23
UT Arlington,Tarleton St.,2025-01-04,-1,74,41,9,23,30,77,52,9,14,26
Tarleton St.,UT Arlington,2025-01-04,1,77,52,9,14,26,74,41,9,23,30
Texas Tech,Utah,2025-01-04,-1,93,58,11,5,18,65,52,13,9,26
Utah,Texas Tech,2025-01-04,1,65,52,13,9,26,93,58,11,5,18
Texas,Texas A&M,2025-01-04,-1,60,52,5,12,20,80,57,11,7,32
Texas A&M,Texas,2025-01-04,1,80,57,11,7,32,60,52,5,12,20
Toledo,Western Mich.,2025-01-04,-1,76,64,10,9,25,70,76,22,10,18
Western Mich.,Toledo,2025-01-04,1,70,76,22,10,18,76,64,10,9,25
UTSA,Tulane,2025-01-04,-1,63,61,11,14,21,92,52,3,14,24
Tulane,UTSA,2025-01-04,1,92,52,3,14,24,63,61,11,14,21
Tulsa,UAB,2025-01-04,-1,51,60,10,14,13,83,67,10,11,11
UAB,Tulsa,2025-01-04,1,83,67,10,11,11,51,60,10,14,13
UMass Lowell,UAlbany,2025-01-04,-1,73,56,5,7,17,69,74,19,5,14
UAlbany,UMass Lowell,2025-01-04,1,69,74,19,5,14,73,56,5,7,17
UC Riverside,UC Irvine,2025-01-04,-1,57,63,12,10,15,81,55,9,9,28
UC Irvine,UC Riverside,2025-01-04,1,81,55,9,9,28,57,63,12,10,15
UNI,Valparaiso,2025-01-04,-1,73,50,8,14,26,80,59,8,6,24
Valparaiso,UNI,2025-01-04,1,80,59,8,6,24,73,50,8,14,26
Holy Cross,American,2025-01-05,-1,64,57,11,10,10,75,48,3,8,17
American,Holy Cross,2025-01-05,1,75,48,3,8,17,64,57,11,10,10
Army West Point,Boston U.,2025-01-05,-1,63,59,9,12,7,71,53,10,16,11
Boston U.,Army West Point,2025-01-05,1,71,53,10,16,11,63,59,9,12,7
Colgate,Bucknell,2025-01-05,-1,60,53,9,11,19,66,56,7,7,15
Bucknell,Colgate,2025-01-05,1,66,56,7,7,15,60,53,9,11,19
Canisius,Sacred Heart,2025-01-05,-1,82,62,7,8,18,99,69,19,10,22
Sacred Heart,Canisius,2025-01-05,1,99,69,19,10,22,82,62,7,8,18
Central Conn. St.,Mercyhurst,2025-01-05,-1,62,58,10,9,10,50,55,9,7,10
Mercyhurst,Central Conn. St.,2025-01-05,1,50,55,9,7,10,62,58,10,9,10
Chicago St.,LIU,2025-01-05,-1,39,48,6,15,10,53,50,7,10,17
LIU,Chicago St.,2025-01-05,1,53,50,7,10,17,39,48,6,15,10
Murray St.,Drake,2025-01-05,-1,66,40,6,15,20,59,51,9,8,18
Drake,Murray St.,2025-01-05,1,59,51,9,8,18,66,40,6,15,20
Fla. Atlantic,East Carolina,2025-01-05,-1,78,58,6,16,9,76,76,25,12,25
East Carolina,Fla. Atlantic,2025-01-05,1,76,76,25,12,25,78,58,6,16,9
FDU,Wagner,2025-01-05,-1,71,53,8,14,21,59,70,14,7,16
Wagner,FDU,2025-01-05,1,59,70,14,7,16,71,53,8,14,21
Southern Ill.,Illinois St.,2025-01-05,-1,54,56,12,14,23,85,51,6,17,13
Illinois St.,Southern Ill.,2025-01-05,1,85,51,6,17,13,54,56,12,14,23
Illinois,Washington,2025-01-05,-1,81,66,14,13,19,77,65,8,10,14
Washington,Illinois,2025-01-05,1,77,65,8,10,14,81,66,14,13,19
Indiana,Penn St.,2025-01-05,-1,77,58,13,14,22,71,63,11,10,17
Penn St.,Indiana,2025-01-05,1,71,63,11,10,17,77,58,13,14,22
Iona,Siena,2025-01-05,-1,74,61,17,24,20,73,45,9,25,36
Siena,Iona,2025-01-05,1,73,45,9,25,36,74,61,17,24,20
Kansas,UCF,2025-01-05,-1,99,83,22,10,10,48,68,12,14,18
UCF,Kansas,2025-01-05,1,48,68,12,14,18,99,83,22,10,10
Lafayette,Navy,2025-01-05,-1,70,59,10,12,12,71,59,8,7,17
Navy,Lafayette,2025-01-05,1,71,59,8,7,17,70,59,10,12,12
Lehigh,Loyola Maryland,2025-01-05,-1,74,60,9,11,22,80,52,10,14,33
Loyola Maryland,Lehigh,2025-01-05,1,80,52,10,14,33,74,60,9,11,22
Manhattan,Rider,2025-01-05,-1,80,58,9,10,18,79,62,14,11,20
Rider,Manhattan,2025-01-05,1,79,62,14,11,20,80,58,9,10,18
Quinnipiac,Marist,2025-01-05,-1,62,59,8,15,15,69,58,7,13,19
Marist,Quinnipiac,2025-01-05,1,69,58,7,13,19,62,59,8,15,15
Maryland,Oregon,2025-01-05,-1,79,59,10,10,19,83,56,8,9,15
Oregon,Maryland,2025-01-05,1,83,56,8,9,15,79,59,10,10,19
North Texas,Memphis,2025-01-05,-1,64,51,12,16,21,68,44,4,15,21
Memphis,North Texas,2025-01-05,1,68,44,4,15,21,64,51,12,16,21
Niagara,Mount St. Mary's,2025-01-05,-1,62,64,12,19,4,68,46,2,18,20
Mount St. Mary's,Niagara,2025-01-05,1,68,46,2,18,20,62,64,12,19,4
Northwestern,Purdue,2025-01-05,-1,61,60,13,13,12,79,55,9,11,18
Purdue,Northwestern,2025-01-05,1,79,55,9,11,18,61,60,13,13,12
Providence,UConn,2025-01-05,-1,84,60,15,10,23,87,48,5,7,32
UConn,Providence,2025-01-05,1,87,48,5,7,32,84,60,15,10,23
Stonehill,Saint Francis,2025-01-05,-1,64,61,15,13,8,60,57,11,10,14
Saint Francis,Stonehill,2025-01-05,1,60,57,11,10,14,64,61,15,13,8
A&M-Corpus Christi,New Orleans,2025-01-06,-1,97,63,9,12,22,83,57,8,9,37
New Orleans,A&M-Corpus Christi,2025-01-06,1,83,57,8,9,37,97,63,9,12,22
Mississippi Val.,Alabama A&M,2025-01-06,-1,67,59,8,12,18,79,66,21,18,17
Alabama A&M,Mississippi Val.,2025-01-06,1,79,66,21,18,17,67,59,8,12,18
Ark.-Pine Bluff,Alabama St.,2025-01-06,-1,91,53,6,14,22,93,57,7,8,30
Alabama St.,Ark.-Pine Bluff,2025-01-06,1,93,57,7,8,30,91,53,6,14,22
South Carolina St.,Coppin St.,2025-01-06,-1,85,51,6,18,31,77,50,8,19,39
Coppin St.,South Carolina St.,2025-01-06,1,77,50,8,19,39,85,51,6,18,31
Norfolk St.,Delaware St.,2025-01-06,-1,73,56,6,13,23,64,57,11,18,21
Delaware St.,Norfolk St.,2025-01-06,1,64,57,11,18,21,73,56,6,13,23
Nicholls,East Texas A&M,2025-01-06,-1,83,55,8,10,13,61,60,10,9,12
East Texas A&M,Nicholls,2025-01-06,1,61,60,10,9,12,83,55,8,10,13
Grambling,Texas Southern,2025-01-06,-1,66,66,15,18,22,71,66,7,14,14
Texas Southern,Grambling,2025-01-06,1,71,66,7,14,14,66,66,15,18,22
Houston Christian,SFA,2025-01-06,-1,83,57,13,17,23,73,51,5,13,28
SFA,Houston Christian,2025-01-06,1,73,51,5,13,28,83,57,13,17,23
TCU,Houston,2025-01-06,-1,46,47,9,19,7,65,54,11,10,9
Houston,TCU,2025-01-06,1,65,54,11,10,9,46,47,9,19,7
UIW,Lamar University,2025-01-06,-1,58,52,8,15,9,72,60,12,11,13
Lamar University,UIW,2025-01-06,1,72,60,12,11,13,58,52,8,15,9
McNeese,Northwestern St.,2025-01-06,-1,92,57,11,9,18,69,51,10,13,22
Northwestern St.,McNeese,2025-01-06,1,69,51,10,13,22,92,57,11,9,18
Ohio St.,Minnesota,2025-01-06,-1,89,62,11,14,33,88,70,16,12,27
Minnesota,Ohio St.,2025-01-06,1,88,70,16,12,27,89,62,11,14,33
Southern U.,Prairie View,2025-01-06,-1,84,62,16,19,27,80,46,3,21,31
Prairie View,Southern U.,2025-01-06,1,80,46,3,21,31,84,62,16,19,27
Wisconsin,Rutgers,2025-01-06,-1,75,57,6,16,6,63,73,18,8,13
Rutgers,Wisconsin,2025-01-06,1,63,73,18,8,13,75,57,6,16,6
South Fla.,Wichita St.,2025-01-06,-1,91,58,3,9,16,72,61,13,12,22
Wichita St.,South Fla.,2025-01-06,1,72,61,13,12,22,91,58,3,9,16
UTRGV,Southeastern La.,2025-01-06,-1,75,61,17,14,21,79,54,10,11,30
Southeastern La.,UTRGV,2025-01-06,1,79,54,10,11,30,75,61,17,14,21
Central Mich.,Akron,2025-01-07,-1,71,60,8,9,11,87,65,11,8,10
Akron,Central Mich.,2025-01-07,1,87,65,11,8,10,71,60,8,9,11
Arizona,West Virginia,2025-01-07,-1,75,61,10,8,10,56,58,8,10,8
West Virginia,Arizona,2025-01-07,1,56,58,8,10,8,75,61,10,8,10
Auburn,Texas,2025-01-07,-1,87,61,12,10,25,82,56,9,11,30
Texas,Auburn,2025-01-07,1,82,56,9,11,30,87,61,12,10,25
Texas Tech,BYU,2025-01-07,-1,72,58,14,9,16,67,57,13,8,21
BYU,Texas Tech,2025-01-07,1,67,57,13,8,21,72,58,14,9,16
Miami (OH),Ball St.,2025-01-07,-1,80,56,2,7,16,72,53,10,13,30
Ball St.,Miami (OH),2025-01-07,1,72,53,10,13,30,80,56,2,7,16
Cincinnati,Baylor,2025-01-07,-1,48,49,12,15,12,68,54,8,11,11
Baylor,Cincinnati,2025-01-07,1,68,54,8,11,11,48,49,12,15,12
UNLV,Boise St.,2025-01-07,-1,59,44,3,14,20,81,61,13,11,15
Boise St.,UNLV,2025-01-07,1,81,61,13,11,15,59,44,3,14,20
Bowling Green,Western Mich.,2025-01-07,-1,83,58,12,11,25,79,62,14,11,21
Western Mich.,Bowling Green,2025-01-07,1,79,62,14,11,21,83,58,12,11,25
Ohio,Buffalo,2025-01-07,-1,88,65,12,16,19,79,68,11,13,22
Buffalo,Ohio,2025-01-07,1,79,68,11,13,22,88,65,12,16,19
Clemson,Louisville,2025-01-07,-1,64,65,16,13,5,74,55,9,12,20
Louisville,Clemson,2025-01-07,1,74,55,9,12,20,64,65,16,13,5
Fresno St.,Colorado St.,2025-01-07,-1,64,50,10,17,33,91,58,9,12,23
Colorado St.,Fresno St.,2025-01-07,1,91,58,9,12,23,64,50,10,17,33
Pittsburgh,Duke,2025-01-07,-1,47,58,9,11,8,76,52,9,14,18
Duke,Pittsburgh,2025-01-07,1,76,52,9,14,18,47,58,9,11,8
SIUE,Eastern Ill.,2025-01-07,-1,60,49,14,14,29,57,54,9,10,15
Eastern Ill.,SIUE,2025-01-07,1,57,54,9,10,15,60,49,14,14,29
Eastern Mich.,Toledo,2025-01-07,-1,87,56,4,16,19,90,58,8,11,29
Toledo,Eastern Mich.,2025-01-07,1,90,58,8,11,29,87,56,4,16,19
Tennessee,Florida,2025-01-07,-1,43,56,12,12,25,73,68,19,12,17
Florida,Tennessee,2025-01-07,1,73,68,19,12,17,43,56,12,12,25
Georgetown,Marquette,2025-01-07,-1,66,55,10,19,12,74,59,12,13,27
Marquette,Georgetown,2025-01-07,1,74,59,12,13,27,66,55,10,19,12
Georgia Tech,Syracuse,2025-01-07,-1,55,66,12,13,11,62,63,13,18,9
Syracuse,Georgia Tech,2025-01-07,1,62,63,13,18,9,55,66,12,13,11
Kentucky,Georgia,2025-01-07,-1,69,64,12,14,19,82,55,13,15,38
Georgia,Kentucky,2025-01-07,1,82,55,13,15,38,69,64,12,14,19
Utah,Iowa St.,2025-01-07,-1,59,61,16,18,13,82,61,13,8,29
Iowa St.,Utah,2025-01-07,1,82,61,13,8,29,59,61,16,18,13
Nebraska,Iowa,2025-01-07,-1,87,71,14,14,22,97,61,6,13,25
Iowa,Nebraska,2025-01-07,1,97,61,6,13,25,87,71,14,14,22
Kansas St.,Oklahoma St.,2025-01-07,-1,66,47,7,19,20,79,59,11,12,18
Oklahoma St.,Kansas St.,2025-01-07,1,79,59,11,12,18,66,47,7,19,20
Kent St.,NIU,2025-01-07,-1,68,62,15,15,13,50,59,10,11,15
NIU,Kent St.,2025-01-07,1,50,59,10,11,15,68,62,15,15,13
LMU (CA),Saint Mary's (CA),2025-01-07,-1,56,53,8,11,13,81,57,16,7,28
Saint Mary's (CA),LMU (CA),2025-01-07,1,81,57,16,7,28,56,53,8,11,13
LSU,Missouri,2025-01-07,-1,67,54,8,14,19,83,54,11,11,27
Missouri,LSU,2025-01-07,1,83,54,11,11,27,67,54,8,14,19
Michigan,UCLA,2025-01-07,-1,94,52,5,16,21,75,60,11,6,34
UCLA,Michigan,2025-01-07,1,75,60,11,6,34,94,52,5,16,21
Mississippi St.,Vanderbilt,2025-01-07,-1,76,57,10,11,19,64,62,16,13,20
Vanderbilt,Mississippi St.,2025-01-07,1,64,62,16,13,20,76,57,10,11,19
UIC,Missouri St.,2025-01-07,-1,80,54,9,11,10,63,48,3,9,15
Missouri St.,UIC,2025-01-07,1,63,48,3,9,15,80,54,9,11,10
N.C. Central,Morgan St.,2025-01-07,-1,98,75,21,16,36,102,75,19,15,37
Morgan St.,N.C. Central,2025-01-07,1,102,75,19,15,37,98,75,21,16,36
New Mexico,Wyoming,2025-01-07,-1,61,57,10,10,22,53,59,9,11,17
Wyoming,New Mexico,2025-01-07,1,53,59,9,11,17,61,57,10,10,22
SMU,North Carolina,2025-01-07,-1,67,69,15,11,21,82,57,7,14,24
North Carolina,SMU,2025-01-07,1,82,57,7,14,24,67,69,15,11,21
Utah St.,San Jose St.,2025-01-07,-1,85,66,17,8,16,78,60,13,10,17
San Jose St.,Utah St.,2025-01-07,1,78,60,13,10,17,85,66,17,8,16
St. John's (NY),Xavier,2025-01-07,-1,82,81,20,8,13,72,60,7,12,25
Xavier,St. John's (NY),2025-01-07,1,72,60,7,12,25,82,81,20,8,13
Tulane,UAB,2025-01-07,-1,69,53,5,14,17,81,67,13,11,12
UAB,Tulane,2025-01-07,1,81,67,13,11,12,69,53,5,14,17
Tulsa,UTSA,2025-01-07,-1,82,56,10,12,22,77,65,10,6,16
UTSA,Tulsa,2025-01-07,1,77,65,10,6,16,82,56,10,12,22
Air Force,San Diego St.,2025-01-08,-1,38,36,2,20,22,67,69,24,11,19
San Diego St.,Air Force,2025-01-08,1,67,69,24,11,19,38,36,2,20,22
Alabama,South Carolina,2025-01-08,-1,88,64,11,11,20,68,54,7,15,25
South Carolina,Alabama,2025-01-08,1,68,54,7,15,25,88,64,11,11,20
American,Boston U.,2025-01-08,-1,54,50,6,8,13,60,47,8,10,21
Boston U.,American,2025-01-08,1,60,47,8,10,21,54,50,6,8,13
Coastal Carolina,App State,2025-01-08,-1,51,52,11,11,12,74,56,14,6,20
App State,Coastal Carolina,2025-01-08,1,74,56,14,6,20,51,52,11,11,12
Arizona St.,Kansas,2025-01-08,-1,55,53,9,18,12,74,62,14,12,13
Kansas,Arizona St.,2025-01-08,1,74,62,14,12,13,55,53,9,18,12
Ole Miss,Arkansas,2025-01-08,-1,73,50,6,5,28,66,59,8,6,24
Arkansas,Ole Miss,2025-01-08,1,66,59,8,6,24,73,50,6,5,28
Loyola Maryland,Army West Point,2025-01-08,-1,72,55,11,13,16,74,61,8,8,8
Army West Point,Loyola Maryland,2025-01-08,1,74,61,8,8,8,72,55,11,13,16
Southern Ill.,Belmont,2025-01-08,-1,86,66,10,9,11,90,60,12,13,20
Belmont,Southern Ill.,2025-01-08,1,90,60,12,13,20,86,66,10,9,11
Drake,Bradley,2025-01-08,-1,64,47,10,11,28,57,45,7,17,15
Bradley,Drake,2025-01-08,1,57,45,7,17,15,64,47,10,11,28
Lafayette,Bucknell,2025-01-08,-1,62,61,9,13,13,65,62,9,14,11
Bucknell,Lafayette,2025-01-08,1,65,62,9,14,11,62,61,9,13,13
Butler,Providence,2025-01-08,-1,65,57,6,6,19,84,70,14,8,9
Providence,Butler,2025-01-08,1,84,70,14,8,9,65,57,6,6,19
Virginia,California,2025-01-08,-1,61,58,11,8,18,75,51,11,10,33
California,Virginia,2025-01-08,1,75,51,11,10,33,61,58,11,8,18
High Point,Charleston So.,2025-01-08,-1,93,64,12,7,21,79,54,10,11,31
Charleston So.,High Point,2025-01-08,1,79,54,10,11,31,93,64,12,7,21
Fla. Atlantic,Charlotte,2025-01-08,-1,75,61,11,9,13,64,57,9,13,18
Charlotte,Fla. Atlantic,2025-01-08,1,64,57,9,13,18,75,61,11,9,13
Cleveland St.,Robert Morris,2025-01-08,-1,80,63,16,14,18,69,51,12,20,23
Robert Morris,Cleveland St.,2025-01-08,1,69,51,12,20,23,80,63,16,14,18
Lehigh,Colgate,2025-01-08,-1,62,67,10,7,12,67,57,8,14,13
Colgate,Lehigh,2025-01-08,1,67,57,8,14,13,62,67,10,7,12
Colorado,UCF,2025-01-08,-1,74,46,6,22,24,75,56,9,12,28
UCF,Colorado,2025-01-08,1,75,56,9,12,28,74,46,6,22,24
Dayton,Massachusetts,2025-01-08,-1,72,50,7,10,38,76,60,13,12,20
Massachusetts,Dayton,2025-01-08,1,76,60,13,12,20,72,50,7,10,38
DePaul,Seton Hall,2025-01-08,-1,80,61,11,15,19,85,55,9,12,22
Seton Hall,DePaul,2025-01-08,1,85,55,9,12,22,80,61,11,15,19
Saint Joseph's,Duquesne,2025-01-08,-1,81,59,9,13,25,85,71,11,8,14
Duquesne,Saint Joseph's,2025-01-08,1,85,71,11,8,14,81,59,9,13,25
ETSU,Mercer,2025-01-08,-1,70,58,16,15,23,68,53,10,12,26
Mercer,ETSU,2025-01-08,1,68,53,10,12,26,70,58,16,15,23
Temple,East Carolina,2025-01-08,-1,79,57,9,12,24,80,66,16,11,22
East Carolina,Temple,2025-01-08,1,80,66,16,11,22,79,57,9,12,24
Illinois St.,Evansville,2025-01-08,-1,51,52,10,14,12,69,52,4,9,10
Evansville,Illinois St.,2025-01-08,1,69,52,4,9,10,51,52,10,14,12
Florida St.,Miami (FL),2025-01-08,-1,80,64,7,10,11,65,60,10,13,23
Miami (FL),Florida St.,2025-01-08,1,65,60,10,13,23,80,64,7,10,11
Fordham,VCU,2025-01-08,-1,61,57,12,14,14,73,65,23,14,22
VCU,Fordham,2025-01-08,1,73,65,23,14,22,61,57,12,14,14
Furman,The Citadel,2025-01-08,-1,67,60,14,17,20,63,53,12,18,32
The Citadel,Furman,2025-01-08,1,63,53,12,18,32,67,60,14,17,20
Ga. Southern,Georgia St.,2025-01-08,-1,78,80,17,11,16,82,68,14,13,30
Georgia St.,Ga. Southern,2025-01-08,1,82,68,14,13,30,78,80,17,11,16
Winthrop,Gardner-Webb,2025-01-08,-1,83,54,10,9,38,89,60,15,16,25
Gardner-Webb,Winthrop,2025-01-08,1,89,60,15,16,25,83,54,10,9,38
Richmond,George Mason,2025-01-08,-1,58,49,4,10,8,64,44,13,15,28
George Mason,Richmond,2025-01-08,1,64,44,13,15,28,58,49,4,10,8
George Washington,Rhode Island,2025-01-08,-1,75,68,12,11,19,67,65,16,15,21
Rhode Island,George Washington,2025-01-08,1,67,65,16,15,21,75,68,12,11,19
San Diego,Gonzaga,2025-01-08,-1,80,67,9,9,16,93,62,15,11,33
Gonzaga,San Diego,2025-01-08,1,93,62,15,11,33,80,67,9,9,16
Navy,Holy Cross,2025-01-08,-1,59,63,11,11,10,70,54,3,14,3
Holy Cross,Navy,2025-01-08,1,70,54,3,14,3,59,63,11,11,10
Penn St.,Illinois,2025-01-08,-1,52,65,6,14,14,91,77,19,14,16
Illinois,Penn St.,2025-01-08,1,91,77,19,14,16,52,65,6,14,14
Indiana St.,Valparaiso,2025-01-08,-1,95,70,13,12,31,98,62,10,12,43
Valparaiso,Indiana St.,2025-01-08,1,98,62,10,12,43,95,70,13,12,31
Southern California,Indiana,2025-01-08,-1,69,61,7,8,18,82,66,11,6,23
Indiana,Southern California,2025-01-08,1,82,66,11,6,23,69,61,7,8,18
Kansas City,Omaha,2025-01-08,-1,58,51,7,12,23,77,54,6,9,18
Omaha,Kansas City,2025-01-08,1,77,54,6,9,18,58,51,7,12,23
Loyola Chicago,La Salle,2025-01-08,-1,79,54,9,10,23,68,66,13,10,8
La Salle,Loyola Chicago,2025-01-08,1,68,66,13,10,8,79,54,9,10,23
UNC Asheville,Longwood,2025-01-08,-1,76,54,4,12,16,85,62,24,13,39
Longwood,UNC Asheville,2025-01-08,1,85,62,24,13,39,76,54,4,12,16
Milwaukee,Purdue Fort Wayne,2025-01-08,-1,73,70,14,15,19,78,61,4,10,21
Purdue Fort Wayne,Milwaukee,2025-01-08,1,78,61,4,10,21,73,70,14,15,19
Murray St.,UNI,2025-01-08,-1,71,43,7,16,18,68,52,6,10,12
UNI,Murray St.,2025-01-08,1,68,52,6,10,12,71,43,7,16,18
Notre Dame,NC State,2025-01-08,-1,65,52,8,10,13,66,55,7,7,11
NC State,Notre Dame,2025-01-08,1,66,55,7,7,11,65,52,8,10,13
Rice,North Texas,2025-01-08,-1,59,53,11,7,18,81,49,5,4,17
North Texas,Rice,2025-01-08,1,81,49,5,4,17,59,53,11,7,18
Northern Ky.,Youngstown St.,2025-01-08,-1,61,60,10,13,11,72,56,11,16,9
Youngstown St.,Northern Ky.,2025-01-08,1,72,56,11,16,9,61,60,10,13,11
Texas A&M,Oklahoma,2025-01-08,-1,80,61,17,9,22,78,46,8,18,17
Oklahoma,Texas A&M,2025-01-08,1,78,46,8,18,17,80,61,17,9,22
Presbyterian,USC Upstate,2025-01-08,-1,67,57,13,13,20,77,57,9,12,18
USC Upstate,Presbyterian,2025-01-08,1,77,57,9,12,18,67,57,13,13,20
St. Bonaventure,Saint Louis,2025-01-08,-1,68,64,14,10,14,73,51,3,11,13
Saint Louis,St. Bonaventure,2025-01-08,1,73,51,3,11,13,68,64,14,10,14
South Dakota St.,St. Thomas (MN),2025-01-08,-1,72,58,15,13,16,73,57,4,4,16
St. Thomas (MN),South Dakota St.,2025-01-08,1,73,57,4,4,16,72,58,15,13,16
Virginia Tech,Stanford,2025-01-08,-1,59,56,4,10,7,70,52,8,11,17
Stanford,Virginia Tech,2025-01-08,1,70,52,8,11,17,59,56,4,10,7
UConn,Villanova,2025-01-08,-1,66,50,8,13,4,68,55,7,6,13
Villanova,UConn,2025-01-08,1,68,55,7,6,13,66,50,8,13,4
Western Caro.,Wofford,2025-01-08,-1,69,64,7,4,15,77,63,13,9,18
Wofford,Western Caro.,2025-01-08,1,77,63,13,9,18,69,64,7,4,15
Arkansas St.,South Alabama,2025-01-09,-1,62,67,16,5,9,76,46,6,11,18
South Alabama,Arkansas St.,2025-01-09,1,76,46,6,11,18,62,67,16,5,9
