estimated_net,team,efficiency,value,combine,efficiency_rank,value_rank
339,UTSA,-19.903917749073244,-2.0449790462290536,-7.402660657082311,341,344
340,Maine,-19.04837071425816,-2.463884702397438,-7.439230505955654,337,352
341,Chicago St.,-19.375830499549057,-2.3999038577740923,-7.492681850306582,339,351
342,Niagara,-20.46544457797829,-1.981957341713977,-7.527003512593271,343,339
343,N.C. Central,-20.49045375699464,-2.004133319076497,-7.55002945045194,344,340
344,Canisius,-21.276232921797817,-1.6900963354647198,-7.565937311364649,346,324
345,Southern Ind.,-19.510900478189814,-2.6680067124437805,-7.720874842167591,340,355
346,The Citadel,-21.904465014375646,-1.769699022356809,-7.81012881996246,348,328
347,Jackson St.,-22.867609559320535,-1.3857938947714696,-7.8303385941361885,352,303
348,New Hampshire,-20.807132976836456,-2.368626621403896,-7.900178528033664,345,350
349,Air Force,-21.83292672852257,-2.2235028913699457,-8.106330042515733,347,347
350,Alcorn,-22.965072498404968,-1.8132266462928566,-8.15878040192649,353,331
351,UMES,-22.12040981979031,-2.6303425036484285,-8.477362698490992,349,353
352,Morgan St.,-24.079439226977065,-1.8936988705530813,-8.549420977480276,355,337
353,Saint Francis,-22.40059366453215,-2.6641503098888566,-8.585083316281844,350,354
