Game
"NET -5 (Strength -3, Resume -17) Away loss: Arkansas St. vs. James Madison 62-67 (2025-01-04)"
"NET -5 (Strength -8, Resume +3) Home win: Arkansas St. vs. Jackson St. 66-64 (2024-12-05)"
"NET -6 (Strength -6, Resume -16) Away loss: Arkansas St. vs. South Alabama 62-76 (2025-01-09)"
"NET -6 (Strength -6, Resume -21) Neutral loss: Arkansas St. vs. Hofstra 66-68 (2024-12-01)"
"NET -6 (Strength -7, Resume -23) Neutral loss: Arkansas St. vs. Rice 67-75 (2024-11-30)"
"NET +9 (Strength +6, Resume +9) Home win: Army West Point vs. UAlbany 67-59 (2024-11-04)"
"NET +9 (Strength +4, Resume +18) Away win: Army West Point vs. Lehigh 74-69 (2025-01-11)"
"NET +7 (Strength +6, Resume +4) Home win: Army West Point vs. FDU 84-70 (2024-11-20)"
"NET +6 (Strength +2, Resume +11) Home win: Army West Point vs. UTSA 78-75 (2024-12-29)"
"NET +4 (Strength +2, Resume +8) Home win: Army West Point vs. Boston U. 68-62 (2025-01-18)"
"NET +4 (Strength +0, Resume +13) Away win: Army West Point vs. Le Moyne 103-100 (2024-12-03)"
"NET +2 (Strength +3, Resume -1) Away loss: Army West Point vs. Marist 88-91 (2024-11-15)"
"NET +1 (Strength +0, Resume +8) Home win: Army West Point vs. Loyola Maryland 74-72 (2025-01-08)"
"NET +0 (Strength +2, Resume -5) Away loss: Army West Point vs. Manhattan 79-80 (2024-11-22)"
"NET +0 (Strength +0, Resume +6) Home win: Army West Point vs. Lafayette 70-68 (2025-01-15)"
"NET -3 (Strength -1, Resume +1) Away loss: Army West Point vs. Duke 58-100 (2024-11-08)"
"NET -6 (Strength -1, Resume -6) Away loss: Army West Point vs. Colgate 59-71 (2025-01-02)"
"NET -6 (Strength -2, Resume -1) Away loss: Army West Point vs. George Washington 60-75 (2024-12-13)"
