estimated_net,team,efficiency,efficiency_rank,efficiency_norm,value,value_rank,value_norm,combine_norm
246,La Salle,-7.176144392414023,246,0.38759966780469457,-0.6812302705965666,236,0.43701777754330495,0.39748328975241665
247,Milwaukee,-6.833985124103439,245,0.3920386920069956,-0.8673002502572903,254,0.4186232448364845,0.39735560257289343
248,Long Beach St.,-6.234594359650833,232,0.39981492476309816,-1.1831677422101488,287,0.38739717106390464,0.39733137402325946
249,Sacramento St.,-6.783987178757603,243,0.39268734341004347,-0.936989176703547,261,0.4117339269617997,0.39649666012039475
250,Hampton,-7.424611488171019,247,0.38437616473553443,-0.7212472285248931,238,0.4330617753833529,0.39411328686509817
251,Abilene Christian,-7.6642237568940335,250,0.3812675403066786,-0.6471675338917294,230,0.44038515644850723,0.39309106353504436
252,Louisiana Tech,-8.219940635743406,257,0.37405791337761823,-0.38746647343304935,217,0.46605872108969004,0.3924580749200326
253,SIUE,-7.831662135915371,251,0.37909526825179707,-0.6074068470595521,228,0.4443158241237212,0.39213937942618193
254,Texas St.,-8.54098142324073,261,0.36989287107827357,-0.39325510846130596,219,0.4654864673787515,0.3890115903383692
255,Nicholls,-7.900699493945549,254,0.3781996078633703,-0.7789968022957067,243,0.42735275974596154,0.3880302382398886
256,American,-7.883441383633237,253,0.37842350701343747,-0.8131829038988377,246,0.42397318521596966,0.38753344265394396
257,Cal Poly,-8.026682288846928,255,0.3765651623655119,-0.9027630601926345,259,0.41511745729127775,0.3842756213506651
258,Ga. Southern,-8.92048974896089,264,0.3649692965944827,-0.666336782927916,235,0.43849012008098437,0.37967346129178303
259,Omaha,-8.218737071286906,256,0.37407352789473425,-1.1010848650746197,277,0.39551173189146255,0.37836116869407993
260,Old Dominion,-8.533326924841859,260,0.3699921771815886,-0.9540467485150357,262,0.4100476470838877,0.3780032711620484
261,San Jose St.,-8.398671998515516,259,0.37173913110708956,-1.082726547600812,274,0.39732660107041284,0.37685662509975426
262,Northeastern,-8.331812403148636,258,0.37260653815835854,-1.1370263312132916,282,0.391958625282732,0.37647695558323324
263,Detroit Mercy,-9.141255571439707,266,0.362105177689088,-0.7502183591854944,242,0.43019774319792625,0.37572369079085566
264,UMBC,-9.147596028427888,267,0.3620229193824136,-0.804113055199861,245,0.424869813618055,0.37459229822954193
265,Eastern Ky.,-8.667941498346,262,0.3682457467758955,-1.1967081508345638,288,0.3860585914082307,0.37180831570236256
266,Presbyterian,-9.072639607076523,265,0.3629953711009932,-1.0827299716678525,275,0.3973262625735028,0.36986154939549515
267,Longwood,-8.874754931100927,263,0.3655626400522549,-1.256202380409799,293,0.3801771023373757,0.36848553250927907
268,N.C. A&T,-9.539074455217953,269,0.3569440500600066,-1.1202846761598735,279,0.39361367421651444,0.3642779748913082
269,UIW,-9.306541643488165,268,0.35996082872040713,-1.2892927024805967,295,0.3769058545373793,0.3633498338838016
270,South Dakota,-10.352574633966608,276,0.34639005571733805,-0.7439877731518499,240,0.430813687364672,0.36327478204680486
271,UTEP,-9.618820152977719,270,0.35590946437091264,-1.146336676811088,283,0.3910382218037681,0.36293521585748373
272,Grambling,-10.056508455509427,272,0.3502310883982393,-0.9906976020915405,266,0.4064244117501967,0.3614697530686308
273,Georgia St.,-10.022378641026746,271,0.35067387363464897,-1.0596199504475092,272,0.3996108763621862,0.3604612741801564
274,Morehead St.,-10.787057927554851,282,0.3407532601242899,-0.7050147200029094,237,0.43466649103638744,0.3595359063067094
275,North Dakota,-10.549584994595163,278,0.3438341297497258,-0.8521994667025541,252,0.42011608026056896,0.35909051985189444
276,Central Conn. St.,-10.734098911084766,281,0.34144032716474015,-0.8838812498953081,256,0.4169840779987741,0.35654907733154695
277,Bellarmine,-10.793740972919402,283,0.34066655722635353,-0.979559161713994,265,0.40752553728480106,0.35403835323804306
278,Southeastern La.,-10.082697174277534,273,0.3498913274529553,-1.38066895353722,299,0.3678725680193044,0.3534875755662251
279,East Texas A&M,-10.67415130149692,279,0.34221806114559783,-1.0758440497445987,273,0.398006992029511,0.3533758473223805
280,Western Caro.,-10.436431041540876,277,0.3453021394829536,-1.2584174296893362,294,0.3799581266783577,0.3522333369220344
281,Evansville,-10.320286791033539,275,0.3468089440231486,-1.4051275790563804,301,0.3654546337136393,0.35053808196124675
282,East Carolina,-10.688079330945936,280,0.3420373650033603,-1.2161220612154977,289,0.384139368274437,0.35045776565757564
283,Pepperdine,-10.23473855167212,274,0.3479188093407377,-1.5835790449650855,316,0.3478132531307907,0.3478976980987483
284,Le Moyne,-10.929825078606026,287,0.33890106175497825,-1.2433576561307706,291,0.38144690793036545,0.34741023099005575
285,USC Upstate,-10.842085670234646,286,0.3400393543377839,-1.301297762596519,297,0.3757190565845213,0.3471752947871314
286,Southern U.,-11.614433016718463,291,0.3300192587824222,-1.0314942828765876,269,0.4023913276363671,0.3444936725532112
287,Mercyhurst,-10.839559548987172,285,0.34007212712634766,-1.4896265568126001,309,0.3571012216647758,0.3434779460340333
288,UC Riverside,-11.607069515448726,290,0.33011478961667795,-1.1503400544337352,284,0.39064245532520014,0.34222032275838243
289,Delaware,-11.372962687477198,289,0.3331519888730963,-1.3163495330075716,298,0.374231066508817,0.34136780440024045
290,Brown,-10.803624947930441,284,0.3405383268718009,-1.6468274056525962,322,0.3415606376285987,0.34074278902316046
291,Boston U.,-11.224824579335758,288,0.3350738676828383,-1.48953187290585,308,0.3571105819399943,0.3394812105342695
292,Southern Utah,-12.253588439536658,294,0.32172713679802956,-1.0289337850080862,268,0.4026444537014839,0.33791060017872043
293,Ark.-Pine Bluff,-13.296052476519721,302,0.3082026658314977,-0.6576205675877707,233,0.43935178894581867,0.3344324904543619
294,Chattanooga,-11.98038715622903,293,0.3252715303627289,-1.405699605094492,302,0.3653980842816117,0.3332968411465055
295,Western Mich.,-13.039285380866367,297,0.3115338494571453,-0.864907696875038,253,0.418859768221519,0.33299903321002006
296,Houston Christian,-11.689092797797207,292,0.32905065554456925,-1.6522286800858137,323,0.3410266776668601,0.3314458599690275
297,Cleveland St.,-13.085293284584894,298,0.3109369631032784,-0.9666174761366193,264,0.40880492829171405,0.33051055614096553
298,NIU,-13.421549227841512,303,0.3065745260497575,-1.0351454129027886,270,0.40203038370115374,0.3256656975800368
299,Sacred Heart,-13.239718055092261,301,0.30893352389468515,-1.1713224304068492,286,0.38856817659518683,0.3248604544347855
300,Northwestern St.,-12.374107267346142,295,0.32016357841154847,-1.6409436130171247,321,0.34214229844390415,0.32455932241801966
301,Northern Ariz.,-12.879583365025686,296,0.3136057533309563,-1.5491511351614133,314,0.35121673237051454,0.32112794913886794
302,Central Mich.,-13.219377233163637,299,0.30919741679252094,-1.427238569338478,304,0.36326878226857634,0.32001168988773204
303,Mount St. Mary's,-14.261762163314817,308,0.2956739721233127,-0.9160935529686205,260,0.4137996295266216,0.3192991036039745
304,Jacksonville,-13.636124235471287,304,0.3037907240595893,-1.2530100383802147,292,0.3804926913430907,0.3191311175162896
305,Lehigh,-13.231945050403088,300,0.3090343674466082,-1.5184864316571185,310,0.35424818802275465,0.31807713156183753
306,UNC Greensboro,-13.809459175319615,305,0.30154195261204014,-1.2199215652920194,290,0.38376375635610005,0.31798631336085215
307,Alabama A&M,-14.682825373227512,311,0.29021128280693154,-1.019618138218697,267,0.40356538124640573,0.3128821024948264
308,NJIT,-15.35140653730467,316,0.2815374041679138,-0.835732694419653,249,0.42174395479404236,0.30957871429313955
309,Loyola Chicago,-14.211890591685828,307,0.29632098400921286,-1.4384535352035506,306,0.36216009156636253,0.30948880552064284
310,West Ga.,-15.094982691236526,315,0.2848641346240661,-1.1686855524542779,285,0.38882885345359736,0.3056570783899724
311,IU Indy,-14.118705730579569,306,0.29752992350625224,-1.7600208083434785,330,0.3303705480086059,0.304098048406723
312,Little Rock,-14.918760251125146,312,0.2871503672329484,-1.3926111639688585,300,0.36669198326953956,0.3030586904402666
313,Louisiana,-15.455154880347159,319,0.2801914186916525,-1.125818878880795,280,0.393066573211066,0.3027664495955352
314,Norfolk St.,-14.483563754272472,309,0.29279641561218467,-1.715940160993578,326,0.33472827895958485,0.3011827882816647
315,Lafayette,-14.563305520816884,310,0.2917618809249537,-1.718192838300076,327,0.3345055834636868,0.3003106214327003
316,CSU Bakersfield,-15.429850762459715,318,0.28051970321328723,-1.4357676595481699,305,0.36242561224669706,0.2969008850199692
317,Tennessee Tech,-15.015712322158763,314,0.2858925536074213,-1.6662141873973877,324,0.33964409638140347,0.2966428621622177
318,Ball St.,-15.542523783766294,320,0.27905793287751407,-1.4765389195475196,307,0.3583950411845419,0.29492535453891966
319,Eastern Ill.,-15.657654584945622,321,0.27756427638418346,-1.5568697772447444,315,0.3504536817456208,0.29214215745647093
320,Holy Cross,-15.926668336686298,323,0.27407421001648036,-1.5914022577254858,317,0.3470398648429218,0.28866734098176866
321,Alabama St.,-15.6753661975668,322,0.27733449369416485,-1.7510533355956257,329,0.33125705571424796,0.2881190060981815
322,Wagner,-14.988151230521744,313,0.28625011911608816,-2.287429869615946,349,0.27823186746949213,0.28464646878676897
323,FDU,-15.401129831827218,317,0.2808923159641262,-2.118016329055736,346,0.29497977553341087,0.28370980787798317
324,New Hampshire,-16.21807654094916,325,0.27029360784878537,-1.7490533779272786,328,0.33145476781595157,0.28252583984221863
325,Prairie View,-15.984412007151015,324,0.27332506897468367,-1.9377614725088368,339,0.31279943596633486,0.28121994237301395
326,Texas Southern,-16.288623905882677,326,0.2693783572934089,-1.8328374125490958,334,0.32317203371789593,0.2801370925783063
327,Army West Point,-16.971097194561626,330,0.26052424832588594,-1.6184396236250793,318,0.3443670010512818,0.27729279887096514
328,UMass Lowell,-16.96127648085262,329,0.26065165795606604,-1.638687848578119,320,0.34236529912798996,0.27699438619045086
329,Manhattan,-17.748868993284844,335,0.2504337783075036,-1.4147971935324903,303,0.364498713580432,0.27324676536208925
330,Florida A&M,-17.627315842298145,333,0.2520107555490089,-1.5246342450173118,311,0.3536404266088194,0.27233668976097103
331,UAlbany,-16.69132068568631,328,0.26415394598179015,-2.07982299753478,343,0.2987554973727192,0.27107425625997594
332,Stetson,-17.87356296623606,336,0.24881605342007168,-1.5479450936120118,313,0.35133595939879014,0.2693200346158154
333,Oral Roberts,-16.553513922106536,327,0.26594179046074234,-2.293021324985801,350,0.27767910657347294,0.2682892536832885
334,Loyola Maryland,-17.279669769841693,331,0.25652096314060424,-1.918856369678209,338,0.3146683593304254,0.2681504423785685
335,Stonehill,-17.28741444066425,332,0.25642048717983335,-1.950099472633639,341,0.31157972418238,0.2674523345803427
336,New Haven,-17.698752242769828,334,0.2510839710366829,-1.769212321330926,331,0.3294618921008606,0.26675955524951844
337,Bucknell,-18.278443334496146,338,0.24356331319001118,-1.6309044532767192,319,0.3431347511357924,0.26347760077916743
338,North Florida,-18.356285698743417,339,0.24255342051469625,-2.051158151789942,342,0.30158925080006316,0.25436058657176963
339,N.C. Central,-18.72798442156043,340,0.23773116439199674,-1.9015864522198134,337,0.31637563130472124,0.2534600577745416
340,North Ala.,-19.303041758326113,341,0.2302706228488212,-1.7911733332805577,333,0.32729086723527534,0.24967467172611202
341,Maine,-18.21018023362179,337,0.24444892870585427,-2.3675913624445823,351,0.2703072511270142,0.24962059319008628
342,UMES,-19.64467935424638,343,0.2258383665951942,-2.114809254089415,345,0.29529682100989657,0.2397300574781347
343,The Citadel,-20.454091600375776,345,0.21533740729648013,-1.774511270144681,332,0.32893804785987063,0.23805753540915825
344,Air Force,-20.59418381430067,347,0.21351991238764118,-1.9378622256606626,340,0.31278947569681714,0.2333738250494764
345,Niagara,-20.494543967306736,346,0.2148125960390399,-2.156620784707308,348,0.2911634107258979,0.2300827589764115
346,Canisius,-21.58631914903124,350,0.20064838391912293,-1.6928829793128757,325,0.33700766912948826,0.227920240961196
347,Chicago St.,-19.987305583267865,344,0.2213932842495395,-2.5558011849881024,353,0.2517011775259193,0.22745486290481548
348,Southern Ind.,-19.48470762849629,342,0.22791376956701703,-2.8240433431352687,356,0.22518325582579843,0.22736766681877335
349,Bryant,-21.312799914826254,349,0.20419690243924285,-2.0812889268037758,344,0.2986105783270269,0.2230796376167997
350,UTSA,-22.367251600376257,353,0.19051690898056847,-2.145103311130648,347,0.29230200677880286,0.21087392854021536
351,Jackson St.,-23.86295726051374,355,0.17111228008464102,-1.5266483536589353,312,0.35344131556817227,0.2075780871813473
352,Saint Francis,-22.064527679960605,351,0.19444431628411912,-2.5816617769007077,354,0.24914464742567677,0.20538438251243069
353,Kansas City,-20.684222232330615,348,0.2123517934623662,-3.3396126631686345,363,0.17421503012233333,0.20472444079435964
354,Alcorn,-23.51062263366314,354,0.1756833149235361,-1.8812916595403564,336,0.3183819368269828,0.20422303930422542
355,Morgan St.,-24.747145757650607,356,0.15964120651832742,-1.8646273411580323,335,0.3200293404010546,0.19171883329487285
356,ULM,-22.328424237728672,352,0.19102063814551307,-3.3154847257098465,361,0.17660027322034974,0.1881365651604804
357,Rider,-24.95921117112488,357,0.15688996290148408,-2.872558203013351,357,0.22038716685743612,0.1695894036926745
358,VMI,-25.399103444730112,358,0.1511829935752393,-2.673972160703783,355,0.24001901427872352,0.16895019771593614
359,South Carolina St.,-26.703536795177154,359,0.13425984769199814,-2.4563103735416862,352,0.2615366544175498,0.15971520903710848
360,Western Ill.,-26.71147037591203,360,0.13415692089692138,-2.9869043341489023,358,0.20908312064371334,0.1491421608462798
361,Delaware St.,-27.211931798639874,361,0.12766415400863598,-3.0762324661338187,359,0.20025230737425523,0.14218178468175985
362,Binghamton,-28.983327646914105,362,0.10468284158892598,-3.513144996039119,364,0.15705994589812214,0.11515826245076521
363,Gardner-Webb,-30.346737946789794,363,0.08699455464379195,-3.338853084697992,362,0.17429012063960594,0.10445366784295475
364,Coppin St.,-33.78600672654608,364,0.042374990699382255,-3.2188163523655327,360,0.18615672912172293,0.07113133838385038
365,Mississippi Val.,-37.052264163226106,365,0.0,-5.101885596551467,365,0.0,0.0
