estimated_net,team,efficiency,efficiency_rank,efficiency_norm,value,value_rank,value_norm,combine_norm
91,George Washington,10.258148529553102,86,0.6137845337378557,0.23300555287893532,142,0.5273974335594486,0.5965071137021742
92,Kansas St.,9.1668599024757,91,0.5996266339644225,0.756199459596215,91,0.5791194117456568,0.5955251895206695
93,Dayton,8.34005528655759,95,0.5889000336921096,0.8588783649218931,85,0.5892700576787493,0.5889740384894375
94,Georgetown,8.009932111012672,96,0.5846171604757273,1.0111152739806175,78,0.6043199158448651,0.5885577115495549
95,Florida St.,8.545739808833329,93,0.5915684944265764,0.6893892756919344,96,0.5725146810136129,0.5877577317439837
96,Murray St.,7.995378590760984,97,0.5844283494902909,0.7979550806617148,89,0.5832472949151151,0.5841921385752558
97,Xavier,7.856710265825358,99,0.5826293274923742,0.8573915408449244,86,0.5891230730111368,0.5839280765961267
98,Mississippi St.,7.6847671764065755,102,0.5803986133015326,0.8096157443753189,88,0.5844000464790924,0.5811988999370445
99,Wyoming,8.406004656505928,94,0.5897556318782193,0.4007986030956926,129,0.543985142956833,0.5806015340939421
100,Colorado St.,7.912890205411609,98,0.5833581813759429,0.6154944978972998,100,0.5652095804837742,0.5797284611975091
101,Davidson,7.436080420034047,103,0.577172260451937,0.7234314118465364,94,0.5758800233866687,0.5769138130388833
102,Pacific,7.834604406927741,100,0.5823425357794281,0.5122719347871296,113,0.5550051895515348,0.5768750665338495
103,Memphis,7.834161740256001,101,0.5823367928162779,0.4971317569289307,116,0.5535084596797546,0.5765711261889732
104,UNCW,6.355094274444443,109,0.563148020552439,1.2549576299011407,70,0.6284257184007999,0.5762035601221112
105,Hofstra,6.948262110345145,105,0.5708435197642261,0.584958927562019,102,0.5621908906968568,0.5691129939507523
106,San Francisco,6.824608883384983,106,0.5692392970585867,0.4446692173904753,122,0.5483221104299585,0.565055859732861
107,Fla. Atlantic,6.488082279474844,108,0.5648733485725171,0.5664516831943165,103,0.5603612988816937,0.5639709386343524
108,Marquette,7.316620070721525,104,0.5756224343009989,0.05620464855308048,160,0.5099192244300269,0.5624817923268045
109,Sam Houston,6.012583161235849,111,0.558704431668826,0.5928240458319749,101,0.562968421685593,0.5595572296721795
110,St. Thomas (MN),5.949381123849172,113,0.5578844761697994,0.5557461874785404,106,0.5593029734524889,0.5581681756263374
111,South Carolina,6.601990186727152,107,0.5663511397766632,0.16010713045329622,150,0.5201908308714219,0.557119077995615
112,DePaul,6.0057718956234,112,0.5586160652976585,0.4655856525364679,118,0.5503898703722372,0.5569708263125742
113,Oregon,6.294892718215634,110,0.5623669919792971,0.2714652834534829,139,0.5311994911145629,0.5561334918063503
114,California Baptist,4.49929356846528,120,0.5390716765470177,1.1838830562528808,73,0.6213994180165032,0.5555372248409148
115,ETSU,5.69622616441341,114,0.5546001548143779,0.2461064307485418,141,0.5286925620207938,0.549418636255661
116,Troy,4.331659514165876,123,0.5368968658869439,0.795876550016349,90,0.5830418152347925,0.5461258557565136
117,UC Irvine,4.754402811214431,117,0.5423813519165775,0.4851718283687667,117,0.5523261233487016,0.5443703062030024
118,Bradley,4.551675540978159,119,0.5397512572723828,0.5310138809542861,110,0.5568579835508131,0.5431726025280689
119,William & Mary,4.700708624421155,118,0.5416847470989582,0.44433519895181095,124,0.5482890899872955,0.5430056156766256
120,Pittsburgh,5.244675856005441,116,0.5487419392603277,0.04721945008168439,164,0.5090309643922672,0.5407997442867156
121,Portland St.,4.313677892466278,125,0.5366635802176261,0.5333698705842028,107,0.5570908923111808,0.540749042636337
122,UC Santa Barbara,4.496592239906136,121,0.5390366306956759,0.3834883158694017,131,0.5422738801022389,0.5396840805769885
123,Rhode Island,4.116881464973329,130,0.5341104297246381,0.5044939387766381,115,0.5542362713076063,0.5381355980412318
124,Southern Ill.,5.272358790724865,115,0.5491010855076791,-0.12875272274242058,192,0.49163468212037464,0.5376078048302183
125,Duquesne,4.263752181980687,127,0.5360158659579571,0.3869114695873651,130,0.5426122867229113,0.537335150110948
126,Winthrop,3.966668986717653,132,0.5321616389472994,0.5151679043855735,112,0.555291479728992,0.5367876071036379
127,Utah,4.325151566134328,124,0.5368124346249704,0.27061540594435984,140,0.5311154738020074,0.5356730424603778
128,UAB,4.211369125553451,128,0.5353362711703628,0.30046118128582683,137,0.534065971736602,0.5350822112836107
129,UC San Diego,4.04050651218274,131,0.5331195746016393,0.36625975271048206,133,0.5405706963372053,0.5346097989487525
130,Penn St.,4.208246586608643,129,0.535295760720311,0.17980158537677232,148,0.5221377881177948,0.5326641661998078
131,Wright St.,3.5843571337993945,133,0.5272016927318715,0.4138017682634974,128,0.5452706117219046,0.5308154765298781
132,North Dakota St.,3.189431605225386,138,0.522078102223561,0.5577293203956942,104,0.5594990222905286,0.5295622862369546
133,UTRGV,4.450423248893518,122,0.538437654465943,-0.11065521186182692,190,0.49342376844376823,0.5294348772615081
134,Seattle U,3.5282071037253426,135,0.5264732268811892,0.32272591861796274,135,0.5362670223295644,0.5284319859708643
135,Washington St.,4.283663578666679,126,0.5362741876811334,-0.08906227532067959,187,0.49555840605788887,0.5281310313564845
136,Oakland,2.7980119002942474,142,0.5169999947327837,0.5323139256486134,108,0.5569865035554572,0.5249972964973184
137,Fresno St.,3.581608089356167,134,0.5271660278355881,-0.013310637109470856,174,0.5030470723608145,0.5223422367406334
138,Austin Peay,2.5296148556946694,143,0.5135179292529085,0.5316944589783241,109,0.5569252642306172,0.5221993962484502
139,UNLV,2.8178988025472074,141,0.5172579986759342,0.2852883821618334,138,0.5325660169870544,0.5203196023381583
140,Richmond,3.145238555451872,139,0.5215047609883908,0.07533143542224889,157,0.5118100630665593,0.5195658214040245
141,UIC,3.2375436267878155,137,0.5227022864790154,-0.0004993292201770812,169,0.5043135744715603,0.5190245440775244
142,Marshall,2.2867356293241823,145,0.5103669207491258,0.44459527036453605,123,0.548314800164274,0.5179564966321555
143,St. Bonaventure,1.9817845838320576,149,0.5064106197021297,0.41906485898595597,127,0.5457909110985679,0.5142866779814175
144,Boston College,3.31531094605627,136,0.523711205553706,-0.3113323835328304,210,0.47358519585648007,0.5136860036142609
145,Kent St.,0.7791499107196416,158,0.4908081651877994,0.9872608867499035,80,0.6019617154144862,0.5130388752331367
146,Montana St.,3.0973757957448362,140,0.5208838105468684,-0.2350843063894389,201,0.48112293919048627,0.512931636275592
147,UT Arlington,1.6152798865890183,153,0.5016557485880084,0.5201664881782093,111,0.555785630441692,0.5124817249587452
148,Arkansas St.,1.655400700902836,152,0.5021762584272843,0.4586728107589068,119,0.5497064796694151,0.5116823026757105
149,Temple,1.760964277051732,151,0.5035457939413158,0.329090414457662,134,0.5368962045711019,0.510215876067273
150,Marist,2.1802524099376215,146,0.5089854541872824,0.053126730970418375,161,0.5096149472126789,0.5091113527923616
151,Georgia Tech,2.384880378678795,144,0.5116402076598239,-0.0782205177479377,184,0.4966302020812713,0.5086382065441134
152,Bowling Green,2.103810959800441,147,0.507993736356889,-0.012738072641152173,173,0.5031036750210525,0.5070157240897217
153,Northern Colo.,2.0693478111140866,148,0.5075466265887931,-0.1779648457920851,198,0.48676966300950186,0.5033912338729349
154,Valparaiso,1.4232468329970709,154,0.49916439601777024,-0.03917195374088235,181,0.5004904706162163,0.49942961093745947
155,Harvard,1.3921509873612383,155,0.49876097216182724,-0.038243668122647075,180,0.5005822392088557,0.49912522557123296
156,Cornell,1.7707390818102349,150,0.5036726079689177,-0.2408757482315927,202,0.4805504080031373,0.4990481679757616
157,Navy,0.8055788864439725,157,0.49115104312140506,0.22852891237124548,144,0.5269548811907885,0.49831181073528175
158,Mercer,0.9886832460812404,156,0.49352655873432383,-0.010194104121911681,172,0.5033551670253921,0.4954922803925375
159,LMU (CA),0.6338730075276319,161,0.48892340639553056,0.08417320764431376,154,0.5126841442516145,0.49367555396674734
160,Saint Joseph's,-0.016641302065997423,166,0.48048391919856787,0.41993670362514995,126,0.5458771000408151,0.4935625553670174
161,Maryland,-0.20786719965267464,169,0.4780030383161495,0.4230895878240334,125,0.5461887883186497,0.4916401883166496
162,North Texas,0.7403352451519123,160,0.49030460074919724,-0.09497937197759738,188,0.49497345286885985,0.4912383711731298
163,Charlotte,0.2520205083420707,164,0.48396941963385903,0.08031229321738226,155,0.5123024614200586,0.48963602799109895
164,Montana,0.5573660753506334,163,0.4879308390298872,-0.15137366768658217,195,0.48939841750427016,0.48822435472476383
165,Middle Tenn.,0.7534524573634366,159,0.4904747777043947,-0.2977298130904755,208,0.4749299207140577,0.4873658063063273
166,Kennesaw St.,0.24537145583690412,165,0.4838831577443637,-0.06982011192648205,183,0.4974606506034621,0.4865986563161834
167,Rutgers,-0.04312758661683408,167,0.48014029776539524,0.051444873783149235,162,0.5094486819339066,0.48600197459909755
168,Col. of Charleston,-1.0221573853188588,181,0.4674387947704002,0.5111615019976449,114,0.5548954142277445,0.4849301186618691
169,UC Davis,-0.4917078537674692,174,0.4743206142233178,0.2319226865153904,143,0.5272903834013432,0.48491456805892286
170,Idaho,0.6242076257200265,162,0.48879801197327716,-0.3725426401018474,214,0.4675340635432254,0.4845452222872668
171,Western Ky.,-0.10567752269435081,168,0.47932880234260156,-0.01940851998388464,178,0.5024442469819957,0.48395189127048044
172,Toledo,-0.36732620811341726,171,0.47593428711345037,0.014240729129745703,166,0.5057707492716678,0.4819015795450939
173,Penn,-0.6364798202558212,176,0.47244240625826817,-0.01930789449313913,177,0.502454194631176,0.4784447639328498
174,Central Ark.,-0.4564612909533918,173,0.4747778876625327,-0.1944050111896342,199,0.48514441878331266,0.47685119388668873
175,Siena,-0.9673689582046298,180,0.4681495957817739,0.012148013825253847,167,0.5055638673222811,0.47563245008987537
176,Utah Tech,-1.3518848019322465,185,0.4631610559567304,0.19973734712001348,147,0.524108600508327,0.47535056486704974
177,App State,-1.2919712003607349,184,0.4639383487325074,0.15928765275343412,151,0.5201098188275657,0.4751726427515191
178,UT Martin,-1.508361735452392,187,0.4611309928857302,0.218043094526635,146,0.5259182727080438,0.4740884488501929
179,Towson,-1.075211376576582,182,0.4667504955687315,-0.015177944504495616,176,0.5028624738188352,0.4739728912187523
180,Lipscomb,-0.9012532231549989,178,0.4690073523157043,-0.10921998882554912,189,0.4935656519283074,0.4739190122382249
181,Buffalo,-1.2546407335825331,183,0.4644226578273036,0.0589681893855426,159,0.5101924229455642,0.47357661085095576
182,Drake,-0.4420618744299402,172,0.4749646993738221,-0.41968388962854325,221,0.4628737671437722,0.47254651292781213
183,Columbia,-1.384466212615473,186,0.46273835903175137,0.04824030650967747,163,0.5091318843632798,0.4720170640980571
184,New Mexico St.,-0.2857059441668123,170,0.47699319260166384,-0.5665792909795259,226,0.4483519605118853,0.4712649461837082
185,Fordham,-0.5715266182472364,175,0.4732850805986615,-0.5298722457728833,225,0.45198075084579886,0.46902421464808897
186,Robert Morris,-1.6954840170823213,188,0.45870335051600464,-0.03155760069832153,179,0.5012432114201765,0.467211322696839
187,LIU,-2.2547022377216184,198,0.4514482987150046,0.17722255305665766,149,0.5218828297712049,0.4655352049262447
188,South Alabama,-2.6941577551351656,203,0.4457469956719354,0.36895036906200257,132,0.540836685673958,0.4647649336723399
189,FIU,-0.9575149578297375,179,0.46827743725855053,-0.5712001428446629,227,0.4478951516761901,0.46420098014207845
190,Missouri St.,-1.8117573906147222,190,0.45719487079034365,-0.1573357522450439,196,0.48880901689482514,0.46351770001123993
191,Massachusetts,-2.2077218721388676,197,0.4520578013623667,0.0008629653492125801,168,0.5044482483832717,0.4625358907665477
192,CSUN,-2.5162736162767403,202,0.4480547864311828,0.14496392853617243,153,0.5186938020467914,0.4621825895543046
193,Furman,-1.9717404961038358,195,0.45511932018278034,-0.14861862219385802,194,0.4896707761862945,0.4620296113834832
194,Cal St. Fullerton,-1.744367052944856,189,0.4580691634593536,-0.28301936340660044,207,0.47638416845641496,0.4617321644587659
195,Elon,-1.8867657100773976,191,0.45622174576844154,-0.2648445822103963,205,0.47818089357973936,0.46061357533070113
196,Colgate,-1.8913742544462555,192,0.45616195653610025,-0.36774606237140567,212,0.4680082443116884,0.4585312140912179
197,South Dakota St.,-0.7306866310856893,177,0.471220208433962,-1.059333572957116,271,0.39963918710915963,0.45690400416900157
198,A&M-Corpus Christi,-1.9207629148760508,193,0.45578068095188123,-0.4712065400222422,222,0.45778033358970266,0.45618061147944555
199,Northern Ky.,-2.350494374986536,200,0.4502055335611957,-0.24705098024818564,203,0.47993993603173957,0.4561524140553045
200,Jacksonville St.,-2.467541266736007,201,0.44868701854961823,-0.20360498948172148,200,0.4842349260112684,0.45579660004194833
201,Merrimack,-3.729313886494885,212,0.43231733426613916,0.3157477123167606,136,0.5355771698112997,0.4529693013751713
202,Oregon St.,-3.514697869012868,209,0.4351016683001346,0.15897836677029142,152,0.5200792433895339,0.4520971833180145
203,Monmouth,-2.83150030158547,204,0.44396517374231526,-0.3717685298397247,213,0.4676105906464221,0.44869425712313665
204,Weber St.,-1.9715250472446553,194,0.4551221153217371,-0.8283829442371752,248,0.4224705374505518,0.4485917997475001
205,Portland,-3.5920939390385525,210,0.43409756565020974,-0.04144198019284452,182,0.5002660600160104,0.4473312645233699
206,Lamar University,-2.2794901596524744,199,0.4511267110931958,-0.8163467064110104,247,0.4236604175739556,0.44563345238934776
207,Tulane,-3.9866760052189405,214,0.42897843107227757,0.023792377506441507,165,0.5067150074953185,0.4445257463568858
208,Queens (NC),-3.300432021990492,207,0.43788145937624684,-0.34879856656312824,211,0.46988135856683694,0.4442814392143649
209,Quinnipiac,-4.486456369780549,216,0.4224944999337821,0.22719600332555412,145,0.5268231122773889,0.44336022240250345
210,Eastern Mich.,-2.9286017008395007,205,0.4427054227979841,-0.6523654578351143,231,0.43987129933862584,0.44213859810611245
211,Idaho St.,-2.1974798070369075,196,0.4521906774206235,-1.0930973421429262,276,0.3963013635777852,0.4410128146520559
212,Tarleton St.,-3.8530886405750793,213,0.43071153492097247,-0.25544927847295673,204,0.4791096958626437,0.44039116710930676
213,Campbell,-4.199036780355914,215,0.42622335556283164,-0.07841544097727755,185,0.49661093233273934,0.44030087091681325
214,Drexel,-3.6560975941083904,211,0.433267210315124,-0.39281503050109634,218,0.4655299726687901,0.4397197627858572
215,Youngstown St.,-3.0912335230816623,206,0.4405955089015644,-0.8019679544742448,244,0.42508187429290817,0.4374927819798332
216,Stony Brook,-4.757969989625048,223,0.41897200137428064,0.06071046197259327,158,0.5103646607785833,0.4372505332551412
217,Wofford,-4.87330552759046,224,0.41747568871572904,0.07771383170719602,156,0.5120455823398132,0.4363896674405459
218,Ohio,-4.743178113999004,221,0.41916390467775,-0.1274288017650428,191,0.4917655624900293,0.4336842362402059
219,Indiana St.,-3.3349742710223307,208,0.43743332339497903,-0.8947003950421966,258,0.4159145173978263,0.4331295621955485
220,Vermont,-4.626233153744905,220,0.4206810972748356,-0.4973387392029955,224,0.45519695289923345,0.4275842683997152
221,New Orleans,-5.018796450371276,225,0.41558815332723004,-0.383647871526813,216,0.4664362209840129,0.42575776685858663
222,Southeast Mo. St.,-4.7507942935107526,222,0.4190650957068615,-0.6097544303534187,229,0.44408374639812714,0.4240688258451146
223,San Diego,-4.596719078824621,219,0.42106399993162047,-0.7500019599862631,241,0.4302191360209665,0.4228950271494897
224,Princeton,-4.543218573875442,217,0.4217580920059849,-0.8392761217700777,250,0.42139365814538104,0.42168520523386416
225,UNC Asheville,-4.568006094373593,218,0.421436509592188,-0.8479191766271649,251,0.42053922179006237,0.4212570520317629
226,Coastal Carolina,-6.292638012622161,234,0.39906189187989766,-0.009047663920269523,171,0.503468501975092,0.4199432138989366
227,James Madison,-5.822558239979383,227,0.4051605005719157,-0.38326235378426116,215,0.46647433255223775,0.41742326696798016
228,Saint Peter's,-6.558565893152361,240,0.3956118602511514,-0.014683940969842775,175,0.5029113100910378,0.41707175021912873
229,Tennessee St.,-6.311411849898265,235,0.39881832835332665,-0.1724831629944077,197,0.487311571992854,0.41651697708123214
230,Green Bay,-6.680459076516922,242,0.3940304715787872,-0.008159118103378554,170,0.5035563419647567,0.4159356456559811
231,Southern Miss.,-6.450130480533613,238,0.39701865371133677,-0.4131912774674205,220,0.46351561472696773,0.410318045914463
232,Dartmouth,-6.0038698272337445,229,0.4028082436011966,-0.6525917114045174,232,0.43984893233084726,0.4102163813471268
233,Lindenwood,-6.396526073290728,236,0.39771409376846584,-0.4766331413109507,223,0.4572438698620555,0.40962004898718385
234,Iona,-6.810392374088331,244,0.3923447739928293,-0.30220402048459244,209,0.4744876088784878,0.408773340969961
235,Samford,-6.262149322824917,233,0.3994574387624201,-0.6656157228683887,234,0.43856140273965255,0.40727823155786663
236,Bethune-Cookman,-7.429161211050885,248,0.38431713862737954,-0.13855196903207326,193,0.49066594682677245,0.40558690026725813
237,Eastern Wash.,-5.57703480842268,226,0.40834581383346646,-1.1111143628292517,278,0.3945202343655481,0.40558069793988283
238,Howard,-6.082969691182051,231,0.4017820366765707,-0.8876463800446653,257,0.4166118642230535,0.40474800218586726
239,Rice,-6.576456289479293,241,0.3953797580997875,-0.7330183790593794,239,0.43189810129740785,0.4026834267393116
240,Purdue Fort Wayne,-7.839561742810788,252,0.3789927822184052,-0.08141454205457557,186,0.49631444676877023,0.40245711512847826
241,Fairfield,-7.587709564656184,249,0.3822602018611656,-0.27249073086991754,206,0.47742500952012246,0.401293163392957
242,Denver,-6.477404446602087,239,0.39666481324380104,-0.8755215442152736,255,0.41781050298055344,0.40089395119115157
243,FGCU,-6.075224943954903,230,0.40188251362858124,-1.1358835303612906,281,0.39207160045308376,0.3999203309934818
244,Radford,-6.415173179569244,237,0.39747217439424604,-0.9587642524797972,263,0.40958128340108085,0.39989399619561306
245,Charleston So.,-5.997324630037436,228,0.4028931581174881,-1.2992080464527203,296,0.3759256420424505,0.3974996549024806
