season,coachid,coach,team,todisplay,score,bgcolor,fgcolor,isseason,conference,state,bordercolor,firstseason,nextyear,w,l,confw,confl,tourneyscore
2023,otis-hughley-1,Otis Hughley Jr.,Alabama A&M,10-8 SWAC,15,#FFFFFF,#000000,4,SWAC,Alabama,black,2023.0,Return,15,18,10,8,0.0
2024,otis-hughley-1,Otis Hughley Jr.,Alabama A&M,9-9 SWAC,12,#FFFFFF,#000000,4,SWAC,Alabama,black,2023.0,Return,12,23,9,9,0.0
2025,otis-hughley-1,Otis Hughley Jr.,Alabama A&M,6-12 SWAC,10,#FFFFFF,#000000,4,SWAC,Alabama,black,2023.0,Resigned,10,22,6,12,0.0
2026,otis-hughley-1,Otis Hughley Jr.,Alabama A&M,Resigned,0,#FFFFFF,#000000,0,SWAC,Alabama,white,2023.0,Last,,,,,
1943,otis-zahn-1,Otis Zahn,George Washington,8-2 SoCon,17,#FFFFFF,#000000,4,Southern,D.C.,black,1943.0,Return,17,6,8,2,0.0
1946,otis-zahn-1,Otis Zahn,George Washington,4-5 SoCon,7,#FFFFFF,#000000,4,Southern,D.C.,black,1946.0,Return,7,8,4,5,0.0
1947,otis-zahn-1,Otis Zahn,George Washington,9-4 SoCon,21,#FFFFFF,#000000,4,Southern,D.C.,black,1946.0,Last,21,7,9,4,0.0
1929,ott-romney-1,Ott Romney,BYU,6-6 MSAC,20,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,20,10,6,6,0.0
1930,ott-romney-1,Ott Romney,BYU,6-6 MSAC,23,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,23,7,6,6,0.0
1931,ott-romney-1,Ott Romney,BYU,7-5 MSAC,20,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,20,13,7,5,0.0
1932,ott-romney-1,Ott Romney,BYU,8-4 MSAC,20,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,20,12,8,4,0.0
1933,ott-romney-1,Ott Romney,BYU,9-3 MSAC,20,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,20,7,9,3,0.0
1934,ott-romney-1,Ott Romney,BYU,9-3 MSAC,18,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Return,18,12,9,3,0.0
1935,ott-romney-1,Ott Romney,BYU,6-6 MSAC,18,#FFFFFF,#000000,4,MSAC,Utah,black,1929.0,Last,18,10,6,6,0.0
1923,ott-romney-1,Ott Romney,Montana St.,18-3,18,#FFFFFF,#000000,4,Ind,Montana,black,1923.0,Return,18,3,,,0.0
1924,ott-romney-1,Ott Romney,Montana St.,20-3,20,#FFFFFF,#000000,4,Ind,Montana,black,1923.0,Return,20,3,,,0.0
1925,ott-romney-1,Ott Romney,Montana St.,20-4,20,#FFFFFF,#000000,4,MSAC,Montana,black,1923.0,Return,20,4,1,1,0.0
1926,ott-romney-1,Ott Romney,Montana St.,5-7 MSAC,20,#FFFFFF,#000000,4,MSAC,Montana,black,1923.0,Return,20,12,5,7,0.0
1927,ott-romney-1,Ott Romney,Montana St.,10-2 MSAC,30,#FFFFFF,#000000,4,MSAC,Montana,black,1923.0,Return,30,7,10,2,0.0
1928,ott-romney-1,Ott Romney,Montana St.,11-1 MSAC,36,#FFFFFF,#000000,4,MSAC,Montana,black,1923.0,Last,36,2,11,1,0.0
1910,otto-rittler-1,Otto Rittler,Saint Mary's (CA),1-1,1,#FFFFFF,#000000,4,Ind,California,black,1910.0,Return,1,1,,,0.0
1912,otto-rittler-1,Otto Rittler,Saint Mary's (CA),1-1,1,#FFFFFF,#000000,4,Ind,California,black,1910.0,Return,1,1,,,0.0
1913,otto-rittler-1,Otto Rittler,Saint Mary's (CA),4-1,4,#FFFFFF,#000000,4,Ind,California,black,1910.0,Return,4,1,,,0.0
1914,otto-rittler-1,Otto Rittler,Saint Mary's (CA),16-2,16,#FFFFFF,#000000,4,Ind,California,black,1910.0,Return,16,2,,,0.0
1917,otto-rittler-1,Otto Rittler,Saint Mary's (CA),15-6,15,#FFFFFF,#000000,4,Ind,California,black,1917.0,Return,15,6,,,0.0
1918,otto-rittler-1,Otto Rittler,Saint Mary's (CA),15-0,15,#FFFFFF,#000000,4,Ind,California,black,1917.0,Last,15,0,,,0.0
1922,owen-frank-1,Owen Frank,Nebraska,8-8 MVC,8,#FFFFFF,#000000,4,MVC,Nebraska,black,1922.0,Return,8,9,8,8,0.0
1923,owen-frank-1,Owen Frank,Nebraska,5-11 MVC,6,#FFFFFF,#000000,4,MVC,Nebraska,black,1922.0,Last,6,12,5,11,0.0
1937,ozzie-cowles-1,Ozzie Cowles,Dartmouth,8-4 Ivy,14,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Return,14,8,8,4,0.0
1938,ozzie-cowles-1,Ozzie Cowles,Dartmouth,8-4 Ivy,20,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Return,20,5,8,4,0.0
1939,ozzie-cowles-1,Ozzie Cowles,Dartmouth,10-2 Ivy,18,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Return,18,5,10,2,0.0
1940,ozzie-cowles-1,Ozzie Cowles,Dartmouth,11-1 Ivy,15,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Return,15,6,11,1,0.0
1941,ozzie-cowles-1,Ozzie Cowles,Dartmouth,"10-2 Ivy
Elite 8",44,#00693E,#FFFFFF,4,Ivy,New Hampshire,black,1937.0,Return,19,5,10,2,0.25
1942,ozzie-cowles-1,Ozzie Cowles,Dartmouth,"10-2 Ivy
Runner-up",57,#00693E,#FFFFFF,4,Ivy,New Hampshire,black,1937.0,Return,22,4,10,2,0.35000000000000003
1943,ozzie-cowles-1,Ozzie Cowles,Dartmouth,"11-1 Ivy
Elite 8",45,#00693E,#FFFFFF,4,Ivy,New Hampshire,black,1937.0,Return,20,3,11,1,0.25
1945,ozzie-cowles-1,Ozzie Cowles,Dartmouth,2-4 Ivy,6,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Return,6,8,2,4,0.0
1946,ozzie-cowles-1,Ozzie Cowles,Dartmouth,7-1 Ivy,13,#FFFFFF,#000000,4,Ivy,New Hampshire,black,1937.0,Last,13,3,7,1,0.0
1947,ozzie-cowles-1,Ozzie Cowles,Michigan,6-6 B1G,12,#FFFFFF,#000000,4,Big Ten,Michigan,black,1947.0,Return,12,8,6,6,0.0
1948,ozzie-cowles-1,Ozzie Cowles,Michigan,"10-2 B1G
Elite 8",41,#00274C,#FFCB05,4,Big Ten,Michigan,black,1947.0,Left,16,6,10,2,0.25
1949,ozzie-cowles-1,Ozzie Cowles,Michigan,Minnesota,0,#FFFFFF,#000000,0,Big Ten,Michigan,white,1947.0,Last,,,,,
1949,ozzie-cowles-1,Ozzie Cowles,Minnesota,9-3 B1G,18,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,18,3,9,3,0.0
1950,ozzie-cowles-1,Ozzie Cowles,Minnesota,5-8 B1G,13,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,13,9,5,8,0.0
1951,ozzie-cowles-1,Ozzie Cowles,Minnesota,7-7 B1G,13,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,13,9,7,7,0.0
1952,ozzie-cowles-1,Ozzie Cowles,Minnesota,10-4 B1G,15,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,15,7,10,4,0.0
1953,ozzie-cowles-1,Ozzie Cowles,Minnesota,11-7 B1G,14,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,14,8,11,7,0.0
1954,ozzie-cowles-1,Ozzie Cowles,Minnesota,10-4 B1G,17,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,17,5,10,4,0.0
1955,ozzie-cowles-1,Ozzie Cowles,Minnesota,10-4 B1G,15,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,15,7,10,4,0.0
1956,ozzie-cowles-1,Ozzie Cowles,Minnesota,6-8 B1G,11,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,11,11,6,8,0.0
1957,ozzie-cowles-1,Ozzie Cowles,Minnesota,9-5 B1G,14,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,14,8,9,5,0.0
1958,ozzie-cowles-1,Ozzie Cowles,Minnesota,5-9 B1G,9,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Return,9,12,5,9,0.0
1959,ozzie-cowles-1,Ozzie Cowles,Minnesota,5-9 B1G,8,#FFFFFF,#000000,4,Big Ten,Minnesota,black,1949.0,Retired,8,14,5,9,0.0
1960,ozzie-cowles-1,Ozzie Cowles,Minnesota,Retired,0,#FFFFFF,#000000,0,Big Ten,Minnesota,white,1949.0,Last,,,,,
1916,p-j-davis-1,P. J. Davis,North Dakota St.,18-0,18,#FFFFFF,#000000,4,Ind,North Dakota,black,1916.0,Return,18,0,,,0.0
1917,p-j-davis-1,P. J. Davis,North Dakota St.,10-4,10,#FFFFFF,#000000,4,Ind,North Dakota,black,1916.0,Return,10,4,,,0.0
1918,p-j-davis-1,P. J. Davis,North Dakota St.,9-6,9,#FFFFFF,#000000,4,Ind,North Dakota,black,1916.0,Last,9,6,,,0.0
1936,p-shellenberger-1,P. Shellenberger,Lafayette,7-9,7,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1936.0,Last,7,9,,,0.0
1921,pa-larned-1,P.A. Larned,Vermont,10-5,10,#FFFFFF,#000000,4,Ind,Vermont,black,1921.0,Last,10,5,,,0.0
1921,paddy-winters-1,Paddy Winters,Manhattan,0-6,0,#FFFFFF,#000000,4,Ind,New York,black,1921.0,Return,0,6,,,0.0
1922,paddy-winters-1,Paddy Winters,Manhattan,3-5,3,#FFFFFF,#000000,4,Ind,New York,black,1921.0,Last,3,5,,,0.0
2018,pat-baldwin-1,Pat Baldwin,Milwaukee,8-10 Hrz,16,#FFFFFF,#000000,4,Horizon,Wisconsin,black,2018.0,Return,16,17,8,10,0.0
2019,pat-baldwin-1,Pat Baldwin,Milwaukee,4-14 Hrz,9,#FFFFFF,#000000,4,Horizon,Wisconsin,black,2018.0,Return,9,22,4,14,0.0
2020,pat-baldwin-1,Pat Baldwin,Milwaukee,7-11 Hrz,12,#FFFFFF,#000000,4,Horizon,Wisconsin,black,2018.0,Return,12,19,7,11,0.0
2021,pat-baldwin-1,Pat Baldwin,Milwaukee,7-10 Hrz,10,#FFFFFF,#000000,4,Horizon,Wisconsin,black,2018.0,Return,10,12,7,10,0.0
2022,pat-baldwin-1,Pat Baldwin,Milwaukee,8-14 Hrz,10,#FFFFFF,#000000,4,Horizon,Wisconsin,black,2018.0,Fired,10,22,8,14,0.0
2023,pat-baldwin-1,Pat Baldwin,Milwaukee,Fired,0,#FFFFFF,#000000,0,Horizon,Wisconsin,white,2018.0,Last,,,,,
1993,pat-dennis-1,Pat Dennis,The Citadel,8-10 SoCon,10,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,10,17,8,10,0.0
1994,pat-dennis-1,Pat Dennis,The Citadel,6-12 SoCon,11,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,11,16,6,12,0.0
1995,pat-dennis-1,Pat Dennis,The Citadel,6-8 SoCon,11,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,11,16,6,8,0.0
1996,pat-dennis-1,Pat Dennis,The Citadel,5-9 SoCon,10,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,10,16,5,9,0.0
1997,pat-dennis-1,Pat Dennis,The Citadel,6-8 SoCon,13,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,13,14,6,8,0.0
1998,pat-dennis-1,Pat Dennis,The Citadel,6-8 SoCon,15,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,15,13,6,8,0.0
1999,pat-dennis-1,Pat Dennis,The Citadel,3-13 SoCon,9,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,9,18,3,13,0.0
2000,pat-dennis-1,Pat Dennis,The Citadel,5-10 SoCon,9,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,9,20,5,10,0.0
2001,pat-dennis-1,Pat Dennis,The Citadel,9-7 SoCon,16,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,16,12,9,7,0.0
2002,pat-dennis-1,Pat Dennis,The Citadel,8-8 SoCon,17,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,17,12,8,8,0.0
2003,pat-dennis-1,Pat Dennis,The Citadel,3-13 SoCon,8,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,8,20,3,13,0.0
2004,pat-dennis-1,Pat Dennis,The Citadel,2-14 SoCon,6,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,6,22,2,14,0.0
2005,pat-dennis-1,Pat Dennis,The Citadel,4-12 SoCon,12,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Return,12,16,4,12,0.0
2006,pat-dennis-1,Pat Dennis,The Citadel,1-14 SoCon,10,#FFFFFF,#000000,4,Southern,South Carolina,black,1993.0,Resigned,10,21,1,14,0.0
2007,pat-dennis-1,Pat Dennis,The Citadel,Resigned,0,#FFFFFF,#000000,0,Southern,South Carolina,white,1993.0,Last,,,,,
1998,pat-douglass-1,Pat Douglass,UC Irvine,6-10 BWst,9,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,9,18,6,10,0.0
1999,pat-douglass-1,Pat Douglass,UC Irvine,2-14 BWst,6,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,6,20,2,14,0.0
2000,pat-douglass-1,Pat Douglass,UC Irvine,7-9 BWst,14,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,14,14,7,9,0.0
2001,pat-douglass-1,Pat Douglass,UC Irvine,15-1 BWst,25,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,25,5,15,1,0.0
2002,pat-douglass-1,Pat Douglass,UC Irvine,13-5 BWst,21,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,21,11,13,5,0.0
2003,pat-douglass-1,Pat Douglass,UC Irvine,13-5 BWst,20,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,20,9,13,5,0.0
2004,pat-douglass-1,Pat Douglass,UC Irvine,6-12 BWst,11,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,11,17,6,12,0.0
2005,pat-douglass-1,Pat Douglass,UC Irvine,8-10 BWst,16,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,16,13,8,10,0.0
2006,pat-douglass-1,Pat Douglass,UC Irvine,10-4 BWst,16,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,16,13,10,4,0.0
2007,pat-douglass-1,Pat Douglass,UC Irvine,6-8 BWst,15,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,15,18,6,8,0.0
2008,pat-douglass-1,Pat Douglass,UC Irvine,9-7 BWst,18,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,18,16,9,7,0.0
2009,pat-douglass-1,Pat Douglass,UC Irvine,8-8 BWst,12,#FFFFFF,#000000,4,Big West,California,black,1998.0,Return,12,19,8,8,0.0
2010,pat-douglass-1,Pat Douglass,UC Irvine,6-10 BWst,14,#FFFFFF,#000000,4,Big West,California,black,1998.0,Fired,14,18,6,10,0.0
2011,pat-douglass-1,Pat Douglass,UC Irvine,Fired,0,#FFFFFF,#000000,0,Big West,California,white,1998.0,Last,,,,,
2014,pat-duquette-1,Pat Duquette,UMass Lowell,8-8 AEC,10,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,10,18,8,8,0.0
2015,pat-duquette-1,Pat Duquette,UMass Lowell,6-10 AEC,12,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,12,17,6,10,0.0
2016,pat-duquette-1,Pat Duquette,UMass Lowell,7-9 AEC,11,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,11,18,7,9,0.0
2017,pat-duquette-1,Pat Duquette,UMass Lowell,5-11 AEC,11,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,11,20,5,11,0.0
2018,pat-duquette-1,Pat Duquette,UMass Lowell,6-10 AEC,12,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,12,18,6,10,0.0
2019,pat-duquette-1,Pat Duquette,UMass Lowell,7-9 AEC,15,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,15,17,7,9,0.0
2020,pat-duquette-1,Pat Duquette,UMass Lowell,7-9 AEC,13,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,13,19,7,9,0.0
2021,pat-duquette-1,Pat Duquette,UMass Lowell,7-8 AEC,11,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,11,12,7,8,0.0
2022,pat-duquette-1,Pat Duquette,UMass Lowell,7-11 AEC,15,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,15,16,7,11,0.0
2023,pat-duquette-1,Pat Duquette,UMass Lowell,11-5 AEC,26,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,26,8,11,5,0.0
2024,pat-duquette-1,Pat Duquette,UMass Lowell,11-5 AEC,22,#FFFFFF,#000000,4,AEC,Massachusetts,black,2014.0,Return,22,10,11,5,0.0
2025,pat-duquette-1,Pat Duquette,UMass Lowell,6-10 AmEast,17,#FFFFFF,#000000,4,AmEast,Massachusetts,black,2014.0,Return,17,15,6,10,0.0
2026,pat-duquette-1,Pat Duquette,UMass Lowell,3-4 AmEast,8,#FFFFFF,#000000,4,AmEast,Massachusetts,black,2014.0,Last,8,14,3,4,0.0
1995,pat-flannery-1,Pat Flannery,Bucknell,11-3 Pat,13,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,13,14,11,3,0.0
1996,pat-flannery-1,Pat Flannery,Bucknell,8-4 Pat,17,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,17,11,8,4,0.0
1997,pat-flannery-1,Pat Flannery,Bucknell,9-3 Pat,18,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,18,11,9,3,0.0
1998,pat-flannery-1,Pat Flannery,Bucknell,8-4 Pat,13,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,13,15,8,4,0.0
1999,pat-flannery-1,Pat Flannery,Bucknell,9-3 Pat,16,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,16,13,9,3,0.0
2000,pat-flannery-1,Pat Flannery,Bucknell,8-4 Pat,17,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,17,11,8,4,0.0
2001,pat-flannery-1,Pat Flannery,Bucknell,4-8 Pat,14,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,14,15,4,8,0.0
2002,pat-flannery-1,Pat Flannery,Bucknell,8-6 Pat,13,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,13,16,8,6,0.0
2003,pat-flannery-1,Pat Flannery,Bucknell,7-7 Pat,14,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,14,15,7,7,0.0
2004,pat-flannery-1,Pat Flannery,Bucknell,9-5 Pat,14,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,14,15,9,5,0.0
2005,pat-flannery-1,Pat Flannery,Bucknell,"10-4 Pat
NCAA 32",38,#E87722,#003865,4,Patriot,Pennsylvania,black,1995.0,Return,23,10,10,4,0.15
2006,pat-flannery-1,Pat Flannery,Bucknell,"14-0 Pat
NCAA 32",42,#E87722,#003865,4,Patriot,Pennsylvania,black,1995.0,Return,27,5,14,0,0.15
2007,pat-flannery-1,Pat Flannery,Bucknell,13-1 Pat,22,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Return,22,9,13,1,0.0
2008,pat-flannery-1,Pat Flannery,Bucknell,6-8 Pat,12,#FFFFFF,#000000,4,Patriot,Pennsylvania,black,1995.0,Retired,12,19,6,8,0.0
2009,pat-flannery-1,Pat Flannery,Bucknell,Retired,0,#FFFFFF,#000000,0,Patriot,Pennsylvania,white,1995.0,Last,,,,,
1987,pat-foster-1,Pat Foster,Houston,"9-7 SWC
NCAA 64",28,#C8102E,#FFFFFF,4,SWC,Texas,black,1987.0,Return,18,12,9,7,0.1
1988,pat-foster-1,Pat Foster,Houston,10-6 SWC,18,#FFFFFF,#000000,4,SWC,Texas,black,1987.0,Return,18,13,10,6,0.0
1989,pat-foster-1,Pat Foster,Houston,8-8 SWC,17,#FFFFFF,#000000,4,SWC,Texas,black,1987.0,Return,17,14,8,8,0.0
1990,pat-foster-1,Pat Foster,Houston,"13-3 SWC
NCAA 64",35,#C8102E,#FFFFFF,4,SWC,Texas,black,1987.0,Return,25,8,13,3,0.1
1991,pat-foster-1,Pat Foster,Houston,10-6 SWC,18,#FFFFFF,#000000,4,SWC,Texas,black,1987.0,Return,18,11,10,6,0.0
1992,pat-foster-1,Pat Foster,Houston,"11-3 SWC
NCAA 64",35,#C8102E,#FFFFFF,4,SWC,Texas,black,1987.0,Return,25,6,11,3,0.1
1993,pat-foster-1,Pat Foster,Houston,9-5 SWC,21,#FFFFFF,#000000,4,SWC,Texas,black,1987.0,Left,21,9,9,5,0.0
1994,pat-foster-1,Pat Foster,Houston,Nevada,0,#FFFFFF,#000000,0,SWC,Texas,white,1987.0,Last,,,,,
1981,pat-foster-1,Pat Foster,Lamar University,"8-2 SLC
NCAA 32",40,#DC0031,#FFFFFF,4,Southland,Texas,black,1981.0,Return,25,5,8,2,0.15
1982,pat-foster-1,Pat Foster,Lamar University,7-3 SLC,22,#FFFFFF,#000000,4,Southland,Texas,black,1981.0,Return,22,7,7,3,0.0
1983,pat-foster-1,Pat Foster,Lamar University,"9-3 SLC
NCAA 32",38,#DC0031,#FFFFFF,4,Southland,Texas,black,1981.0,Return,23,8,9,3,0.15
1984,pat-foster-1,Pat Foster,Lamar University,11-1 SLC,26,#FFFFFF,#000000,4,Southland,Texas,black,1981.0,Return,26,5,11,1,0.0
1985,pat-foster-1,Pat Foster,Lamar University,8-4 SLC,20,#FFFFFF,#000000,4,Southland,Texas,black,1981.0,Return,20,12,8,4,0.0
1986,pat-foster-1,Pat Foster,Lamar University,6-6 SLC,18,#FFFFFF,#000000,4,Southland,Texas,black,1981.0,Left,18,12,6,6,0.0
1987,pat-foster-1,Pat Foster,Lamar University,Houston,0,#FFFFFF,#000000,0,Southland,Texas,white,1981.0,Last,,,,,
1994,pat-foster-1,Pat Foster,Nevada,6-12 BWst,11,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Return,11,17,6,12,0.0
1995,pat-foster-1,Pat Foster,Nevada,12-6 BWst,18,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Return,18,11,12,6,0.0
1996,pat-foster-1,Pat Foster,Nevada,9-9 BWst,16,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Return,16,13,9,9,0.0
1997,pat-foster-1,Pat Foster,Nevada,12-4 BWst,21,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Return,21,10,12,4,0.0
1998,pat-foster-1,Pat Foster,Nevada,11-5 BWst,16,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Return,16,12,11,5,0.0
1999,pat-foster-1,Pat Foster,Nevada,4-12 BWst,8,#FFFFFF,#000000,4,Big West,Nevada,black,1994.0,Unknown,8,18,4,12,0.0
2000,pat-foster-1,Pat Foster,Nevada,?,0,#FFFFFF,#000000,0,Big West,Nevada,white,1994.0,Last,,,,,
1972,pat-haley-1,Pat Haley,Bowling Green,1-9 MAC,4,#FFFFFF,#000000,4,MAC,Ohio,black,1972.0,Return,4,20,1,9,0.0
1973,pat-haley-1,Pat Haley,Bowling Green,5-5 MAC,13,#FFFFFF,#000000,4,MAC,Ohio,black,1972.0,Return,13,13,5,5,0.0
1974,pat-haley-1,Pat Haley,Bowling Green,7-5 MAC,15,#FFFFFF,#000000,4,MAC,Ohio,black,1972.0,Return,15,11,7,5,0.0
1975,pat-haley-1,Pat Haley,Bowling Green,9-5 MAC,18,#FFFFFF,#000000,4,MAC,Ohio,black,1972.0,Return,18,10,9,5,0.0
1976,pat-haley-1,Pat Haley,Bowling Green,8-8 MAC,12,#FFFFFF,#000000,4,MAC,Ohio,black,1972.0,Unknown,12,15,8,8,0.0
1977,pat-haley-1,Pat Haley,Bowling Green,?,0,#FFFFFF,#000000,0,MAC,Ohio,white,1972.0,Last,,,,,
1998,pat-harris-1,Pat Harris,Army West Point,2-10 Pat,8,#FFFFFF,#000000,4,Patriot,New York,black,1998.0,Return,8,19,2,10,0.0
1999,pat-harris-1,Pat Harris,Army West Point,4-8 Pat,8,#FFFFFF,#000000,4,Patriot,New York,black,1998.0,Return,8,19,4,8,0.0
2000,pat-harris-1,Pat Harris,Army West Point,2-10 Pat,5,#FFFFFF,#000000,4,Patriot,New York,black,1998.0,Return,5,23,2,10,0.0
2001,pat-harris-1,Pat Harris,Army West Point,3-9 Pat,9,#FFFFFF,#000000,4,Patriot,New York,black,1998.0,Return,9,19,3,9,0.0
2002,pat-harris-1,Pat Harris,Army West Point,6-8 Pat,12,#FFFFFF,#000000,4,Patriot,New York,black,1998.0,Fired,12,16,6,8,0.0
2003,pat-harris-1,Pat Harris,Army West Point,Fired,0,#FFFFFF,#000000,0,Patriot,New York,white,1998.0,Last,,,,,
2022,pat-kelsey-1,Pat Kelsey,Col. of Charleston,8-10 CAA,17,#FFFFFF,#000000,4,CAA,South Carolina,black,2022.0,Return,17,15,8,10,0.0
2023,pat-kelsey-1,Pat Kelsey,Col. of Charleston,"16-2 CAA
NCAA 64",41,#660000,#FFFFFF,4,CAA,South Carolina,black,2022.0,Return,31,4,16,2,0.1
2024,pat-kelsey-1,Pat Kelsey,Col. of Charleston,"15-3 CAA
NCAA 64",37,#660000,#FFFFFF,4,CAA,South Carolina,black,2022.0,Left,27,8,15,3,0.1
2025,pat-kelsey-1,Pat Kelsey,Col. of Charleston,Louisville,0,#FFFFFF,#000000,0,CAA,South Carolina,white,2022.0,Last,,,,,
2025,pat-kelsey-1,Pat Kelsey,Louisville,"18-2 ACC
NCAA 64",37,#AD0000,#FFFFFF,4,ACC,Kentucky,black,2025.0,Return,27,8,18,2,0.1
2026,pat-kelsey-1,Pat Kelsey,Louisville,4-4 ACC,14,#FFFFFF,#000000,4,ACC,Kentucky,black,2025.0,Last,14,6,4,4,0.0
2013,pat-kelsey-1,Pat Kelsey,Winthrop,6-10 BSth,14,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,14,17,6,10,0.0
2014,pat-kelsey-1,Pat Kelsey,Winthrop,10-6 BSth,20,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,20,13,10,6,0.0
2015,pat-kelsey-1,Pat Kelsey,Winthrop,12-6 BSth,19,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,19,13,12,6,0.0
2016,pat-kelsey-1,Pat Kelsey,Winthrop,13-5 BSth,23,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,23,9,13,5,0.0
2017,pat-kelsey-1,Pat Kelsey,Winthrop,"15-3 BSth
NCAA 64",36,#660000,#FFFFFF,4,Big South,South Carolina,black,2013.0,Return,26,7,15,3,0.1
2018,pat-kelsey-1,Pat Kelsey,Winthrop,12-6 BSth,19,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,19,12,12,6,0.0
2019,pat-kelsey-1,Pat Kelsey,Winthrop,10-6 BSth,18,#FFFFFF,#000000,4,Big South,South Carolina,black,2013.0,Return,18,12,10,6,0.0
